id_deputado;tema;qtd_proposicoes
141421;Homenagens e Datas Comemorativas;1
141421;Política, Partidos e Eleições;1
141421;Relações Internacionais e Comércio Exterior;1
141431;Finanças Públicas e Orçamento;5
141431;Processo Legislativo e Atuação Parlamentar;5
141431;Administração Pública;2
141431;Direito Constitucional;2
141431;Previdência e Assistência Social;2
141431;Agricultura, Pecuária, Pesca e Extrativismo;1
141431;Arte, Cultura e Religião;1
141431;Defesa e Segurança;1
141431;Direitos Humanos e Minorias;1
141431;Economia;1
141431;Política, Partidos e Eleições;1
141431;Relações Internacionais e Comércio Exterior;1
141431;Trabalho e Emprego;1
141450;Administração Pública;21
141450;Finanças Públicas e Orçamento;16
141450;Direitos Humanos e Minorias;14
141450;Saúde;12
141450;Energia, Recursos Hídricos e Minerais;11
141450;Processo Legislativo e Atuação Parlamentar;10
141450;Viação, Transporte e Mobilidade;10
141450;Direito Penal e Processual Penal;9
141450;Indústria, Comércio e Serviços;8
141450;Meio Ambiente e Desenvolvimento Sustentável;8
141450;Direito Constitucional;7
141450;Economia;7
141450;Trabalho e Emprego;7
141450;Esporte e Lazer;6
141450;Previdência e Assistência Social;6
141450;Cidades e Desenvolvimento Urbano;5
141450;Defesa e Segurança;5
141450;Direito e Justiça;5
141450;Educação;4
141450;Arte, Cultura e Religião;3
141450;Direito e Defesa do Consumidor;3
141450;Comunicações;2
141450;Direito Civil e Processual Civil;2
141450;Política, Partidos e Eleições;2
141450;Agricultura, Pecuária, Pesca e Extrativismo;1
141450;Homenagens e Datas Comemorativas;1
141456;Direitos Humanos e Minorias;17
141456;Administração Pública;14
141456;Defesa e Segurança;13
141456;Viação, Transporte e Mobilidade;13
141456;Trabalho e Emprego;12
141456;Finanças Públicas e Orçamento;11
141456;Previdência e Assistência Social;9
141456;Indústria, Comércio e Serviços;7
141456;Saúde;7
141456;Educação;6
141456;Cidades e Desenvolvimento Urbano;4
141456;Comunicações;4
141456;Processo Legislativo e Atuação Parlamentar;4
141456;Arte, Cultura e Religião;3
141456;Energia, Recursos Hídricos e Minerais;3
141456;Homenagens e Datas Comemorativas;3
141456;Relações Internacionais e Comércio Exterior;3
141456;Ciência, Tecnologia e Inovação;2
141456;Direito Constitucional;2
141456;Direito e Defesa do Consumidor;2
141456;Economia;2
141456;Agricultura, Pecuária, Pesca e Extrativismo;1
141456;Direito e Justiça;1
141456;Esporte e Lazer;1
141456;Estrutura Fundiária;1
141458;Finanças Públicas e Orçamento;20
141458;Administração Pública;13
141458;Processo Legislativo e Atuação Parlamentar;11
141458;Economia;10
141458;Direitos Humanos e Minorias;6
141458;Indústria, Comércio e Serviços;6
141458;Trabalho e Emprego;6
141458;Direito Constitucional;5
141458;Saúde;5
141458;Energia, Recursos Hídricos e Minerais;4
141458;Direito e Defesa do Consumidor;3
141458;Meio Ambiente e Desenvolvimento Sustentável;3
141458;Arte, Cultura e Religião;2
141458;Defesa e Segurança;2
141458;Direito Penal e Processual Penal;2
141458;Direito e Justiça;2
141458;Educação;2
141458;Política, Partidos e Eleições;2
141458;Previdência e Assistência Social;2
141458;Agricultura, Pecuária, Pesca e Extrativismo;1
141458;Cidades e Desenvolvimento Urbano;1
141458;Ciência, Tecnologia e Inovação;1
141458;Comunicações;1
141458;Direito Civil e Processual Civil;1
141458;Esporte e Lazer;1
141458;Estrutura Fundiária;1
141458;Relações Internacionais e Comércio Exterior;1
141458;Viação, Transporte e Mobilidade;1
141459;Finanças Públicas e Orçamento;9
141459;Administração Pública;7
141459;Trabalho e Emprego;6
141459;Defesa e Segurança;5
141459;Processo Legislativo e Atuação Parlamentar;5
141459;Direito e Justiça;4
141459;Direitos Humanos e Minorias;4
141459;Direito Constitucional;3
141459;Educação;3
141459;Saúde;3
141459;Arte, Cultura e Religião;2
141459;Comunicações;2
141459;Indústria, Comércio e Serviços;2
141459;Previdência e Assistência Social;2
141459;Agricultura, Pecuária, Pesca e Extrativismo;1
141459;Cidades e Desenvolvimento Urbano;1
141459;Economia;1
141459;Energia, Recursos Hídricos e Minerais;1
141459;Esporte e Lazer;1
141459;Estrutura Fundiária;1
141459;Meio Ambiente e Desenvolvimento Sustentável;1
141459;Política, Partidos e Eleições;1
141459;Viação, Transporte e Mobilidade;1
141464;Finanças Públicas e Orçamento;18
141464;Administração Pública;14
141464;Direitos Humanos e Minorias;12
141464;Defesa e Segurança;10
141464;Trabalho e Emprego;9
141464;Indústria, Comércio e Serviços;7
141464;Processo Legislativo e Atuação Parlamentar;7
141464;Arte, Cultura e Religião;5
141464;Direito Constitucional;5
141464;Economia;5
141464;Homenagens e Datas Comemorativas;5
141464;Saúde;5
141464;Direito e Justiça;4
141464;Ciência, Tecnologia e Inovação;3
141464;Educação;3
141464;Energia, Recursos Hídricos e Minerais;3
141464;Meio Ambiente e Desenvolvimento Sustentável;3
141464;Agricultura, Pecuária, Pesca e Extrativismo;2
141464;Comunicações;2
141464;Direito e Defesa do Consumidor;2
141464;Esporte e Lazer;2
141464;Viação, Transporte e Mobilidade;2
141464;Cidades e Desenvolvimento Urbano;1
141464;Direito Civil e Processual Civil;1
141464;Direito Penal e Processual Penal;1
141464;Estrutura Fundiária;1
141464;Política, Partidos e Eleições;1
141464;Previdência e Assistência Social;1
141464;Relações Internacionais e Comércio Exterior;1
141464;Turismo;1
141470;Finanças Públicas e Orçamento;40
141470;Direitos Humanos e Minorias;26
141470;Administração Pública;20
141470;Indústria, Comércio e Serviços;15
