idvotacao;deputado_id;voto;deputado_nome;deputado_siglapartido;deputado_siglauf
2578879-27;220599;Não;Marcelo Crivella;REPUBLICANOS;RJ
2578879-27;133810;Sim;Marcelo Moraes;PL;RS
2578879-27;160161;Não;Marcelo Queiroz;PSDB;RJ
2578879-27;178983;Sim;Marcio Alvino;PL;SP
2578879-27;179001;Sim;Márcio Biolchi;MDB;RS
2578879-27;220687;Abstenção;Márcio Honaiser;PDT;MA
2578879-27;81055;Não;Márcio Jerry;PCDOB;MA
2578879-27;150418;Não;Márcio Marinho;REPUBLICANOS;BA
2578879-27;160535;Não;Marcon;PT;RS
2578879-27;204431;Não;Marcos Aurélio Sampaio;PSD;PI
2578879-27;204506;Não;Marcos Pereira;REPUBLICANOS;SP
2578879-27;220547;Sim;Marcos Pollon;PL;MS
2578879-27;220604;Não;Marcos Tavares;PDT;RJ
2578879-27;220668;Não;Maria Arraes;SOLIDARIEDADE;PE
2578879-27;74398;Não;Maria do Rosário;PT;RS
2578879-27;204540;Não;Maria Rosas;REPUBLICANOS;SP
2578879-27;220655;Sim;Mario Frias;PL;SP
2578879-27;178858;Não;Mário Negromonte Jr.;PP;BA
2578879-27;220661;Sim;Matheus Noronha;PL;CE
2578879-27;220609;Sim;Maurício Carvalho;UNIÃO;RO
2578879-27;220628;Sim;Mauricio do Vôlei;PL;MG
2578879-27;220550;Sim;Mauricio Marcon;PL;RS
2578879-27;220647;Não;Mauricio Neves;PP;SP
2578879-27;204486;Não;Mauro Benevides Filho;PDT;CE
2578879-27;220607;Não;Max Lemos;PDT;RJ
2578879-27;220591;Não;Meire Serafim;UNIÃO;AC
2578879-27;74428;Sim;Mendonça Filho;UNIÃO;PE
2578879-27;188097;Não;Merlong Solano;PT;PI
2578879-27;220585;Não;Mersinho Lucena;PP;PB
2578879-27;220530;Sim;Messias Donato;REPUBLICANOS;ES
2578879-27;171786;Não;Miguel Ângelo;PT;MG
2578879-27;178895;Sim;Misael Varella;PSD;MG
2578879-27;160561;Sim;Missionário José Olimpio;PL;SP
2578879-27;178997;Não;Moses Rodrigues;UNIÃO;CE
2578879-27;220617;Não;Murillo Gouvea;UNIÃO;RJ
2578879-27;220584;Não;Murilo Galdino;REPUBLICANOS;PB
2578879-27;204453;Não;Natália Bonavides;PT;RN
2578879-27;220703;Não;Neto Carletto;AVANTE;BA
2578879-27;204479;Sim;Nicoletti;UNIÃO;RR
2578879-27;209787;Sim;Nikolas Ferreira;PL;MG
2578879-27;178986;Não;Nilto Tatto;PT;SP
2578879-27;74159;Não;Odair Cunha;PT;MG
2578879-27;204498;Sim;Olival Marques;MDB;PA
2578879-27;178987;Não;Orlando Silva;PCDOB;SP
2578879-27;73692;Sim;Osmar Terra;PL;RS
2578879-27;204422;Não;Ossesio Silva;REPUBLICANOS;PE
2578879-27;204441;Sim;Otoni de Paula;MDB;RJ
2578879-27;220706;Sim;Padovani;UNIÃO;PR
2578879-27;160556;Não;Padre João;PT;MG
2578879-27;180214;Sim;Pastor Diniz;UNIÃO;RR
2578879-27;160642;Sim;Pastor Eurico;PL;PE
2578879-27;204570;Sim;Pastor Gil;PL;MA
2578879-27;220615;Não;Pastor Henrique Vieira;PSOL;RJ
2578879-27;204553;Não;Pastor Sargento Isidório;AVANTE;BA
2578879-27;74160;Não;Patrus Ananias;PT;MG
2578879-27;74095;Não;Pauderney Avelino;UNIÃO;AM
2578879-27;171617;Não;Paulão;PT;AL
2578879-27;141518;Sim;Paulinho da Força;SOLIDARIEDADE;SP
2578879-27;141516;Não;Paulo Abi-Ackel;PSDB;MG
2578879-27;220650;Não;Paulo Alexandre Barbosa;PSDB;SP
2578879-27;178860;Não;Paulo Azi;UNIÃO;BA
2578879-27;160517;Não;Paulo Folletto;PSB;ES
2578879-27;160558;Sim;Paulo Freire Costa;PL;SP
2578879-27;204492;Não;Paulo Guedes;PT;MG
2578879-27;74574;Não;Paulo Magalhães;PSD;BA
2578879-27;128760;Sim;Paulo Marinho Jr;PL;MA
2578879-27;74400;Não;Paulo Pimenta;PT;RS
2578879-27;220630;Sim;Pedro Aihara;PRD;MG
2578879-27;220667;Não;Pedro Campos;PSB;PE
2578879-27;122974;Não;Pedro Lucas Fernandes;UNIÃO;MA
2578879-27;122158;Sim;Pedro Paulo;PSD;RJ
2578879-27;160604;Não;Pedro Uczai;PT;SC
2578879-27;161440;Sim;Pezenti;MDB;SC
2578879-27;73486;Não;Pompeo de Mattos;PDT;RS
2578879-27;160601;Sim;Pr. Marco Feliciano;PL;SP
2578879-27;220533;Não;Prof. Reginaldo Veras;PV;DF
2578879-27;204390;Sim;Professor Alcides;PL;GO
2578879-27;221338;Não;Professora Luciene Cavalcante;PSOL;SP
2578879-27;160641;Não;Professora Marcivania;PCDOB;AP
2578879-27;220586;Sim;Rafael Brito;MDB;AL
2578879-27;220532;Não;Rafael Prudente;MDB;DF
2578879-27;220626;Não;Rafael Simoes;UNIÃO;MG
2578879-27;204567;Não;Raimundo Costa;PODE;BA
2578879-27;74084;Sim;Raimundo Santos;PSD;PA
2578879-27;74161;Não;Reginaldo Lopes;PT;MG
2578879-27;220606;Não;Reimont;PT;RJ
2578879-27;205865;Sim;Reinhold Stephanes;PSD;PR
2578879-27;73801;Não;Renildo Calheiros;PCDOB;PE
2578879-27;175765;Sim;Ribamar Silva;PSD;SP
2578879-27;235088;Abstenção;Ribeiro Neto;PRD;MA
2578879-27;221329;Não;Ricardo Abrão;UNIÃO;RJ
2578879-27;220543;Não;Ricardo Ayres;REPUBLICANOS;TO
2578879-27;234310;Não;Ricardo Galvão;REDE;SP
2578879-27;204362;Sim;Ricardo Guidi;PL;SC
2578879-27;220694;Não;Ricardo Maia;MDB;BA
2578879-27;220633;Sim;Ricardo Salles;NOVO;SP
2578879-27;204489;Não;Robério Monteiro;PDT;CE
2578879-27;220588;Sim;Roberto Duarte;REPUBLICANOS;AC
2578879-27;220613;Sim;Roberto Monteiro Pai;PL;RJ
2578879-27;220624;Não;Robinson Faria;PP;RN
2578879-27;220546;Sim;Rodolfo Nogueira;PL;MS
2578879-27;230767;Sim;Rodrigo da Zaeli;PL;MT
2578879-27;223128;Sim;Rodrigo Estacho;PSD;PR
2578879-27;220641;Não;Rodrigo Gambale;PODE;SP
2578879-27;141533;Não;Rodrigo Rollemberg;PSB;DF
2578879-27;165470;Sim;Rodrigo Valadares;UNIÃO;SE
2578879-27;220695;Não;Rogéria Santos;REPUBLICANOS;BA
2578879-27;204480;Não;Rogério Correia;PT;MG
2578879-27;160629;Não;Romero Rodrigues;PODE;PB
2578879-27;204525;Sim;Rosana Valle;PL;SP
2578879-27;220644;Sim;Rosangela Moro;UNIÃO;SP
2578879-27;220620;Sim;Rosângela Reis;PL;MG
2578879-27;74371;Não;Rubens Otoni;PT;GO
2578879-27;178887;Não;Rubens Pereira Júnior;PT;MA
2578879-27;73604;Não;Rui Falcão;PT;SP
2578879-27;220631;Não;Samuel Viana;REPUBLICANOS;MG
2578879-27;204416;Sim;Sanderson;PL;RS
2578879-27;204387;Sim;Sargento Fahur;PSD;PR
2578879-27;220621;Sim;Sargento Gonçalves;PL;RN
2578879-27;220618;Sim;Sargento Portugal;PODE;RJ
2578879-27;73808;Não;Sérgio Brito;PSD;BA
2578879-27;178933;Sim;Sergio Souza;MDB;PR
2578879-27;204557;Não;Sidney Leite;PSD;AM
2578879-27;74356;Não;Silas Câmara;REPUBLICANOS;AM
2578879-27;204360;Sim;Silvia Cristina;PP;RO
2578879-27;227310;Sim;Silvio Antonio;PL;MA
2578879-27;220569;Sim;Silvye Alves;UNIÃO;GO
2578879-27;220651;Sim;Simone Marquetto;MDB;SP
2578879-27;104552;Sim;Socorro Neri;PP;AC
2578879-27;222565;Sim;Soldado Noelio;UNIÃO;CE
2578879-27;92776;Abstenção;Stefano Aguiar;PSD;MG
2578879-27;204534;Sim;Tabata Amaral;PSB;SP
2578879-27;220682;Não;Tadeu Veneri;PT;PR
2578879-27;204464;Não;Talíria Petrone;PSOL;RJ
2578879-27;220598;Não;Tarcísio Motta;PSOL;RJ
2578879-27;220560;Sim;Thiago de Joaldo;PP;SE
2578879-27;143084;Não;Tiago Dimas;PODE;TO
2578879-27;220684;Sim;Tião Medeiros;PP;PR
2578879-27;160976;Não;Tiririca;PSD;SP
2578879-27;178934;Não;Toninho Wandscheer;PP;PR
2578879-27;157130;Não;Túlio Gadêlha;REDE;PE
2578879-27;160610;Não;Valmir Assunção;PT;BA
2578879-27;74376;Não;Vander Loubet;PT;MS
2578879-27;234673;Não;Vanderlan Alves;REPUBLICANOS;CE
2578879-27;204396;Sim;Vermelho;PP;PR
2578879-27;74283;Não;Vicentinho;PT;SP
2578879-27;137070;Sim;Vicentinho Júnior;PP;TO
2578879-27;141555;Sim;Vinicius Carvalho;REPUBLICANOS;SP
2578879-27;160591;Sim;Vinicius Gurgel;PL;AP
2578879-27;178992;Sim;Vitor Lippi;PSDB;SP
2578879-27;91228;Não;Waldemar Oliveira;AVANTE;PE
2578879-27;160569;Não;Waldenor Pereira;PT;BA
2578879-27;74043;Sim;Wellington Roberto;PL;PB
2578879-27;224333;Não;Welter;PT;PR
2578879-27;74044;Não;Wilson Santiago;REPUBLICANOS;PB
2578879-27;230768;Não;Zé Adriano;PP;AC
2578879-27;220536;Sim;Zé Haroldo Cathedral;PSD;RR
2578879-27;204559;Não;Zé Neto;PT;BA
2578879-27;160632;Não;Zé Silva;SOLIDARIEDADE;MG
2578879-27;160592;Não;Zeca Dirceu;PT;PR
2578879-27;220592;Não;Zezinho Barbary;PP;AC
2578879-27;220552;Sim;Zucco;PL;RS
2578879-31;204379;Não;Acácio Favacho;MDB;AP
2578879-31;220714;Não;Adail Filho;REPUBLICANOS;AM
2578879-31;221328;Sim;Adilson Barroso;PL;SP
2578879-31;204528;Sim;Adriana Ventura;NOVO;SP
2578879-31;121948;Não;Adriano do Baldy;PP;GO
2578879-31;136811;Sim;Afonso Hamm;PP;RS
2578879-31;178835;Não;Afonso Motta;PDT;RS
2578879-31;204549;Não;AJ Albuquerque;PP;CE
2578879-31;73579;Sim;Alberto Fraga;PL;DF
2578879-31;220538;Não;Albuquerque;REPUBLICANOS;RR
2578879-31;160559;Sim;Alceu Moreira;MDB;RS
2578879-31;204501;Não;Alencar Santana;PT;SP
2578879-31;204571;Não;Alex Santana;REPUBLICANOS;BA
2578879-31;220542;Sim;Alexandre Guimarães;MDB;TO
2578879-31;220554;Não;Alexandre Lindenmeyer;PT;RS
2578879-31;221148;Não;Alfredinho;PT;SP
2578879-31;220576;Sim;Alfredo Gaspar;UNIÃO;AL
2578879-31;74057;Não;Alice Portugal;PCDOB;BA
2578879-31;226708;Sim;Allan Garcês;PP;MA
2578879-31;178937;Artigo 17;Altineu Côrtes;PL;RJ
2578879-31;178881;Não;Aluisio Mendes;REPUBLICANOS;MA
2578879-31;220707;Não;Amanda Gentil;PP;MA
2578879-31;204356;Sim;Amaro Neto;REPUBLICANOS;ES
2578879-31;107970;Sim;Ana Paula Leão;PP;MG
2578879-31;220556;Não;Ana Paula Lima;PT;SC
2578879-31;220632;Não;Ana Pimentel;PT;MG
2578879-31;220657;Sim;André Fernandes;PL;CE
2578879-31;204423;Sim;André Ferreira;PL;PE
2578879-31;204515;Não;André Janones;AVANTE;MG
2578879-31;220676;Não;Andreia Siqueira;MDB;PA
2578879-31;220544;Não;Antonio Andrade;REPUBLICANOS;TO
2578879-31;220638;Não;Antonio Carlos Rodrigues;PL;SP
2578879-31;220675;Não;Antônio Doido;MDB;PA
2578879-31;220549;Sim;Any Ortiz;CIDADANIA;RS
2578879-31;73433;Não;Arlindo Chinaglia;PT;SP
2578879-31;160600;Não;Arthur Oliveira Maia;UNIÃO;BA
2578879-31;160665;Não;Augusto Coutinho;REPUBLICANOS;PE
2578879-31;160512;Não;Aureo Ribeiro;SOLIDARIEDADE;RJ
2578879-31;69871;Não;Bacelar;PV;BA
2578879-31;220605;Não;Bandeira de Mello;PSB;RJ
2578879-31;220612;Não;Bebeto;PP;RJ
2578879-31;73701;Não;Benedita da Silva;PT;RJ
2578879-31;109429;Não;Benes Leocádio;UNIÃO;RN
2578879-31;204358;Sim;Beto Pereira;PSDB;MS
2578879-31;204374;Sim;Bia Kicis;PL;DF
2578879-31;204388;Sim;Bibo Nunes;PL;RS
2578879-31;160538;Não;Bohn Gass;PT;RS
2578879-31;220635;Não;Bruno Ganem;PODE;SP
2578879-31;220574;Sim;Cabo Gilberto Silva;PL;PB
2578879-31;143942;Não;Caio Vianna;PSD;RJ
2578879-31;220548;Não;Camila Jara;PT;MS
2578879-31;220690;Sim;Capitão Alden;PL;BA
2578879-31;178829;Sim;Capitão Augusto;PL;SP
2578879-31;213762;Sim;Carla Dickson;UNIÃO;RN
2578879-31;204361;Sim;Carlos Chiodini;MDB;SC
2578879-31;178962;Não;Carlos Gomes;REPUBLICANOS;RS
2578879-31;178993;Não;Carlos Henrique Gaguim;UNIÃO;TO
2578879-31;204460;Sim;Carlos Jordy;PL;RJ
2578879-31;74262;Não;Carlos Sampaio;PSD;SP
2578879-31;204426;Não;Carlos Veras;PT;PE
2578879-31;141398;Não;Carlos Zarattini;PT;SP
2578879-31;206018;Não;Célia Xakriabá;PSOL;MG
2578879-31;178876;Não;Célio Silveira;MDB;GO
2578879-31;73441;Não;Celso Russomanno;REPUBLICANOS;SP
2578879-31;204496;Não;Celso Sabino;UNIÃO;PA
2578879-31;205476;Sim;Charles Fernandes;PSD;BA
2578879-31;204462;Sim;Chris Tonietto;PL;RJ
2578879-31;220665;Sim;Clarissa Tércio;PP;PE
2578879-31;74537;Não;Claudio Cajado;PP;BA
2578879-31;141408;Não;Cleber Verde;MDB;MA
2578879-31;88256;Não;Clodoaldo Magalhães;PV;PE
2578879-31;98148;Sim;Cobalchini;MDB;SC
2578879-31;220594;Sim;Coronel Assis;UNIÃO;MT
2578879-31;204378;Sim;Coronel Chrisóstomo;PL;RO
2578879-31;220666;Sim;Coronel Meira;PL;PE
2578879-31;220590;Sim;Coronel Ulysses;UNIÃO;AC
2578879-31;178963;Sim;Covatti Filho;PP;RS
2578879-31;220608;Sim;Cristiane Lopes;UNIÃO;RO
2578879-31;234840;Não;Cristiano Furlan;REDE;AP
2578879-31;141411;Não;Dagoberto Nogueira;PSDB;MS
2578879-31;220555;Não;Daiana Santos;PCDOB;RS
2578879-31;220692;Não;Dal Barreto;UNIÃO;BA
2578879-31;74467;Não;Damião Feliciano;UNIÃO;PB
2578879-31;220629;Não;Dandara;PT;MG
2578879-31;220603;Não;Dani Cunha;UNIÃO;RJ
2578879-31;220571;Sim;Daniel Agrobom;PL;GO
2578879-31;74060;Não;Daniel Almeida;PCDOB;BA
2578879-31;220582;Não;Daniel Barbosa;PP;AL
2578879-31;204367;Sim;Daniel Freitas;PL;SC
2578879-31;204409;Sim;Daniel Trzeciak;PSDB;RS
2578879-31;220557;Sim;Daniela Reinehr;PL;SC
2578879-31;62881;Sim;Danilo Forte;UNIÃO;CE
2578879-31;160552;Não;Danrlei de Deus Hinterholz;PSD;RS
2578879-31;220539;Não;Defensor Stélio Dener;REPUBLICANOS;RR
2578879-31;220565;Não;Delegada Adriana Accorsi;PT;GO
2578879-31;220561;Não;Delegada Katarina;PSD;SE
2578879-31;220642;Não;Delegado Bruno Lima;PP;SP
2578879-31;220673;Sim;Delegado Caveira;PL;PA
2578879-31;220649;Sim;Delegado da Cunha;PP;SP
2578879-31;178908;Sim;Delegado Éder Mauro;PL;PA
2578879-31;220583;Sim;Delegado Fabio Costa;PP;AL
2578879-31;204512;Sim;Delegado Marcelo Freitas;UNIÃO;MG
2578879-31;220701;Não;Delegado Matheus Laiola;UNIÃO;PR
2578879-31;220652;Sim;Delegado Palumbo;MDB;SP
2578879-31;220654;Sim;Delegado Paulo Bilynskyj;PL;SP
2578879-31;220553;Não;Denise Pessôa;PT;RS
2578879-31;220691;Não;Diego Coronel;PSD;BA
2578879-31;178929;Não;Diego Garcia;REPUBLICANOS;PR
2578879-31;73768;Sim;Dilceu Sperafico;PP;PR
2578879-31;220671;Não;Dilvanda Faro;PT;PA
2578879-31;160599;Não;Dimas Fabiano;PP;MG
2578879-31;220602;Não;Dimas Gadelha;PT;RJ
2578879-31;160758;Sim;Domingos Sávio;PL;MG
2578879-31;220573;Não;Dorinaldo Malafaia;PDT;AP
2578879-31;227433;Sim;Douglas Viegas;UNIÃO;SP
2578879-31;227991;Sim;Dr Flávio;PL;RJ
2578879-31;220610;Sim;Dr. Fernando Máximo;UNIÃO;RO
2578879-31;220688;Não;Dr. Francisco;PT;PI
2578879-31;204518;Sim;Dr. Frederico;PRD;MG
2578879-31;204481;Sim;Dr. Jaziel;PL;CE
2578879-31;204351;Não;Dr. Luiz Ovando;PP;MS
2578879-31;220686;Sim;Duarte Jr.;PSB;MA
2578879-31;220623;Não;Duda Salabert;PDT;MG
2578879-31;141421;Não;Eduardo da Fonte;PP;PE
2578879-31;229585;Não;Elisangela Araujo;PT;BA
2578879-31;178854;Não;Elmar Nascimento;UNIÃO;BA
2578879-31;218086;Não;Ely Santos;REPUBLICANOS;SP
2578879-31;161550;Sim;Emidinho Madeira;PL;MG
2578879-31;230765;Não;Enfermeira Rejane;PCDOB;RJ
2578879-31;220663;Não;Eriberto Medeiros;PSB;PE
2578879-31;220645;Não;Erika Hilton;PSOL;SP
2578879-31;160575;Não;Erika Kokay;PT;DF
2578879-31;160640;Sim;Eros Biondini;PL;MG
2578879-31;204482;Não;Euclydes Pettersen;REPUBLICANOS;MG
2578879-31;178871;Sim;Evair Vieira de Melo;PP;ES
2578879-31;171623;Não;Fabio Reis;PSD;SE
2578879-31;204368;Sim;Fabio Schiochet;UNIÃO;SC
2578879-31;220653;Sim;Fábio Teruel;MDB;SP
2578879-31;74065;Não;Fatima Pelaes;REPUBLICANOS;AP
2578879-31;220712;Não;Fausto Jr.;UNIÃO;AM
2578879-31;66828;Não;Fausto Pinato;PP;SP
2578879-31;72442;Não;Felipe Carreras;PSB;PE
2578879-31;204398;Sim;Felipe Francischini;UNIÃO;PR
2578879-31;160666;Não;Félix Mendonça Júnior;PDT;BA
2578879-31;204407;Não;Fernanda Melchionna;PSOL;RS
2578879-31;141431;Não;Fernando Coelho Filho;UNIÃO;PE
2578879-31;204445;Não;Fernando Mineiro;PT;RN
2578879-31;92699;Não;Fernando Monteiro;PSD;PE
2578879-31;204427;Sim;Fernando Rodolfo;PL;PE
2578879-31;220545;Sim;Filipe Martins;PL;TO
2578879-31;160598;Não;Flávia Morais;PDT;GO
2578879-31;191923;Não;Flávio Nogueira;PT;PI
2578879-31;220700;Não;Florentino Neto;PT;PI
2578879-31;220534;Não;Fred Linhares;REPUBLICANOS;DF
2578879-31;224117;Não;Gabriel Mota;REPUBLICANOS;RR
2578879-31;220708;Não;Gabriel Nunes;PSD;BA
2578879-31;204473;Sim;General Girão;PL;RN
2578879-31;220611;Sim;General Pazuello;PL;RJ
2578879-31;220702;Não;Geraldo Mendes;UNIÃO;PR
2578879-31;74374;Não;Geraldo Resende;PSDB;MS
2578879-31;204394;Não;Gervásio Maia;PSB;PB
2578879-31;204491;Não;Gilberto Abramo;REPUBLICANOS;MG
2578879-31;220529;Não;Gilson Daniel;PODE;ES
2578879-31;204365;Sim;Gilson Marques;NOVO;SC
2578879-31;220526;Sim;Gilvan da Federal;PL;ES
2578879-31;160673;Sim;Giovani Cherini;PL;RS
2578879-31;226179;Sim;Gisela Simona;UNIÃO;MT
2578879-31;129618;Não;Gorete Pereira;MDB;CE
2578879-31;198197;Sim;Greyce Elias;AVANTE;MG
2578879-31;204531;Sim;Guilherme Derrite;PP;SP
2578879-31;220664;Não;Guilherme Uchoa;PSB;PE
2578879-31;220568;Sim;Gustavo Gayer;PL;GO
2578879-31;204408;Não;Gustinho Ribeiro;REPUBLICANOS;SE
2578879-31;204456;Sim;Gutemberg Reis;MDB;RJ
2578879-31;178964;Não;Heitor Schuch;PSB;RS
2578879-31;178873;Não;Helder Salomão;PT;ES
2578879-31;204444;Sim;Helio Lopes;PL;RJ
2578879-31;234788;Não;Heloísa Helena;REDE;RJ
2578879-31;178884;Não;Hildo Rocha;MDB;MA
2578879-31;141450;Sim;Hugo Leal;PSD;RJ
2578879-31;220563;Não;Icaro de Valmir;PL;SE
2578879-31;204508;Não;Igor Timo;PSD;MG
2578879-31;73531;Não;Ivan Valente;PSOL;SP
2578879-31;220696;Não;Ivoneide Caetano;PT;BA
2578879-31;220670;Não;Iza Arruda;MDB;PE
2578879-31;220527;Não;Jack Rocha;PT;ES
2578879-31;220697;Não;Jadyel Alencar;REPUBLICANOS;PI
2578879-31;74848;Não;Jandira Feghali;PCDOB;RJ
2578879-31;220567;Não;Jeferson Rodrigues;REPUBLICANOS;GO
2578879-31;74273;Sim;Jefferson Campos;PL;SP
2578879-31;141458;Não;João Carlos Bacelar;PL;BA
2578879-31;178970;Não;João Daniel;PT;SE
2578879-31;74550;Não;João Leão;PP;BA
2578879-31;141459;Não;João Maia;PP;RN
2578879-31;178910;Sim;Joaquim Passarinho;PL;PA
2578879-31;160548;Não;Jonas Donizette;PSB;SP
2578879-31;205550;Não;Jorge Braz;REPUBLICANOS;RJ
2578879-31;214694;Sim;Jorge Goetten;REPUBLICANOS;SC
2578879-31;178857;Não;Jorge Solla;PT;BA
2578879-31;141470;Não;José Guimarães;PT;CE
2578879-31;204391;Sim;José Nelto;UNIÃO;GO
2578879-31;74554;Sim;José Rocha;UNIÃO;BA
2578879-31;209189;Não;Joseildo Ramos;PT;BA
2578879-31;220578;Não;Josenildo;PDT;AP
2578879-31;204474;Não;Juarez Costa;MDB;MT
2578879-31;220559;Sim;Julia Zanatta;PL;SC
2578879-31;66385;Não;Julio Arcoverde;PP;PI
2578879-31;74317;Não;Júlio Cesar;PSD;PI
2578879-31;204372;Não;Julio Cesar Ribeiro;REPUBLICANOS;DF
2578879-31;74253;Não;Julio Lopes;PP;RJ
2578879-31;204520;Sim;Junio Amaral;PL;MG
2578879-31;204497;Não;Júnior Ferrari;PSD;PA
2578879-31;204574;Não;Junior Lourenço;PL;MA
2578879-31;162067;Não;Kiko Celeguim;PT;SP
2578879-31;204536;Sim;Kim Kataguiri;UNIÃO;SP
2578879-31;220566;Não;Lêda Borges;PSDB;GO
2578879-31;231911;Não;Lenir de Assis;PT;PR
2578879-31;80815;Não;Leo Prates;PDT;BA
2578879-31;74156;Não;Leonardo Monteiro;PT;MG
2578879-31;74299;Não;Leônidas Cristino;PDT;CE
2578879-31;139285;Não;Lídice da Mata;PSB;BA
2578879-31;74858;Não;Lindbergh Farias;PT;RJ
2578879-31;220662;Não;Lucas Ramos;PSB;PE
2578879-31;204404;Sim;Lucas Redecker;PSDB;RS
2578879-31;138286;Não;Luciano Alves;PSD;PR
2578879-31;220581;Não;Luciano Amaral;PSD;AL
2578879-31;74478;Não;Luciano Bivar;UNIÃO;PE
2578879-31;178931;Não;Luciano Ducci;PSB;PR
2578879-31;222429;Não;Luis Carlos Gomes;REPUBLICANOS;RJ
2578879-31;141485;Não;Luiz Carlos Busato;UNIÃO;RS
2578879-31;73778;Sim;Luiz Carlos Hauly;PODE;PR
2578879-31;204485;Sim;Luiz Carlos Motta;PL;SP
2578879-31;74041;Não;Luiz Couto;PT;PB
2578879-31;141487;Não;Luiz Fernando Faria;PSD;MG
2578879-31;220658;Não;Luiz Gastão;PSD;CE
2578879-31;204455;Sim;Luiz Lima;NOVO;RJ
2578879-31;162332;Sim;Luiz Nishimori;PSD;PR
2578879-31;204526;Sim;Luiz Philippe de Orleans e Bragança;PL;SP
2578879-31;74784;Não;Luiza Erundina;PSOL;SP
2578879-31;178866;Não;Luizianne Lins;PT;CE
2578879-31;166402;Sim;Magda Mofatto;PRD;GO
2578879-31;220648;Não;Marangoni;UNIÃO;SP
2578879-31;156190;Sim;Marcel van Hattem;NOVO;RS
2578879-31;179000;Sim;Marcelo Álvaro Antônio;PL;MG
2578879-31;133810;Sim;Marcelo Moraes;PL;RS
2578879-31;160161;Não;Marcelo Queiroz;PSDB;RJ
2578879-31;178983;Sim;Marcio Alvino;PL;SP
2578879-31;220687;Abstenção;Márcio Honaiser;PDT;MA
2578879-31;150418;Não;Márcio Marinho;REPUBLICANOS;BA
2578879-31;160535;Não;Marcon;PT;RS
2578879-31;204431;Não;Marcos Aurélio Sampaio;PSD;PI
2578879-31;204506;Não;Marcos Pereira;REPUBLICANOS;SP
2578879-31;220604;Não;Marcos Tavares;PDT;RJ
2578879-31;220668;Não;Maria Arraes;SOLIDARIEDADE;PE
2578879-31;74398;Não;Maria do Rosário;PT;RS
2578879-31;204540;Não;Maria Rosas;REPUBLICANOS;SP
2578879-31;220655;Sim;Mario Frias;PL;SP
2578879-31;178858;Não;Mário Negromonte Jr.;PP;BA
2578879-31;178843;Não;Marx Beltrão;PP;AL
2578879-31;220661;Sim;Matheus Noronha;PL;CE
2578879-31;220609;Sim;Maurício Carvalho;UNIÃO;RO
2578879-31;220628;Sim;Mauricio do Vôlei;PL;MG
2578879-31;220550;Sim;Mauricio Marcon;PL;RS
2578879-31;220647;Não;Mauricio Neves;PP;SP
2578879-31;204486;Não;Mauro Benevides Filho;PDT;CE
2578879-31;220607;Não;Max Lemos;PDT;RJ
2578879-31;220591;Não;Meire Serafim;UNIÃO;AC
2578879-31;188097;Não;Merlong Solano;PT;PI
2578879-31;220585;Não;Mersinho Lucena;PP;PB
2578879-31;220530;Sim;Messias Donato;REPUBLICANOS;ES
2578879-31;171786;Não;Miguel Ângelo;PT;MG
2578879-31;178985;Sim;Miguel Lombardi;PL;SP
2578879-31;178895;Sim;Misael Varella;PSD;MG
2578879-31;160561;Sim;Missionário José Olimpio;PL;SP
2578879-31;178997;Não;Moses Rodrigues;UNIÃO;CE
2578879-31;220617;Não;Murillo Gouvea;UNIÃO;RJ
2578879-31;220584;Não;Murilo Galdino;REPUBLICANOS;PB
2578879-31;204453;Não;Natália Bonavides;PT;RN
2578879-31;220703;Não;Neto Carletto;AVANTE;BA
2578879-31;178896;Sim;Newton Cardoso Jr;MDB;MG
2578879-31;204479;Sim;Nicoletti;UNIÃO;RR
2578879-31;209787;Sim;Nikolas Ferreira;PL;MG
2578879-31;178986;Não;Nilto Tatto;PT;SP
2578879-31;74159;Não;Odair Cunha;PT;MG
2578879-31;204498;Sim;Olival Marques;MDB;PA
2578879-31;73692;Sim;Osmar Terra;PL;RS
2578879-31;204422;Não;Ossesio Silva;REPUBLICANOS;PE
2578879-31;204441;Sim;Otoni de Paula;MDB;RJ
2578879-31;220706;Sim;Padovani;UNIÃO;PR
2578879-31;160556;Não;Padre João;PT;MG
2578879-31;180214;Sim;Pastor Diniz;UNIÃO;RR
2578879-31;160642;Sim;Pastor Eurico;PL;PE
2578879-31;204570;Sim;Pastor Gil;PL;MA
2578879-31;220615;Não;Pastor Henrique Vieira;PSOL;RJ
2578879-31;74160;Não;Patrus Ananias;PT;MG
2578879-31;74095;Não;Pauderney Avelino;UNIÃO;AM
2578879-31;171617;Não;Paulão;PT;AL
2578879-31;141518;Não;Paulinho da Força;SOLIDARIEDADE;SP
2578879-31;141516;Não;Paulo Abi-Ackel;PSDB;MG
2578879-31;220650;Sim;Paulo Alexandre Barbosa;PSDB;SP
2578879-31;160517;Não;Paulo Folletto;PSB;ES
2578879-31;160558;Sim;Paulo Freire Costa;PL;SP
2578879-31;74574;Não;Paulo Magalhães;PSD;BA
2578879-31;128760;Sim;Paulo Marinho Jr;PL;MA
2578879-31;74400;Não;Paulo Pimenta;PT;RS
2578879-31;220630;Sim;Pedro Aihara;PRD;MG
2578879-31;220667;Não;Pedro Campos;PSB;PE
2578879-31;160604;Não;Pedro Uczai;PT;SC
2578879-31;161440;Sim;Pezenti;MDB;SC
