uriproposicao;codtema;tema;relevancia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613130;64;Agricultura, Pecuária, Pesca e Extrativismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613130;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613133;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613133;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613134;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613181;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613246;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613246;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613249;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613249;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613255;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613255;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613261;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613261;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613261;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613261;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613266;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613266;51;Estrutura Fundiária;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613278;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613280;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613284;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613286;41;Cidades e Desenvolvimento Urbano;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613286;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613288;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613290;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613292;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613293;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613294;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613294;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613296;64;Agricultura, Pecuária, Pesca e Extrativismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613296;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613296;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613298;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613298;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613299;64;Agricultura, Pecuária, Pesca e Extrativismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613300;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613300;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613301;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613301;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613302;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613302;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613303;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613303;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613339;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613339;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613340;35;Arte, Cultura e Religião;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613340;72;Homenagens e Datas Comemorativas;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613340;66;Indústria, Comércio e Serviços;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613341;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613341;43;Direito Penal e Processual Penal;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613342;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613342;62;Ciência, Tecnologia e Inovação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613342;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613342;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613343;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613343;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613344;76;Direito e Justiça;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613344;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613344;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613344;58;Trabalho e Emprego;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613344;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613550;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613550;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613550;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613550;58;Trabalho e Emprego;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613351;62;Ciência, Tecnologia e Inovação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613351;72;Homenagens e Datas Comemorativas;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613351;53;Processo Legislativo e Atuação Parlamentar;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613360;41;Cidades e Desenvolvimento Urbano;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613360;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613380;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613380;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613380;53;Processo Legislativo e Atuação Parlamentar;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613365;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613365;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613378;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613378;41;Cidades e Desenvolvimento Urbano;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613378;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613384;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613384;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613384;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613386;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613387;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613387;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613388;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613394;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613395;41;Cidades e Desenvolvimento Urbano;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613395;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613396;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613396;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613397;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613397;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613397;74;Política, Partidos e Eleições;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613424;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613430;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613431;64;Agricultura, Pecuária, Pesca e Extrativismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613431;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613431;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613436;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613436;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613436;58;Trabalho e Emprego;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613439;67;Direito e Defesa do Consumidor;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613439;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613442;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613442;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613442;58;Trabalho e Emprego;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613452;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613452;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613457;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613457;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613459;35;Arte, Cultura e Religião;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613459;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613464;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613464;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613467;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613467;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613477;67;Direito e Defesa do Consumidor;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613477;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613488;35;Arte, Cultura e Religião;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613488;72;Homenagens e Datas Comemorativas;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613488;60;Turismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613489;35;Arte, Cultura e Religião;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613489;42;Direito Civil e Processual Civil;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613489;58;Trabalho e Emprego;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613490;67;Direito e Defesa do Consumidor;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613490;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613490;66;Indústria, Comércio e Serviços;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613490;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613496;67;Direito e Defesa do Consumidor;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613496;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613496;66;Indústria, Comércio e Serviços;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613498;64;Agricultura, Pecuária, Pesca e Extrativismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613498;72;Homenagens e Datas Comemorativas;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613498;58;Trabalho e Emprego;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613499;72;Homenagens e Datas Comemorativas;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613499;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613499;58;Trabalho e Emprego;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613507;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613507;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613508;43;Direito Penal e Processual Penal;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613508;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613509;43;Direito Penal e Processual Penal;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613510;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613510;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613511;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613511;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613514;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613514;43;Direito Penal e Processual Penal;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613514;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613517;62;Ciência, Tecnologia e Inovação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613517;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613518;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613519;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613519;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613520;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613520;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613521;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613544;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613544;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613544;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614364;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614364;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614364;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613564;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613564;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613564;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613565;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613565;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613565;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613731;42;Direito Civil e Processual Civil;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613731;43;Direito Penal e Processual Penal;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613731;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613575;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613575;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613577;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613577;41;Cidades e Desenvolvimento Urbano;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613577;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613577;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613578;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613578;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613578;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613578;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613580;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613580;62;Ciência, Tecnologia e Inovação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613580;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613580;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613581;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613581;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613581;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613594;35;Arte, Cultura e Religião;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613594;72;Homenagens e Datas Comemorativas;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613586;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613586;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613586;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613736;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613736;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613603;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613603;35;Arte, Cultura e Religião;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613603;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613618;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613618;64;Agricultura, Pecuária, Pesca e Extrativismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613618;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613618;55;Relações Internacionais e Comércio Exterior;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613623;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613623;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613623;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613624;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613624;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613624;66;Indústria, Comércio e Serviços;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613628;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613628;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613628;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613628;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613630;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613630;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613630;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613630;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613632;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613632;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613632;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613632;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613634;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613634;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613634;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613634;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613635;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613635;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613635;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613635;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613637;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613637;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613637;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613637;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613639;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613639;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613639;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613639;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613645;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613645;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613645;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613641;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613641;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613641;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613641;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613642;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613642;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613642;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613642;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613643;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613643;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613643;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613643;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613647;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613647;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613647;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613647;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613648;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613648;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613649;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613649;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613649;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613649;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613651;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613651;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613651;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613651;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613652;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613652;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613652;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613652;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613654;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613654;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613654;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613654;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613659;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613659;43;Direito Penal e Processual Penal;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613659;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613656;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613656;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613656;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613657;67;Direito e Defesa do Consumidor;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613657;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613657;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613669;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613669;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613669;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613669;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613671;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613671;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613671;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613671;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613672;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613672;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613672;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613672;52;Previdência e Assistência Social;0
