idproposicao;uriproposicao;idautor;nomeautor;tipoautor;ordemassinatura;pesoautoria
2619206;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619206;74374;Geraldo Resende;Deputado(a);1;1
2619205;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619205;204472;José Medeiros;Deputado(a);1;1
2619204;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619204;160575;Erika Kokay;Deputado(a);1;1
2619203;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619203;220568;Gustavo Gayer;Deputado(a);2;1
2619203;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619203;156190;Marcel van Hattem;Deputado(a);1;1
2619202;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619202;160604;Pedro Uczai;Deputado(a);1;1
2619201;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619201;160604;Pedro Uczai;Deputado(a);1;1
2619196;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619196;156190;Marcel van Hattem;Deputado(a);1;1
2619195;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619195;156190;Marcel van Hattem;Deputado(a);1;1
2619194;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619194;220623;Duda Salabert;Deputado(a);1;1
2619192;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619192;156190;Marcel van Hattem;Deputado(a);1;1
2619191;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619191;156190;Marcel van Hattem;Deputado(a);1;1
2619190;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619190;220623;Duda Salabert;Deputado(a);1;1
2619189;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619189;122974;Pedro Lucas Fernandes;Deputado(a);1;1
2619187;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619187;220534;Fred Linhares;Deputado(a);1;1
2619186;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619186;220693;Roberta Roma;Deputado(a);1;1
2619185;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619185;160665;Augusto Coutinho;Deputado(a);1;1
2619184;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619184;220616;Luciano Vieira;Deputado(a);1;1
2619183;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619183;204455;Luiz Lima;Deputado(a);1;1
2619182;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619182;220616;Luciano Vieira;Deputado(a);1;1
2619181;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619181;220616;Luciano Vieira;Deputado(a);1;1
2619180;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619180;204459;Daniela do Waguinho;Deputado(a);1;1
2619179;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619179;220616;Luciano Vieira;Deputado(a);1;1
2619178;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619178;160553;Antonio Brito;Deputado(a);1;1
2619177;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619177;234788;Heloísa Helena;Deputado(a);1;1
2619176;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619176;220548;Camila Jara;Deputado(a);1;1
2619175;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619175;204372;Julio Cesar Ribeiro;Deputado(a);1;1
2619174;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619174;220618;Sargento Portugal;Deputado(a);1;1
2619173;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619173;204372;Julio Cesar Ribeiro;Deputado(a);1;1
2619172;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619172;220533;Prof. Reginaldo Veras;Deputado(a);1;1
2619171;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619171;220618;Sargento Portugal;Deputado(a);1;1
2619170;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619170;220612;Bebeto;Deputado(a);1;1
2619169;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619169;204372;Julio Cesar Ribeiro;Deputado(a);1;1
2619168;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619168;204364;Eli Borges;Deputado(a);1;1
2619167;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619167;220618;Sargento Portugal;Deputado(a);1;1
2619166;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619166;220612;Bebeto;Deputado(a);1;1
2619165;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619165;204372;Julio Cesar Ribeiro;Deputado(a);1;1
2619164;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619164;204372;Julio Cesar Ribeiro;Deputado(a);1;1
2619163;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619163;220612;Bebeto;Deputado(a);1;1
2619162;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619162;204372;Julio Cesar Ribeiro;Deputado(a);1;1
2619161;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619161;220612;Bebeto;Deputado(a);1;1
2619160;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619160;204372;Julio Cesar Ribeiro;Deputado(a);1;1
2619159;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619159;220645;Erika Hilton;Deputado(a);1;1
2619158;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619158;220615;Pastor Henrique Vieira;Deputado(a);1;1
2619157;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619157;220572;Marussa Boldrin;Deputado(a);1;1
2619156;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619156;74158;Mário Heringer;Deputado(a);1;1
2619155;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619155;133439;André Figueiredo;Deputado(a);1;1
2619154;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619154;74856;Laura Carneiro;Deputado(a);2;1
2619154;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619154;107283;Gleisi Hoffmann;Deputado(a);1;1
2619153;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619153;204492;Paulo Guedes;Deputado(a);1;1
2619152;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619152;220615;Pastor Henrique Vieira;Deputado(a);1;1
2619151;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619151;204372;Julio Cesar Ribeiro;Deputado(a);1;1
2619150;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619150;133439;André Figueiredo;Deputado(a);1;1
2619149;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619149;220645;Erika Hilton;Deputado(a);1;1
2619148;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619148;220612;Bebeto;Deputado(a);1;1
2619147;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619147;160548;Jonas Donizette;Deputado(a);1;1
2619146;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619146;160548;Jonas Donizette;Deputado(a);1;1
2619145;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619145;160548;Jonas Donizette;Deputado(a);1;1
2619144;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619144;160548;Jonas Donizette;Deputado(a);1;1
2619143;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619143;160548;Jonas Donizette;Deputado(a);1;1
2619142;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619142;160548;Jonas Donizette;Deputado(a);1;1
2619141;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619141;160548;Jonas Donizette;Deputado(a);1;1
2619140;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619140;73433;Arlindo Chinaglia;Deputado(a);1;1
2619139;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619139;220687;Márcio Honaiser;Deputado(a);1;1
2619138;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619138;220559;Julia Zanatta;Deputado(a);1;1
2619137;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619137;220559;Julia Zanatta;Deputado(a);1;1
2619136;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619136;74156;Leonardo Monteiro;Deputado(a);1;1
2619135;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619135;74156;Leonardo Monteiro;Deputado(a);1;1
2619134;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619134;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2619133;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619133;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2619132;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619132;141555;Vinicius Carvalho;Deputado(a);1;1
2619131;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619131;220648;Marangoni;Deputado(a);1;1
2619130;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619130;104552;Socorro Neri;Deputado(a);1;1
2619129;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619129;74084;Raimundo Santos;Deputado(a);2;0
2619129;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619129;204560;Adolfo Viana;Deputado(a);4;0
2619129;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619129;204536;Kim Kataguiri;Deputado(a);1;1
2619129;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619129;204472;José Medeiros;Deputado(a);3;0
2619128;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619128;220648;Marangoni;Deputado(a);1;1
2619127;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619127;178887;Rubens Pereira Júnior;Deputado(a);1;1
2619126;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619126;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2619125;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619125;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2619124;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619124;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2619123;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619123;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2619122;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619122;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2619121;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619121;74374;Geraldo Resende;Deputado(a);1;1
2619120;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619120;210989;Bruno Farias;Deputado(a);1;1
2619119;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619119;220618;Sargento Portugal;Deputado(a);1;1
2619118;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619118;220618;Sargento Portugal;Deputado(a);1;1
2619117;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619117;74374;Geraldo Resende;Deputado(a);1;1
2619116;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619116;162067;Kiko Celeguim;Deputado(a);1;1
2619115;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619115;162067;Kiko Celeguim;Deputado(a);1;1
2619114;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619114;162067;Kiko Celeguim;Deputado(a);1;1
2619113;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619113;160575;Erika Kokay;Deputado(a);1;1
2619112;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619112;162067;Kiko Celeguim;Deputado(a);1;1
2619111;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619111;220618;Sargento Portugal;Deputado(a);1;1
2619110;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619110;204367;Daniel Freitas;Deputado(a);1;1
2619109;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619109;141488;Paulo Teixeira;Deputado(a);1;1
2619108;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619108;220618;Sargento Portugal;Deputado(a);1;1
2619107;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619107;160641;Professora Marcivania;Deputado(a);1;1
2619106;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619106;162067;Kiko Celeguim;Deputado(a);1;1
2619105;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619105;220618;Sargento Portugal;Deputado(a);1;1
2619104;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619104;220618;Sargento Portugal;Deputado(a);1;1
2619103;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619103;178887;Rubens Pereira Júnior;Deputado(a);1;1
2619102;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619102;220618;Sargento Portugal;Deputado(a);1;1
2619101;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619101;220540;Duda Ramos;Deputado(a);1;1
2619100;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619100;220540;Duda Ramos;Deputado(a);1;1
2619099;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619099;220618;Sargento Portugal;Deputado(a);1;1
2619098;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619098;220547;Marcos Pollon;Deputado(a);1;1
2619097;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619097;74428;Mendonça Filho;Deputado(a);1;1
2619096;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619096;220715;Amom Mandel;Deputado(a);1;1
2619095;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619095;150418;Márcio Marinho;Deputado(a);1;1
2619094;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619094;220618;Sargento Portugal;Deputado(a);1;1
2619093;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619093;220618;Sargento Portugal;Deputado(a);1;1
2619092;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619092;204540;Maria Rosas;Deputado(a);1;1
2619091;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619091;204535;Sâmia Bomfim;Deputado(a);1;1
2619090;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619090;74856;Laura Carneiro;Deputado(a);3;0
2619090;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619090;220695;Rogéria Santos;Deputado(a);4;0
2619090;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619090;74084;Raimundo Santos;Deputado(a);5;0
2619090;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619090;160512;Aureo Ribeiro;Deputado(a);1;1
2619090;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619090;204560;Adolfo Viana;Deputado(a);6;0
2619090;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619090;204459;Daniela do Waguinho;Deputado(a);2;0
2619089;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619089;204540;Maria Rosas;Deputado(a);1;1
2619088;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619088;204358;Beto Pereira;Deputado(a);1;1
2619087;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619087;74856;Laura Carneiro;Deputado(a);4;0
2619087;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619087;220598;Tarcísio Motta;Deputado(a);9;1
2619087;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619087;220527;Jack Rocha;Deputado(a);1;1
2619087;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619087;220695;Rogéria Santos;Deputado(a);6;0
2619087;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619087;220561;Delegada Katarina;Deputado(a);7;1
2619087;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619087;220668;Maria Arraes;Deputado(a);10;1
2619087;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619087;74848;Jandira Feghali;Deputado(a);8;1
2619087;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619087;139285;Lídice da Mata;Deputado(a);3;1
2619087;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619087;160548;Jonas Donizette;Deputado(a);2;1
2619087;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619087;178857;Jorge Solla;Deputado(a);11;1
2619087;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619087;204560;Adolfo Viana;Deputado(a);12;0
2619087;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619087;204459;Daniela do Waguinho;Deputado(a);5;1
2619086;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619086;220530;Messias Donato;Deputado(a);1;1
2619085;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619085;220548;Camila Jara;Deputado(a);1;1
2619084;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619084;204540;Maria Rosas;Deputado(a);1;1
2619083;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619083;204540;Maria Rosas;Deputado(a);1;1
2619082;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619082;204540;Maria Rosas;Deputado(a);1;1
2619081;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619081;220548;Camila Jara;Deputado(a);1;1
2619080;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619080;204540;Maria Rosas;Deputado(a);1;1
2619079;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619079;220698;Beto Preto;Deputado(a);1;1
2619078;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619078;204540;Maria Rosas;Deputado(a);1;1
2619077;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619077;220591;Meire Serafim;Deputado(a);1;1
2619076;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619076;220618;Sargento Portugal;Deputado(a);1;1
2619075;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619075;204540;Maria Rosas;Deputado(a);1;1
2619074;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619074;220648;Marangoni;Deputado(a);2;0
2619074;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619074;220649;Delegado da Cunha;Deputado(a);4;0
2619074;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619074;74041;Luiz Couto;Deputado(a);3;0
2619074;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619074;141555;Vinicius Carvalho;Deputado(a);5;1
2619074;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619074;178887;Rubens Pereira Júnior;Deputado(a);1;1
2619073;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619073;220591;Meire Serafim;Deputado(a);1;1
2619072;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619072;220548;Camila Jara;Deputado(a);1;1
2619071;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619071;220548;Camila Jara;Deputado(a);1;1
2619070;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619070;204540;Maria Rosas;Deputado(a);1;1
2619069;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619069;220582;Daniel Barbosa;Deputado(a);1;1
2619068;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619068;220548;Camila Jara;Deputado(a);1;1
2619067;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619067;220548;Camila Jara;Deputado(a);1;1
2619066;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619066;204540;Maria Rosas;Deputado(a);1;1
2619065;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619065;204540;Maria Rosas;Deputado(a);1;1
2619064;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619064;220548;Camila Jara;Deputado(a);1;1
2619063;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619063;160604;Pedro Uczai;Deputado(a);1;1
2619062;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619062;220669;Lula da Fonte;Deputado(a);2;1
2619062;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619062;141421;Eduardo da Fonte;Deputado(a);1;1
2619061;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619061;160635;Ruy Carneiro;Deputado(a);1;1
2619060;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619060;;Senado Federal;Órgão do Poder Legislativo;1;1
2619059;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619059;220618;Sargento Portugal;Deputado(a);1;1
2619058;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619058;178876;Célio Silveira;Deputado(a);1;1
2619057;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619057;220540;Duda Ramos;Deputado(a);1;1
2619056;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619056;220618;Sargento Portugal;Deputado(a);1;1
2619055;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619055;220669;Lula da Fonte;Deputado(a);2;1
2619055;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619055;141421;Eduardo da Fonte;Deputado(a);1;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;74856;Laura Carneiro;Deputado(a);2;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;220565;Delegada Adriana Accorsi;Deputado(a);18;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;220556;Ana Paula Lima;Deputado(a);26;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;220623;Duda Salabert;Deputado(a);11;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;220527;Jack Rocha;Deputado(a);13;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;220637;Marina Silva;Deputado(a);1;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;220553;Denise Pessôa;Deputado(a);19;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;220643;Sônia Guajajara;Deputado(a);30;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;220645;Erika Hilton;Deputado(a);3;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;104552;Socorro Neri;Deputado(a);5;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;220615;Pastor Henrique Vieira;Deputado(a);14;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;220629;Dandara;Deputado(a);20;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;206018;Célia Xakriabá;Deputado(a);28;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;220668;Maria Arraes;Deputado(a);24;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;220670;Iza Arruda;Deputado(a);9;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;220548;Camila Jara;Deputado(a);32;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;73701;Benedita da Silva;Deputado(a);23;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;74848;Jandira Feghali;Deputado(a);15;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;139285;Lídice da Mata;Deputado(a);29;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;74784;Luiza Erundina;Deputado(a);17;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;74398;Maria do Rosário;Deputado(a);6;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;160604;Pedro Uczai;Deputado(a);21;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;178866;Luizianne Lins;Deputado(a);25;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;178989;Renata Abreu;Deputado(a);16;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;157130;Túlio Gadêlha;Deputado(a);7;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;107283;Gleisi Hoffmann;Deputado(a);10;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;204407;Fernanda Melchionna;Deputado(a);4;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;204464;Talíria Petrone;Deputado(a);12;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;204534;Tabata Amaral;Deputado(a);31;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;204535;Sâmia Bomfim;Deputado(a);8;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;178987;Orlando Silva;Deputado(a);22;1
2619054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619054;160641;Professora Marcivania;Deputado(a);27;1
2619053;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619053;178887;Rubens Pereira Júnior;Deputado(a);1;1
2619052;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619052;;Plenário;COMISSÃO DIRETORA;1;1
2619049;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619049;;Departamento de Taquigrafia;Órgão da Câmara dos Deputados;1;1
2619048;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619048;;Plenário;COMISSÃO DIRETORA;1;1
2619047;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619047;220691;Diego Coronel;Deputado(a);1;1
2619046;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619046;;Departamento de Taquigrafia;Órgão da Câmara dos Deputados;1;1
2619045;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619045;;Comissão de Direitos Humanos, Minorias e Igualdade Racial;COMISSÃO PERMANENTE;1;1
2619044;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619044;220701;Delegado Matheus Laiola;Deputado(a);1;1
2619043;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619043;220597;Thiago Flores;Deputado(a);1;1
2619042;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619042;;Comissão de Direitos Humanos, Minorias e Igualdade Racial;COMISSÃO PERMANENTE;1;1
2619041;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619041;;Comissão de Direitos Humanos, Minorias e Igualdade Racial;COMISSÃO PERMANENTE;1;1
2619040;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619040;204390;Professor Alcides;Deputado(a);1;1
2619039;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619039;220618;Sargento Portugal;Deputado(a);1;1
2619038;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619038;;Comissão de Direitos Humanos, Minorias e Igualdade Racial;COMISSÃO PERMANENTE;1;1
2619037;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619037;;Comissão de Direitos Humanos, Minorias e Igualdade Racial;COMISSÃO PERMANENTE;1;1
2619036;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619036;220641;Rodrigo Gambale;Deputado(a);1;1
2619035;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619035;204450;Doutor Luizinho;Deputado(a);1;1
2619034;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619034;122974;Pedro Lucas Fernandes;Deputado(a);1;1
2619033;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619033;220598;Tarcísio Motta;Deputado(a);1;1
2619032;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619032;160518;Weliton Prado;Deputado(a);1;1
2619031;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619031;;Comissão de Direitos Humanos, Minorias e Igualdade Racial;COMISSÃO PERMANENTE;1;1
2619030;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619030;;Comissão de Direitos Humanos, Minorias e Igualdade Racial;COMISSÃO PERMANENTE;1;1
2619029;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2619029;220591;Meire Serafim;Deputado(a);1;1
