idproposicao;uriproposicao;idautor;nomeautor;tipoautor;ordemassinatura;pesoautoria
2625871;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625871;220550;Mauricio Marcon;Deputado(a);1;1
2625870;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625870;204394;Gervásio Maia;Deputado(a);1;1
2625869;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625869;204394;Gervásio Maia;Deputado(a);1;1
2625868;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625868;220568;Gustavo Gayer;Deputado(a);1;1
2625867;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625867;204394;Gervásio Maia;Deputado(a);1;1
2625866;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625866;204394;Gervásio Maia;Deputado(a);1;1
2625865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625865;204394;Gervásio Maia;Deputado(a);1;1
2625864;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625864;220568;Gustavo Gayer;Deputado(a);1;1
2625863;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625863;204394;Gervásio Maia;Deputado(a);1;1
2625862;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625862;204394;Gervásio Maia;Deputado(a);1;1
2625861;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625861;204394;Gervásio Maia;Deputado(a);1;1
2625860;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625860;204394;Gervásio Maia;Deputado(a);1;1
2625859;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625859;204394;Gervásio Maia;Deputado(a);1;1
2625858;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625858;204540;Maria Rosas;Deputado(a);1;1
2625857;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625857;220618;Sargento Portugal;Deputado(a);1;1
2625856;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625856;220618;Sargento Portugal;Deputado(a);1;1
2625855;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625855;204365;Gilson Marques;Deputado(a);1;1
2625853;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625853;220588;Roberto Duarte;Deputado(a);1;1
2625853;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625853;160518;Weliton Prado;Deputado(a);2;1
2625853;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625853;204436;Isnaldo Bulhões Jr.;Deputado(a);3;0
2625852;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625852;220618;Sargento Portugal;Deputado(a);1;1
2625851;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625851;220618;Sargento Portugal;Deputado(a);1;1
2625850;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625850;204365;Gilson Marques;Deputado(a);1;1
2625849;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625849;72442;Felipe Carreras;Deputado(a);1;1
2625848;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625848;74856;Laura Carneiro;Deputado(a);1;1
2625847;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625847;220618;Sargento Portugal;Deputado(a);1;1
2625846;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625846;204553;Pastor Sargento Isidório;Deputado(a);1;1
2625845;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625845;220618;Sargento Portugal;Deputado(a);1;1
2625844;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625844;88256;Clodoaldo Magalhães;Deputado(a);1;1
2625842;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625842;220618;Sargento Portugal;Deputado(a);1;1
2625839;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625839;204353;Aline Gurgel;Deputado(a);1;1
2625838;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625838;88256;Clodoaldo Magalhães;Deputado(a);1;1
2625837;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625837;220618;Sargento Portugal;Deputado(a);1;1
2625836;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625836;220618;Sargento Portugal;Deputado(a);1;1
2625835;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625835;204367;Daniel Freitas;Deputado(a);1;1
2625834;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625834;178829;Capitão Augusto;Deputado(a);1;1
2625833;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625833;204367;Daniel Freitas;Deputado(a);1;1
2625832;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625832;69871;Bacelar;Deputado(a);1;1
2625831;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625831;204395;Pedro Lupion;Deputado(a);1;1
2625830;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625830;204395;Pedro Lupion;Deputado(a);1;1
2625829;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625829;204395;Pedro Lupion;Deputado(a);1;1
2625828;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625828;69871;Bacelar;Deputado(a);1;1
2625827;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625827;204488;Célio Studart;Deputado(a);1;1
2625826;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625826;178970;João Daniel;Deputado(a);1;1
2625825;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625825;178970;João Daniel;Deputado(a);1;1
2625824;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625824;204526;Luiz Philippe de Orleans e Bragança;Deputado(a);1;1
2625823;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625823;204367;Daniel Freitas;Deputado(a);1;1
2625822;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625822;178970;João Daniel;Deputado(a);1;1
2625821;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625821;204365;Gilson Marques;Deputado(a);1;1
2625820;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625820;141487;Luiz Fernando Faria;Deputado(a);1;1
2625819;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625819;204365;Gilson Marques;Deputado(a);1;1
2625818;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625818;204367;Daniel Freitas;Deputado(a);1;1
2625817;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625817;204450;Doutor Luizinho;Deputado(a);1;1
2625816;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625816;;Comissão de Defesa dos Direitos da Mulher;COMISSÃO PERMANENTE;1;1
2625815;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625815;;Comissão de Defesa dos Direitos da Mulher;COMISSÃO PERMANENTE;1;1
2625814;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625814;;Comissão de Defesa dos Direitos da Mulher;COMISSÃO PERMANENTE;1;1
2625813;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625813;;Comissão de Defesa dos Direitos da Mulher;COMISSÃO PERMANENTE;1;1
2625812;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625812;220618;Sargento Portugal;Deputado(a);1;1
2625811;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625811;220676;Andreia Siqueira;Deputado(a);1;1
2625810;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625810;220618;Sargento Portugal;Deputado(a);1;1
2625809;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625809;;Comissão de Defesa dos Direitos da Mulher;COMISSÃO PERMANENTE;1;1
2625808;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625808;220666;Coronel Meira;Deputado(a);1;1
2625807;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625807;220666;Coronel Meira;Deputado(a);1;1
2625806;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625806;227991;Dr Flávio;Deputado(a);1;1
2625805;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625805;220618;Sargento Portugal;Deputado(a);1;1
2625804;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625804;227991;Dr Flávio;Deputado(a);1;1
2625803;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625803;204408;Gustinho Ribeiro;Deputado(a);1;1
2625802;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625802;204408;Gustinho Ribeiro;Deputado(a);1;1
2625801;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625801;220618;Sargento Portugal;Deputado(a);1;1
2625800;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625800;122974;Pedro Lucas Fernandes;Deputado(a);1;1
2625799;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625799;;Poder Executivo;Órgão do Poder Executivo;1;1
2625798;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625798;204360;Silvia Cristina;Deputado(a);1;1
2625797;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625797;204360;Silvia Cristina;Deputado(a);1;1
2625792;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625792;72442;Felipe Carreras;Deputado(a);1;1
2625791;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625791;178947;Sóstenes Cavalcante;Deputado(a);1;1
2625790;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625790;178947;Sóstenes Cavalcante;Deputado(a);1;1
2625789;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625789;160600;Arthur Oliveira Maia;Deputado(a);1;1
2625788;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625788;220656;Fernanda Pessoa;Deputado(a);1;1
2625787;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625787;204549;AJ Albuquerque;Deputado(a);1;1
2625786;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625786;220656;Fernanda Pessoa;Deputado(a);1;1
2625785;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625785;178873;Helder Salomão;Deputado(a);1;1
2625784;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625784;160604;Pedro Uczai;Deputado(a);1;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;220621;Sargento Gonçalves;Deputado(a);2;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;220657;André Fernandes;Deputado(a);5;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;220690;Capitão Alden;Deputado(a);1;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;220625;Delegada Ione;Deputado(a);11;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;220611;General Pazuello;Deputado(a);13;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;220576;Alfredo Gaspar;Deputado(a);9;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;220547;Marcos Pollon;Deputado(a);12;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;220613;Roberto Monteiro Pai;Deputado(a);7;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;220618;Sargento Portugal;Deputado(a);16;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;220654;Delegado Paulo Bilynskyj;Deputado(a);8;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;220530;Messias Donato;Deputado(a);4;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;73579;Alberto Fraga;Deputado(a);14;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;178871;Evair Vieira de Melo;Deputado(a);3;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;204387;Sargento Fahur;Deputado(a);10;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;204473;General Girão;Deputado(a);6;1
2625783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625783;230767;Rodrigo da Zaeli;Deputado(a);15;1
2625782;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625782;204464;Talíria Petrone;Deputado(a);1;1
2625781;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625781;204464;Talíria Petrone;Deputado(a);1;1
2625780;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625780;204528;Adriana Ventura;Deputado(a);1;1
2625779;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625779;204528;Adriana Ventura;Deputado(a);1;1
2625778;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625778;214694;Jorge Goetten;Deputado(a);1;1
2625777;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625777;;Plenário;COMISSÃO DIRETORA;1;1
2625776;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625776;178947;Sóstenes Cavalcante;Deputado(a);1;1
2625775;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625775;;Departamento de Taquigrafia;Órgão da Câmara dos Deputados;1;1
2625774;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625774;220598;Tarcísio Motta;Deputado(a);1;1
2625773;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625773;220598;Tarcísio Motta;Deputado(a);1;1
2625772;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625772;204360;Silvia Cristina;Deputado(a);1;1
2625771;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625771;160601;Pr. Marco Feliciano;Deputado(a);1;1
2625770;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625770;74160;Patrus Ananias;Deputado(a);1;1
2625769;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625769;74160;Patrus Ananias;Deputado(a);1;1
2625768;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625768;74160;Patrus Ananias;Deputado(a);1;1
2625767;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625767;74400;Paulo Pimenta;Deputado(a);1;1
2625766;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625766;74160;Patrus Ananias;Deputado(a);1;1
2625765;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625765;74160;Patrus Ananias;Deputado(a);1;1
2625764;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625764;220607;Max Lemos;Deputado(a);1;1
2625763;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625763;160600;Arthur Oliveira Maia;Deputado(a);1;1
2625762;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625762;220607;Max Lemos;Deputado(a);1;1
2625761;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625761;220543;Ricardo Ayres;Deputado(a);1;1
2625760;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625760;74160;Patrus Ananias;Deputado(a);1;1
2625759;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625759;74160;Patrus Ananias;Deputado(a);1;1
2625758;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625758;74044;Wilson Santiago;Deputado(a);1;1
2625757;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625757;204464;Talíria Petrone;Deputado(a);2;1
2625757;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625757;204535;Sâmia Bomfim;Deputado(a);1;1
2625756;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625756;74374;Geraldo Resende;Deputado(a);1;1
2625755;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625755;74374;Geraldo Resende;Deputado(a);1;1
2625754;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625754;209787;Nikolas Ferreira;Deputado(a);1;1
2625753;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625753;204464;Talíria Petrone;Deputado(a);2;1
2625753;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625753;204535;Sâmia Bomfim;Deputado(a);1;1
2625752;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625752;220641;Rodrigo Gambale;Deputado(a);1;1
2625751;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625751;204511;David Soares;Deputado(a);1;1
2625750;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625750;204445;Fernando Mineiro;Deputado(a);1;1
2625749;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625749;204572;Capitão Alberto Neto;Deputado(a);1;1
2625748;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625748;204511;David Soares;Deputado(a);1;1
2625747;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625747;220618;Sargento Portugal;Deputado(a);1;1
2625746;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625746;204445;Fernando Mineiro;Deputado(a);1;1
2625745;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625745;220695;Rogéria Santos;Deputado(a);1;1
2625744;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625744;204491;Gilberto Abramo;Deputado(a);1;1
2625743;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625743;220598;Tarcísio Motta;Deputado(a);1;1
2625742;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625742;220598;Tarcísio Motta;Deputado(a);1;1
2625741;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625741;220598;Tarcísio Motta;Deputado(a);1;1
2625740;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625740;220598;Tarcísio Motta;Deputado(a);1;1
2625739;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625739;220693;Roberta Roma;Deputado(a);1;1
2625738;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625738;220612;Bebeto;Deputado(a);1;1
2625737;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625737;220598;Tarcísio Motta;Deputado(a);1;1
2625736;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625736;220612;Bebeto;Deputado(a);1;1
2625735;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625735;220598;Tarcísio Motta;Deputado(a);1;1
2625734;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625734;220618;Sargento Portugal;Deputado(a);1;1
2625733;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625733;91228;Waldemar Oliveira;Deputado(a);1;1
2625732;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625732;;Comissão de Integração Nacional e Desenvolvimento Regional;COMISSÃO PERMANENTE;1;1
2625731;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625731;;Comissão de Integração Nacional e Desenvolvimento Regional;COMISSÃO PERMANENTE;1;1
2625730;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625730;220618;Sargento Portugal;Deputado(a);1;1
2625729;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625729;204511;David Soares;Deputado(a);1;1
2625728;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625728;220618;Sargento Portugal;Deputado(a);1;1
2625727;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625727;160548;Jonas Donizette;Deputado(a);1;1
2625726;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625726;160548;Jonas Donizette;Deputado(a);1;1
2625725;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625725;204511;David Soares;Deputado(a);1;1
2625723;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625723;220667;Pedro Campos;Deputado(a);1;1
2625722;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625722;220667;Pedro Campos;Deputado(a);1;1
2625721;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625721;204360;Silvia Cristina;Deputado(a);1;1
2625720;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625720;220667;Pedro Campos;Deputado(a);1;1
2625719;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625719;220667;Pedro Campos;Deputado(a);1;1
2625718;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625718;204572;Capitão Alberto Neto;Deputado(a);1;1
2625717;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625717;204572;Capitão Alberto Neto;Deputado(a);1;1
2625716;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625716;122974;Pedro Lucas Fernandes;Deputado(a);1;1
2625715;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625715;73486;Pompeo de Mattos;Deputado(a);1;1
2625714;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625714;204572;Capitão Alberto Neto;Deputado(a);1;1
2625713;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625713;220615;Pastor Henrique Vieira;Deputado(a);1;1
2625712;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625712;204511;David Soares;Deputado(a);1;1
2625711;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625711;204511;David Soares;Deputado(a);1;1
2625710;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625710;204512;Delegado Marcelo Freitas;Deputado(a);1;1
2625709;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625709;220598;Tarcísio Motta;Deputado(a);4;0
2625709;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625709;74158;Mário Heringer;Deputado(a);2;0
2625709;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625709;160604;Pedro Uczai;Deputado(a);1;1
2625709;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625709;204436;Isnaldo Bulhões Jr.;Deputado(a);3;1
