idvotacao;proposicao_id;proposicao_uri;proposicao_titulo;proposicao_ementa;proposicao_siglatipo;proposicao_numero;proposicao_ano;__reason
2376169-90;2400830;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2400830;DTQ 4 => PL 3780/2023;Destaque para Votação em Separado;DTQ;4;;fk_missing:proposicao_id
2376169-90;2400831;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2400831;DTQ 5 => PL 3780/2023;Destaque para Votação em Separado - PL 3780/2023;DTQ;5;;fk_missing:proposicao_id
2376169-90;2400836;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2400836;PPP 1 CCJC => PL 3780/2023;"Parecer proferido em Plenário pelo Relator, Dep. Alfredo Gaspar (UNIÃO-AL), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e adequada técnica legislativa; e, no mérito, pela aprovação, na forma do Substitutivo.";PPP;1;;fk_missing:proposicao_id
2376169-90;2400844;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2400844;PRLE 1 => PL 3780/2023;Altera o Decreto-Lei nº 2.848, de 07 de dezembro de 1940 – Código Penal, para aumentar as penas cominadas aos crimes de furto e roubo.;PRLE;1;;fk_missing:proposicao_id
2376169-90;2400845;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2400845;RPD 11 => PL 3780/2023;Requerimento de retirada de DTQs 2, 3, 4 e 5;RPDR;11;;fk_missing:proposicao_id
2376169-90;2400846;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2400846;RPD 12 => PL 3780/2023;Requerimento Procedimental Genérico - PL 3780/2023;RPDR;12;;fk_missing:proposicao_id
2376169-90;2400848;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2400848;PEP 1 CCJC => PL 3780/2023;"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Alfredo Gaspar (UNIÃO-AL), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e adequada técnica legislativa de todas as Emendas de Plenário com apoiamento regimental; e, no mérito, pela aprovação da Emenda de Plenário nº 1 e da Emenda de Plenário nº 3, na forma da Subemenda Substitutiva Global apresentada, e pela rejeição das Emendas de Plenário nºs 2, 4 e 5.";PEP;1;;fk_missing:proposicao_id
2376169-90;2401803;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401803;RDF 1 => PL 3780/2023;Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), a fim de majorar as penas previstas para os crimes de furto, roubo, receptação, receptação de animal einterrupção ou perturbação de serviço telegráfico, telefônico, informático, telemático ou de informação de utilidade pública, bem como para tipificar os crimes de recepção de animal doméstico e de fraude bancária.;RDF;1;;fk_missing:proposicao_id
2376169-90;2607888;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2607888;EMS 3780/2023;Substitutivo do Senado ao Projeto de Lei nº 3.780, de 2023, que “Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), a fim de majorar as penas previstas para os crimes de furto, roubo, receptação, receptação de animal e interrupção ou perturbação de serviço telegráfico, telefônico, informático, telemático ou de informação de utilidade pública, bem como para tipificar os crimes de recepção de animal doméstico e de fraude bancária”. Substitua-se o Projeto pelo seguinte: Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), a fim de majorar as penas previstas para os crimes de furto, roubo, estelionato, receptação, receptação de animal e interrupção ou perturbação de serviço telegráfico, telefônico, informático, telemático ou de informação de utilidade pública, bem como tipificar os crimes de receptação de animal doméstico e de fraude bancária.;EMS;3780;2023;fk_missing:proposicao_id
2376295-22;2376295;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2376295;PL 3794/2023;Instituí o Programa de Incentivo ao Esporte Escolar e dá outras providências.;PL;3794;2023;fk_missing:proposicao_id
2376295-23;2376295;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2376295;PL 3794/2023;Instituí o Programa de Incentivo ao Esporte Escolar e dá outras providências.;PL;3794;2023;fk_missing:proposicao_id
2381316-20;2381316;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2381316;PL 4046/2023;Dispõe sobre a reserva de vagas para atletas de alto rendimento em Universidades e Faculdades Federais e Estaduais.;PL;4046;2023;fk_missing:proposicao_id
2381316-21;2381316;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2381316;PL 4046/2023;Dispõe sobre a reserva de vagas para atletas de alto rendimento em Universidades e Faculdades Federais e Estaduais.;PL;4046;2023;fk_missing:proposicao_id
2383541-18;2383541;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2383541;PL 4193/2023;Institui o reconhecimento do caráter educacional e formativo da capoeira em suas manifestações culturais, artísticas e sociais e permite a celebração de parcerias para o seu ensino nos estabelecimentos de educação básica, públicos e privados.;PL;4193;2023;fk_missing:proposicao_id
2383541-19;2383541;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2383541;PL 4193/2023;Institui o reconhecimento do caráter educacional e formativo da capoeira em suas manifestações culturais, artísticas e sociais e permite a celebração de parcerias para o seu ensino nos estabelecimentos de educação básica, públicos e privados.;PL;4193;2023;fk_missing:proposicao_id
2394111-8;2394111;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2394111;REQ 3427/2023;Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime de urgência do Projeto de Lei nº 4281/2023.;REQ;3427;2023;fk_missing:proposicao_id
2396040-19;2396040;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2396040;PL 5007/2023;Dispõe sobre a concessão de vagas para estudantes-atletas, com base no desempenho esportivo, em Universidades, Institutos de Educação Superior, Faculdades, e demais instituições federais de educação superior vinculadas ao Ministério da Educação.;PL;5007;2023;fk_missing:proposicao_id
2396040-20;2396040;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2396040;PL 5007/2023;Dispõe sobre a concessão de vagas para estudantes-atletas, com base no desempenho esportivo, em Universidades, Institutos de Educação Superior, Faculdades, e demais instituições federais de educação superior vinculadas ao Ministério da Educação.;PL;5007;2023;fk_missing:proposicao_id
2430196-18;2430196;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430196;PL 1458/2024;Altera a Lei n.º 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional - LDB, para dispor sobre educação física no ensino infantil, fundamental e médio.;PL;1458;2024;fk_missing:proposicao_id
2430196-19;2430196;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430196;PL 1458/2024;Altera a Lei n.º 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional - LDB, para dispor sobre educação física no ensino infantil, fundamental e médio.;PL;1458;2024;fk_missing:proposicao_id
2434784-18;2434784;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2434784;PL 1929/2024;Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para dispor sobre educação física na educação básica.;PL;1929;2024;fk_missing:proposicao_id
2434784-19;2434784;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2434784;PL 1929/2024;Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para dispor sobre educação física na educação básica.;PL;1929;2024;fk_missing:proposicao_id
2437440-24;2437440;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2437440;PL 2151/2024;Institui a Política Nacional “Esporte em todas as Escolas”.;PL;2151;2024;fk_missing:proposicao_id
2437440-25;2437440;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2437440;PL 2151/2024;Institui a Política Nacional “Esporte em todas as Escolas”.;PL;2151;2024;fk_missing:proposicao_id
2442575-18;2442575;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2442575;PL 2512/2024;Altera a Lei nº 9.394, de 20 de dezembro de 1996, para dispor sobre a obrigatoriedade de habilitação em curso de licenciatura em Educação Física para ministrar a disciplina de Educação Física em todas as etapas da educação básica.;PL;2512;2024;fk_missing:proposicao_id
2442575-19;2442575;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2442575;PL 2512/2024;Altera a Lei nº 9.394, de 20 de dezembro de 1996, para dispor sobre a obrigatoriedade de habilitação em curso de licenciatura em Educação Física para ministrar a disciplina de Educação Física em todas as etapas da educação básica.;PL;2512;2024;fk_missing:proposicao_id
2473051-17;2473051;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2473051;PL 4580/2024;Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para assegurar ao estudante atleta a realização de tarefas, exercícios e avaliações em datas ou horários alternativos, e o acesso às aulas e aos conteúdos dos respectivos cursos.;PL;4580;2024;fk_missing:proposicao_id
2473051-18;2473051;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2473051;PL 4580/2024;Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para assegurar ao estudante atleta a realização de tarefas, exercícios e avaliações em datas ou horários alternativos, e o acesso às aulas e aos conteúdos dos respectivos cursos.;PL;4580;2024;fk_missing:proposicao_id
2483178-17;2483178;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2483178;PL 326/2025;Institui a Política Nacional de Educação física Escolar (Pnefe) e altera a Lei nº 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação Nacional - LDB).;PL;326;2025;fk_missing:proposicao_id
2483178-18;2483178;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2483178;PL 326/2025;Institui a Política Nacional de Educação física Escolar (Pnefe) e altera a Lei nº 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação Nacional - LDB).;PL;326;2025;fk_missing:proposicao_id
2526784-17;2526784;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2526784;PL 2950/2025;“Institui a Política Nacional de Promoção do Esporte na Primeira Infância e na Infância Escolar (PNPEPI), no âmbito da União, e dá outras providências’.;PL;2950;2025;fk_missing:proposicao_id
2526784-18;2526784;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2526784;PL 2950/2025;“Institui a Política Nacional de Promoção do Esporte na Primeira Infância e na Infância Escolar (PNPEPI), no âmbito da União, e dá outras providências’.;PL;2950;2025;fk_missing:proposicao_id
2539047-17;2539047;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2539047;PL 3651/2025;Institui o Programa nacional de incentivo ao esporte escolar no contraturno.;PL;3651;2025;fk_missing:proposicao_id
2539047-18;2539047;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2539047;PL 3651/2025;Institui o Programa nacional de incentivo ao esporte escolar no contraturno.;PL;3651;2025;fk_missing:proposicao_id
2579791-17;2579791;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2579791;REQ 4612/2025;Requer regime de urgência para apreciação do Projeto de Lei nº 4.675, de 2025, que altera a Lei nº 12.529, de 30 de novembro de 2011, dispõe sobre os processos de designação de agentes econômicos de relevância sistêmica em mercados digitais e de determinação de obrigações especiais a agentes econômicos de relevância sistêmica e cria a Superintendência de Mercados Digitais no âmbito do Conselho Administrativo de Defesa Econômica.;REQ;4612;2025;fk_missing:proposicao_id
2599839-12;2599839;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2599839;PL 7230/2025;Institui o Programa Nacional de Esporte Educacional Integrado (PROEEI), estabelecendo a obrigatoriedade da inclusão da atividade física e esportiva na jornada escolar regular e estendida, com foco na formação integral, na saúde mental e na identificação precoce de talentos.;PL;7230;2025;fk_missing:proposicao_id
2599839-13;2599839;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2599839;PL 7230/2025;Institui o Programa Nacional de Esporte Educacional Integrado (PROEEI), estabelecendo a obrigatoriedade da inclusão da atividade física e esportiva na jornada escolar regular e estendida, com foco na formação integral, na saúde mental e na identificação precoce de talentos.;PL;7230;2025;fk_missing:proposicao_id
497966-102;604378;https://dadosabertos.camara.leg.br/api/v2/proposicoes/604378;REQ 9253/2013 => PL 982/2011;Requer a desapensação do projeto de lei n° 6.403, de 2013, do Projeto de Lei n° 982, de 2011.;REQ;9253;2013;fk_missing:proposicao_id
497966-103;604378;https://dadosabertos.camara.leg.br/api/v2/proposicoes/604378;REQ 9253/2013 => PL 982/2011;Requer a desapensação do projeto de lei n° 6.403, de 2013, do Projeto de Lei n° 982, de 2011.;REQ;9253;2013;fk_missing:proposicao_id
589173-40;589173;https://dadosabertos.camara.leg.br/api/v2/proposicoes/589173;PL 6186/2013;Dispõe sobre práticas esportivas e o acesso de atletas nos níveis de ensino no país e dá outras providências.;PL;6186;2013;fk_missing:proposicao_id
589173-41;589173;https://dadosabertos.camara.leg.br/api/v2/proposicoes/589173;PL 6186/2013;Dispõe sobre práticas esportivas e o acesso de atletas nos níveis de ensino no país e dá outras providências.;PL;6186;2013;fk_missing:proposicao_id
593008-31;604378;https://dadosabertos.camara.leg.br/api/v2/proposicoes/604378;REQ 9253/2013 => PL 982/2011;Requer a desapensação do projeto de lei n° 6.403, de 2013, do Projeto de Lei n° 982, de 2011.;REQ;9253;2013;fk_missing:proposicao_id
593008-32;604378;https://dadosabertos.camara.leg.br/api/v2/proposicoes/604378;REQ 9253/2013 => PL 982/2011;Requer a desapensação do projeto de lei n° 6.403, de 2013, do Projeto de Lei n° 982, de 2011.;REQ;9253;2013;fk_missing:proposicao_id
603333-80;2467118;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2467118;REQ 4412/2024;Requer que o Projeto de Lei Nº 974/2024, seja desapensado do Projeto de Lei Nº 6.894, de 2013.;REQ;4412;2024;fk_missing:proposicao_id
603333-83;2467118;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2467118;REQ 4412/2024;Requer que o Projeto de Lei Nº 974/2024, seja desapensado do Projeto de Lei Nº 6.894, de 2013.;REQ;4412;2024;fk_missing:proposicao_id
2229552-74;2593179;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593179;PRL 1 CPASF => PL 847/2019;Parecer do Relator, Dep. Ruy Carneiro (PODE-PB), pela aprovação deste, do PL 1494/2011, do PL 1573/2011, do PL 7609/2014, do PL 5326/2023, do PL 3263/2015, do PL 3686/2015, do PL 4805/2016, do PL 7946/2014, do PL 5382/2016, do PL 1926/2022, do PL 5033/2023, do PL 2385/2021, do PL 2706/2021, do PL 3402/2021, do PL 5876/2023, do PL 9243/2017, do PL 5064/2019, do PL 3744/2021, do PL 1959/2023, do PL 2011/2023, do PL 975/2024, do PL 1011/2011, do PL 1267/2019, do PL 2699/2021, do PL 17/2024, do PL 18/2024, do PL 42/2024, do PL 835/2024, do PL 889/2025, do PL 3150/2024, do PL 92/2024, do PL 588/2024, e do PL 506/2024, apensados, com substitutivo.;PRL;1;;fk_missing:proposicao_id
2229552-74;2593729;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593729;SBT 1 CPASF => PL 847/2019;;SBT;1;;fk_missing:proposicao_id
2229552-74;2595390;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595390;RPD 1 CPASF => PL 847/2019;Requerimento de Inclusão de Matéria na Ordem do Dia para Apreciação Imediata - PL 847/2019;RPD;1;;fk_missing:proposicao_id
2243127-57;2414310;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414310;PRL 1 CCOM => PL 1592/2020;Parecer do Relator, Dep. Jefferson Campos (PL-SP), pela aprovação deste, com Emenda.;PRL;1;;fk_missing:proposicao_id
2243127-57;2414311;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414311;EMR 1 CCOM => PL 1592/2020;Dispõe sobre a obrigação de advertência dos riscos relacionados ao uso excessivo de telefones portáteis tipo smartphone.;EMR;1;;fk_missing:proposicao_id
2243127-57;2532024;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2532024;PRL 2 CCOM => PL 1592/2020;Parecer do Relator, Dep. Pastor Diniz (UNIÃO-RR), pela aprovação deste, com Emenda.;PRL;2;;fk_missing:proposicao_id
2243127-57;2532026;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2532026;EMR 2 CCOM => PL 1592/2020;Dispõe sobre a obrigação de advertência dos riscos relacionados ao uso excessivo de telefones portáteis tipo smartphone.;EMR;2;;fk_missing:proposicao_id
2243127-57;2533921;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2533921;RPD 1 CCOM => PL 1592/2020;Requerimento de Retirada de Matéria da Pauta - PL 1592/2020;RPD;1;;fk_missing:proposicao_id
2243127-57;2560730;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2560730;PRL 3 CCOM => PL 1592/2020;Parecer do Relator, Dep. Pastor Diniz (UNIÃO-RR), pela aprovação deste, com Emenda.;PRL;3;;fk_missing:proposicao_id
2243127-57;2560731;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2560731;EMR 3 CCOM => PL 1592/2020;Dispõe sobre a obrigação de advertência dos riscos relacionados ao uso excessivo de telefones portáteis tipo smartphone.;EMR;3;;fk_missing:proposicao_id
2243127-57;2566394;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2566394;RPD 2 CCOM => PL 1592/2020;Requerimento de Retirada de Matéria da Pauta - PL 1592/2020;RPD;2;;fk_missing:proposicao_id
2366530-29;2554582;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2554582;PRL 1 CPASF => PL 2873/2023;Parecer da Relatora, Dep. Rogéria Santos (REPUBLIC-BA), pela aprovação do PL 2873/2023, com substitutivo.;PRL;1;;fk_missing:proposicao_id
2366530-29;2554583;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2554583;SBT 1 CPASF => PL 2873/2023;Parecer da Relatora, Dep. Rogéria Santos (REPUBLIC-BA), pela aprovação, com substitutivo.;SBT;1;;fk_missing:proposicao_id
2375345-51;2457823;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2457823;PRL 1 CCOM => PL 3698/2023;Parecer do Relator, Dep. Albuquerque (REPUBLIC-RR), pela aprovação deste e da Emenda Adotada pela Comissão de Segurança Pública e Combate ao Crime Organizado, com Substitutivo.;PRL;1;;fk_missing:proposicao_id
2375345-51;2457828;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2457828;SBT 1 CCOM => PL 3698/2023;Altera a Lei nº 5.070, de 7 de julho de 1966, para dispor sobre identificação de ameaças e repressão de ilícitos contra a infraestrutura de telecomunicações e dá outras providências.;SBT;1;;fk_missing:proposicao_id
2450270-22;2527000;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2527000;PRL 1 CPASF => PL 2977/2024;Parecer do Relator, Dep. Laura Carneiro (PSD-RJ), pela aprovação.;PRL;1;;fk_missing:proposicao_id
2467664-26;2568136;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2568136;PRL 1 CPASF => PL 4305/2024;Parecer da Relatora, Dep. Laura Carneiro (PSD-RJ), pela aprovação, com substitutivo.;PRL;1;;fk_missing:proposicao_id
2467664-26;2568139;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2568139;SBT 1 CPASF => PL 4305/2024;Altera dispositivos da Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para garantir o direito ao lazer inclusivo para crianças e adolescentes com deficiência.;SBT;1;;fk_missing:proposicao_id
2488594-21;2567265;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2567265;PRL 1 CPASF => PLP 69/2025;Parecer da Relatora, Dep. Laura Carneiro (PSD-RJ), pela aprovação.;PRL;1;;fk_missing:proposicao_id
2497778-22;2578850;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578850;PRL 1 CPASF => PL 1691/2025;Parecer da Relatora, Dep. Rogéria Santos (REPUBLIC-BA), pela aprovação, com duas emendas.;PRL;1;;fk_missing:proposicao_id
2497778-22;2578853;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578853;EMR 1 CPASF => PL 1691/2025;Parecer da Relatora, Dep. Rogéria Santos (REPUBLIC-BA), pela aprovação do PL 1.691/2025, com as emendas anexas.;EMR;1;;fk_missing:proposicao_id
2497778-22;2578854;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578854;EMR 2 CPASF => PL 1691/2025;Parecer da Relatora, Dep. Rogéria Santos (REPUBLIC-BA), pela aprovação do PL 1.691/2025, com as emendas anexas.;EMR;2;;fk_missing:proposicao_id
2512250-29;2593192;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593192;PRL 1 CPASF => PL 2395/2025;Parecer do Relator, Dep. Ruy Carneiro (PODE-PB), pela aprovação, com substitutivo.;PRL;1;;fk_missing:proposicao_id
2512250-29;2593193;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593193;SBT 1 CPASF => PL 2395/2025;Dispõe sobre a obrigatoriedade de transparência e publicidade nos processos administrativos de requerimentos de benefícios previdenciários no âmbito do Instituto Nacional do Seguro Social – INSS.;SBT;1;;fk_missing:proposicao_id
2520003-31;2549137;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2549137;REQ 58/2025 CCOM;Requer a realização de Audiência Pública na Comissão de Comunicação, para debater Governança no PL 2688/2025, que institui o Marco Regulatório do Desenvolvimento e Uso da Inteligência Artificial no Brasil.;REQ;58;2025;fk_missing:proposicao_id
2520003-31;2549139;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2549139;REQ 59/2025 CCOM;Requer a realização de Audiência Pública na Comissão de Comunicação, para debate sobre Chatbots e agentes conversacionais de inteligência artificial no contexto do PL 2688/2025, que institui o Marco Regulatório do Desenvolvimento e Uso da Inteligência Artificial no Brasil.;REQ;59;2025;fk_missing:proposicao_id
2520003-31;2549140;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2549140;REQ 60/2025 CCOM;Requer a realização de Audiência Pública na Comissão de Comunicação, para debater Métodos de análise de riscos da Inteligência Artificial no Marco Regulatório do Desenvolvimento e Uso da Inteligência Artificial no Brasil no PL 2688/2025, que institui o Marco Regulatório do Desenvolvimento e Uso da Inteligência Artificial no Brasil, estabelece direitos, deveres, princípios, mecanismos de governança, normas de transparência e responsabilidade civil e penal, e dá outras providências.;REQ;60;2025;fk_missing:proposicao_id
2520003-31;2549142;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2549142;REQ 61/2025 CCOM;Requer a realização de Audiência Pública na Comissão de Comunicação, para debater regimes de responsabilidade civil e penal no PL 2688/2025, que institui o Marco Regulatório do Desenvolvimento e Uso da Inteligência Artificial no Brasil.;REQ;61;2025;fk_missing:proposicao_id
2527145-24;2567315;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2567315;PRL 1 CPASF => PL 2992/2025;Parecer da Relatora, Dep. Silvia Cristina (PP-RO), pela aprovação do PL 2992/2025, com substitutivo.;PRL;1;;fk_missing:proposicao_id
2527145-24;2567316;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2567316;SBT 1 CPASF => PL 2992/2025;Cria o Programa Universal de Proteção Infantil, estabelece diretrizes para a prevenção de violações de direitos de crianças e adolescentes, e dá outras providências.;SBT;1;;fk_missing:proposicao_id
2537922-22;2568050;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2568050;PRL 1 CPASF => PL 3547/2025;Parecer da Relatora, Dep. Andreia Siqueira (MDB-PA), pela aprovação.;PRL;1;;fk_missing:proposicao_id
2083872-67;2217460;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2217460;REQ 2271/2019;Requer, nos termos regimentais, a tramitação conjunta do Projeto de Lei nº 2.225, de 2019 com o Projeto de Lei nº. 5.225, de 2016.;REQ;2271;2019;fk_missing:proposicao_id
2083872-68;2217460;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2217460;REQ 2271/2019;Requer, nos termos regimentais, a tramitação conjunta do Projeto de Lei nº 2.225, de 2019 com o Projeto de Lei nº. 5.225, de 2016.;REQ;2271;2019;fk_missing:proposicao_id
2083872-69;2217460;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2217460;REQ 2271/2019;Requer, nos termos regimentais, a tramitação conjunta do Projeto de Lei nº 2.225, de 2019 com o Projeto de Lei nº. 5.225, de 2016.;REQ;2271;2019;fk_missing:proposicao_id
2083872-70;2217460;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2217460;REQ 2271/2019;Requer, nos termos regimentais, a tramitação conjunta do Projeto de Lei nº 2.225, de 2019 com o Projeto de Lei nº. 5.225, de 2016.;REQ;2271;2019;fk_missing:proposicao_id
2083872-71;2217460;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2217460;REQ 2271/2019;Requer, nos termos regimentais, a tramitação conjunta do Projeto de Lei nº 2.225, de 2019 com o Projeto de Lei nº. 5.225, de 2016.;REQ;2271;2019;fk_missing:proposicao_id
2171987-23;2171987;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2171987;PL 10030/2018;Dispõe sobre a criação de um fundo para utilização e administração dos prêmios ou créditos de milhas oferecidos pelas companhias aéreas aos agentes públicos no exercício da função.;PL;10030;2018;fk_missing:proposicao_id
2171987-24;2171987;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2171987;PL 10030/2018;Dispõe sobre a criação de um fundo para utilização e administração dos prêmios ou créditos de milhas oferecidos pelas companhias aéreas aos agentes públicos no exercício da função.;PL;10030;2018;fk_missing:proposicao_id
2192328-21;2192328;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2192328;PL 869/2019;Dispõe sobre a utilização de passagens, prêmios, pontos ou créditos de milhagens aéreas adquiridas com recursos da União.;PL;869;2019;fk_missing:proposicao_id
2192328-22;2192328;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2192328;PL 869/2019;Dispõe sobre a utilização de passagens, prêmios, pontos ou créditos de milhagens aéreas adquiridas com recursos da União.;PL;869;2019;fk_missing:proposicao_id
2195555-20;2195555;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195555;PL 1786/2019;Dispõe sobre a utilização dos prêmios e/ou créditos em milhagens aéreas de agentes, servidores públicos ou particulares em decorrência da aquisição de passagens aéreas com recursos públicos e dá outras providências.;PL;1786;2019;fk_missing:proposicao_id
2195555-21;2195555;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195555;PL 1786/2019;Dispõe sobre a utilização dos prêmios e/ou créditos em milhagens aéreas de agentes, servidores públicos ou particulares em decorrência da aquisição de passagens aéreas com recursos públicos e dá outras providências.;PL;1786;2019;fk_missing:proposicao_id
2220244-20;2220244;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2220244;PL 5067/2019;"Altera a Lei n° 9.430, de 27 de dezembro de 1996, para dispor sobre a dispensa de retenção dos tributos federais na fonte na aquisição de passagens aéreas pelos órgãos ou pelas entidades da administração pública federal; bem como possibilita o uso de programas de milhagens na compra de passagens aéreas por parte dos órgãos ou entidades da administração pública";PL;5067;2019;fk_missing:proposicao_id
2220244-21;2220244;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2220244;PL 5067/2019;"Altera a Lei n° 9.430, de 27 de dezembro de 1996, para dispor sobre a dispensa de retenção dos tributos federais na fonte na aquisição de passagens aéreas pelos órgãos ou pelas entidades da administração pública federal; bem como possibilita o uso de programas de milhagens na compra de passagens aéreas por parte dos órgãos ou entidades da administração pública";PL;5067;2019;fk_missing:proposicao_id
2229394-20;2229394;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229394;PL 5963/2019;Dispõe sobre a utilização dos prêmios ou créditos de milhagem decorrentes da aquisição de passagens aéreas por órgãos públicos da União.;PL;5963;2019;fk_missing:proposicao_id
2229394-21;2229394;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229394;PL 5963/2019;Dispõe sobre a utilização dos prêmios ou créditos de milhagem decorrentes da aquisição de passagens aéreas por órgãos públicos da União.;PL;5963;2019;fk_missing:proposicao_id
