id_evento;id_deputado;nome_deputado;sigla_partido;sigla_uf
80872;74159;;;
80872;74160;;;
80872;74161;;;
80872;74171;;;
80872;74253;;;
80872;74262;;;
80872;74270;;;
80872;74273;;;
80872;74283;;;
80872;74299;;;
80872;74317;;;
80872;74356;;;
80872;74371;;;
80872;74374;;;
80872;74376;;;
80872;74383;;;
80872;74398;;;
80872;74400;;;
80872;74428;;;
80872;74454;;;
80872;74467;;;
80872;74478;;;
80872;74537;;;
80872;74550;;;
80872;74554;;;
80872;74574;;;
80872;74585;;;
80872;74646;;;
80872;74784;;;
80872;74848;;;
80872;74856;;;
80872;74858;;;
80872;77003;;;
80872;80815;;;
80872;81055;;;
80872;88256;;;
80872;91228;;;
80872;92102;;;
80872;92699;;;
80872;92776;;;
80872;98057;;;
80872;98148;;;
80872;98615;;;
80872;104552;;;
80872;107970;;;
80872;109429;;;
80872;121948;;;
80872;122158;;;
80872;122974;;;
80872;123086;;;
80872;123756;;;
80872;129618;;;
80872;133439;;;
80872;133810;;;
80872;136811;;;
80872;137070;;;
80872;138286;;;
80872;139285;;;
80872;141391;;;
80872;141398;;;
80872;141408;;;
80872;141411;;;
80872;141421;;;
80872;141431;;;
80872;141450;;;
80872;141456;;;
80872;141459;;;
80872;141464;;;
80872;141470;;;
80872;141485;;;
80872;141487;;;
80872;141516;;;
80872;141518;;;
80872;141531;;;
80872;141533;;;
80872;141555;;;
80872;143084;;;
80872;143632;;;
80872;143942;;;
80872;153423;;;
80872;156190;;;
80872;157130;;;
80872;160510;;;
80872;160512;;;
80872;160517;;;
80872;160518;;;
80872;160527;;;
80872;160535;;;
80872;160538;;;
80872;160548;;;
80872;160552;;;
80872;160553;;;
80872;160556;;;
80872;160558;;;
80872;160559;;;
80872;160561;;;
80872;160569;;;
80872;160575;;;
80872;160588;;;
80872;160591;;;
80872;160592;;;
80872;160598;;;
80872;160599;;;
80872;160600;;;
80872;160601;;;
80872;160604;;;
80872;160610;;;
80872;160629;;;
80872;160632;;;
80872;160635;;;
80872;160640;;;
80872;160641;;;
80872;160642;;;
80872;160665;;;
80872;160666;;;
80872;160673;;;
80872;160674;;;
80872;160758;;;
80872;160976;;;
80872;161440;;;
80872;161550;;;
80872;162067;;;
80872;162332;;;
80872;163321;;;
80872;165470;;;
80872;166402;;;
80872;171617;;;
80872;171623;;;
80872;171786;;;
80872;175765;;;
80872;178829;;;
80872;178831;;;
80872;178835;;;
80872;178843;;;
80872;178854;;;
80872;178857;;;
80872;178858;;;
80872;178860;;;
80872;178866;;;
80872;178871;;;
80872;178873;;;
80872;178876;;;
80872;178881;;;
80872;178884;;;
80872;178886;;;
80872;178887;;;
80872;178895;;;
80872;178896;;;
80872;178910;;;
80872;178927;;;
80872;178929;;;
80872;178931;;;
80872;178933;;;
80872;178934;;;
80872;178937;;;
80872;178943;;;
80872;178947;;;
80872;178954;;;
80872;178963;;;
80872;178964;;;
80872;178966;;;
80872;178970;;;
80872;178972;;;
80872;178975;;;
80872;178983;;;
80872;178985;;;
80872;178986;;;
80872;178987;;;
80872;178989;;;
80872;178992;;;
80872;178993;;;
80872;178997;;;
80872;179000;;;
