ano_dados;uri_proposicao;cod_tema;tema;relevancia
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354260;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354533;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353389;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353545;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353263;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352999;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353417;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353080;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352320;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352077;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353001;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352631;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2355313;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354747;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354159;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353306;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2351928;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353703;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353414;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353640;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2351917;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352282;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352122;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2351959;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352374;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352536;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350736;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353932;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353920;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353626;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353500;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354863;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354737;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2348990;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2348879;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353584;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353566;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352502;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352362;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352474;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352372;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350570;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354251;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352205;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352206;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2351859;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352251;34;Administração Pública;0
