Ranking global - todos os anos
 id_deputado |                        nome                         | sigla_uf | sigla_partido | gasto_total 
      204506 | MARCOS ANTONIO PEREIRA                              | SP       | REPUBLICANOS  |  1562479.13
      220652 | MARIO PALUMBO JUNIOR                                | SP       | PODE          |  1562360.84
      220659 | DAYANY BITTENCOURT SANTIL                           | CE       | UNIAO         |  1562341.51
      204390 | ALCIDES RIBEIRO FILHO                               | GO       | PSDB          |  1561745.45
      204492 | PAULO JOSE CARLOS GUEDES                            | MG       | PT            |  1559386.09
      204540 | MARIA DO PARTO MENDES ROSAS                         | SP       | REPUBLICANOS  |  1559107.14
      204517 | JOSE VITOR DE RESENDE AGUIAR                        | MG       | PL            |  1558182.93
       74262 | CARLOS HENRIQUE FOCESI SAMPAIO                      | SP       | PSD           |  1554536.83
      220647 | MANOEL MAURICIO SILVA NEVES                         | SP       | PP            |  1553625.51
      204511 | DAVID BEZERRA RIBEIRO SOARES                        | SP       | PODE          |  1553557.77
      220700 | FLORENTINO ALVES VERAS NETO                         | PI       | PT            |  1553369.87
       74856 | MARIA LAURA MONTEZA DE SOUZA CARNEIRO               | RJ       | PSD           |  1552993.91
      205865 | REINHOLD STEPHANES JUNIOR                           | PR       | PL            |  1549519.85
      224333 | ELTON CARLOS WELTER                                 | PR       | PT            |  1548672.97
      221148 | ALFREDO ALVES CAVALCANTE                            | SP       | PT            |  1547927.37
      204395 | PEDRO DEBONI LUPION MELLO                           | PR       | REPUBLICANOS  |  1543305.43
       74585 | LINCOLN DINIZ PORTELA                               | MG       | PL            |  1543023.63
      204550 | ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR                  | CE       | PSB           |  1542822.70
       74253 | JULIO LUIZ BAPTISTA LOPES                           | RJ       | PP            |  1539177.70
      198783 | EMANUEL PINHEIRO DA SILVA PRIMO                     | MT       | PSD           |  1534985.58
      204574 | JOSE LOURENÇO BOMFIM JUNIOR                         | MA       | MDB           |  1534627.78
      220570 | ISMAEL ALEXANDRINO JUNIOR                           | GO       | PSD           |  1533459.02
      204566 | ANTONIO DA CRUZ FILGUEIRA NETO                      | MA       | PRD           |  1532300.24
       74537 | CLÁUDIO CAJADO SAMPAIO                              | BA       | PP            |  1529438.44
      178947 | SOSTENES SILVA CAVALCANTE                           | RJ       | PL            |  1529345.09
      160588 | DIEGO LEONARDO DE ANDRADE CARVALHO                  | MG       | PSD           |  1528635.16
      222429 | LUIS CARLOS GOMES DA SILVA                          | RJ       | REPUBLICANOS  |  1527930.69
       74160 | PATRUS ANANIAS DE SOUZA                             | MG       | PT            |  1526554.33
      160518 | WELITON FERNANDES PRADO                             | MG       | PSD           |  1525737.05
       74574 | PAULO SÉRGIO PARANHOS DE MAGALHÃES                  | BA       | PSD           |  1523465.14
      204391 | JOSÉ NELTO LAGARES DAS MERCEZ                       | GO       | UNIAO         |  1521555.09
      220683 | CARLOS ALBERTO RICHA                                | PR       | PSDB          |  1517785.57
      178989 | RENATA HELLMEISTER DE ABREU                         | SP       | PODE          |  1515180.07
      204491 | GILBERTO APARECIDO ABRAMO                           | MG       | REPUBLICANOS  |  1514863.65
       98057 | LAFAYETTE LUIZ DOORGAL DE ANDRADA                   | MG       | PL            |  1513563.38
      220674 | ALESSANDRA HABER CARVALHO SANTOS                    | PA       | PODE          |  1512152.50
      220527 | JACKELINE OLIVEIRA ROCHA                            | ES       | PT            |  1512112.54
      204364 | ELI DIAS BORGES                                     | TO       | REPUBLICANOS  |  1509800.08
      166402 | MAGDA MOFATTO HON                                   | GO       | PL            |  1508991.55
      160535 | DIONILSO MATEUS MARCON                              | RS       | PT            |  1507722.07
      178910 | JOAQUIM PASSARINHO PINTO DE SOUZA PORTO             | PA       | PL            |  1506565.56
      220655 | MARIO LUIS FRIAS                                    | SP       | PL            |  1504903.82
      220611 | EDUARDO PAZUELLO                                    | RJ       | PL            |  1504520.44
      160592 | JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA              | PR       | PT            |  1500845.43
      220622 | NELI PEREIRA DE AQUINO                              | MG       | PODE          |  1494211.04
