Q13 complemento - ranking completo deputado x categoria de gasto
 id_deputado |                nome                 |                     descricao_despesa                     | qtd_lancamentos | gasto_total
      133439 | André Figueiredo                    | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              46 |   426798.08
      133439 | André Figueiredo                    | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              50 |   419665.00
      133439 | André Figueiredo                    | PASSAGEM AÉREA - SIGEPA                                   |             437 |   341903.00
      133439 | André Figueiredo                    | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             147 |   292245.61
      133439 | André Figueiredo                    | COMBUSTÍVEIS E LUBRIFICANTES.                             |             281 |   172877.04
      133439 | André Figueiredo                    | TELEFONIA                                                 |             152 |    33060.63
      133439 | André Figueiredo                    | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |              66 |    16510.68
      133439 | André Figueiredo                    | PASSAGEM AÉREA - RPA                                      |               1 |     3324.85
      133439 | André Figueiredo                    | SERVIÇOS POSTAIS                                          |               5 |      989.68
      133439 | André Figueiredo                    | PASSAGEM AÉREA - REEMBOLSO                                |               1 |      948.29
      178882 | André Fufuca                        | PASSAGEM AÉREA - SIGEPA                                   |             178 |   135878.13
      178882 | André Fufuca                        | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |               8 |    41900.00
      178882 | André Fufuca                        | TELEFONIA                                                 |              35 |     7263.73
      178882 | André Fufuca                        | PASSAGEM AÉREA - REEMBOLSO                                |               2 |     4103.82
      178882 | André Fufuca                        | SERVIÇOS POSTAIS                                          |               6 |      571.48
      178882 | André Fufuca                        | COMBUSTÍVEIS E LUBRIFICANTES.                             |               1 |      281.87
      178882 | André Fufuca                        | PASSAGEM AÉREA - RPA                                      |               2 |      100.00
      220676 | Andreia Siqueira                    | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              73 |  1030763.59
      220676 | Andreia Siqueira                    | COMBUSTÍVEIS E LUBRIFICANTES.                             |             216 |   184637.14
      220676 | Andreia Siqueira                    | PASSAGEM AÉREA - SIGEPA                                   |             244 |   147562.08
      220676 | Andreia Siqueira                    | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              50 |    32625.70
      220676 | Andreia Siqueira                    | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |               6 |     1450.00
      220676 | Andreia Siqueira                    | TELEFONIA                                                 |              31 |       67.60
      141379 | Andreia Zito                        | PASSAGEM AÉREA - SIGEPA                                   |               3 |     4552.67
      141379 | Andreia Zito                        | TELEFONIA                                                 |               1 |        1.17
      204515 | André Janones                       | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              80 |   768312.07
      204515 | André Janones                       | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              51 |   278162.65
      204515 | André Janones                       | COMBUSTÍVEIS E LUBRIFICANTES.                             |             554 |   121497.48
      204515 | André Janones                       | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              80 |   101565.88
      204515 | André Janones                       | PASSAGEM AÉREA - SIGEPA                                   |              57 |    75711.63
      204515 | André Janones                       | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |              40 |    21732.19
      204515 | André Janones                       | CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.             |               1 |    15000.00
      204515 | André Janones                       | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |             168 |    10867.73
      204515 | André Janones                       | TELEFONIA                                                 |              65 |     8712.92
      204515 | André Janones                       | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |               8 |     6166.68
      204515 | André Janones                       | PASSAGEM AÉREA - REEMBOLSO                                |               1 |     2005.41
      204515 | André Janones                       | SERVIÇOS POSTAIS                                          |               2 |      306.95
       73696 | Angela Amin                         | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |               1 |     5200.00
       73696 | Angela Amin                         | COMBUSTÍVEIS E LUBRIFICANTES.                             |               2 |     5153.52
       73696 | Angela Amin                         | TELEFONIA                                                 |               4 |     1419.18
       73696 | Angela Amin                         | PASSAGEM AÉREA - SIGEPA                                   |               2 |    -1476.45
      123756 | Antônia Lúcia                       | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              84 |  1186730.32
      123756 | Antônia Lúcia                       | PASSAGEM AÉREA - SIGEPA                                   |             391 |   370243.94
      123756 | Antônia Lúcia                       | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        |              10 |   248450.00
      123756 | Antônia Lúcia                       | COMBUSTÍVEIS E LUBRIFICANTES.                             |              39 |    13617.28
      123756 | Antônia Lúcia                       | TELEFONIA                                                 |              66 |    10932.09
      123756 | Antônia Lúcia                       | PASSAGEM AÉREA - RPA                                      |               2 |     6898.80
      123756 | Antônia Lúcia                       | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |               4 |     4916.95
      123756 | Antônia Lúcia                       | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |               1 |       89.80
      220544 | Antonio Andrade                     | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |             230 |   855980.00
      220544 | Antonio Andrade                     | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              66 |   331319.12
      220544 | Antonio Andrade                     | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              26 |   294607.50
      220544 | Antonio Andrade                     | COMBUSTÍVEIS E LUBRIFICANTES.                             |             485 |   272564.91
      220544 | Antonio Andrade                     | PASSAGEM AÉREA - SIGEPA                                   |              36 |    28723.55
      220544 | Antonio Andrade                     | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |               1 |     4898.54
      220544 | Antonio Andrade                     | PASSAGEM AÉREA - RPA                                      |               2 |     3399.26
      220544 | Antonio Andrade                     | PASSAGEM AÉREA - REEMBOLSO                                |               1 |     2441.86
      220544 | Antonio Andrade                     | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |              10 |     1062.83
      220544 | Antonio Andrade                     | AQUISIÇÃO DE TOKENS E CERTIFICADOS DIGITAIS               |               2 |      490.00
      220544 | Antonio Andrade                     | TELEFONIA                                                 |              33 |      275.39
      160553 | Antonio Brito                       | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             425 |   529993.44
      160553 | Antonio Brito                       | PASSAGEM AÉREA - SIGEPA                                   |             814 |   503208.40
      160553 | Antonio Brito                       | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              70 |   396500.00
      160553 | Antonio Brito                       | COMBUSTÍVEIS E LUBRIFICANTES.                             |             800 |   192414.87
      160553 | Antonio Brito                       | TELEFONIA                                                 |             111 |    90352.29
      160553 | Antonio Brito                       | PASSAGEM AÉREA - RPA                                      |              16 |    23256.16
      160553 | Antonio Brito                       | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |               3 |      918.00
      220638 | Antonio Carlos Rodrigues            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              65 |   650888.10
      220638 | Antonio Carlos Rodrigues            | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              46 |   219080.00
      220638 | Antonio Carlos Rodrigues            | PASSAGEM AÉREA - SIGEPA                                   |             404 |   160202.82
      220638 | Antonio Carlos Rodrigues            | COMBUSTÍVEIS E LUBRIFICANTES.                             |             171 |   151811.52
      220638 | Antonio Carlos Rodrigues            | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              64 |    60062.20
      220638 | Antonio Carlos Rodrigues            | TELEFONIA                                                 |              69 |    18030.89
      220638 | Antonio Carlos Rodrigues            | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |              49 |    12375.50
      220638 | Antonio Carlos Rodrigues            | SERVIÇOS POSTAIS                                          |              15 |     4459.60
      220638 | Antonio Carlos Rodrigues            | PASSAGEM AÉREA - REEMBOLSO                                |               2 |     3543.76
      220675 | Antônio Doido                       | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              28 |   651577.27
      220675 | Antônio Doido                       | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        |              10 |   492000.00
      220675 | Antônio Doido                       | PASSAGEM AÉREA - SIGEPA                                   |             389 |   261741.29
      220675 | Antônio Doido                       | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              16 |   180876.00
      220675 | Antônio Doido                       | COMBUSTÍVEIS E LUBRIFICANTES.                             |             324 |   115379.89
      220675 | Antônio Doido                       | TELEFONIA                                                 |             107 |    26523.09
      220675 | Antônio Doido                       | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              41 |    17545.90
      220675 | Antônio Doido                       | PASSAGEM AÉREA - REEMBOLSO                                |               2 |     4672.10
      220549 | Any Ortiz                           | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              92 |   311669.61
      220549 | Any Ortiz                           | PASSAGEM AÉREA - SIGEPA                                   |             392 |   279833.61
      220549 | Any Ortiz                           | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             218 |   256815.61
      220549 | Any Ortiz                           | COMBUSTÍVEIS E LUBRIFICANTES.                             |             343 |    67047.70
      220549 | Any Ortiz                           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |               9 |    16035.01
      220549 | Any Ortiz                           | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |              32 |    12508.19
      220549 | Any Ortiz                           | TELEFONIA                                                 |              70 |    10426.90
      220549 | Any Ortiz                           | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |             347 |     2622.37
      220549 | Any Ortiz                           | PASSAGEM AÉREA - REEMBOLSO                                |               1 |     2595.95
      220549 | Any Ortiz                           | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               |               3 |      949.00
      220549 | Any Ortiz                           | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |               5 |      301.95
       73433 | Arlindo Chinaglia                   | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              48 |   750989.00
       73433 | Arlindo Chinaglia                   | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             131 |   244576.56
       73433 | Arlindo Chinaglia                   | PASSAGEM AÉREA - SIGEPA                                   |             167 |   161559.84
       73433 | Arlindo Chinaglia                   | TELEFONIA                                                 |             254 |    92955.38
       73433 | Arlindo Chinaglia                   | PASSAGEM AÉREA - RPA                                      |              43 |    80627.41
       73433 | Arlindo Chinaglia                   | COMBUSTÍVEIS E LUBRIFICANTES.                             |             289 |    61449.86
       73433 | Arlindo Chinaglia                   | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |               9 |    41250.00
       73433 | Arlindo Chinaglia                   | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |             181 |    38513.24
       73433 | Arlindo Chinaglia                   | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |              52 |    13000.10
       73433 | Arlindo Chinaglia                   | ASSINATURA DE PUBLICAÇÕES                                 |              10 |     9780.00
       73433 | Arlindo Chinaglia                   | PASSAGEM AÉREA - REEMBOLSO                                |               3 |     4106.94
       73433 | Arlindo Chinaglia                   | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |              51 |     3200.24
       73433 | Arlindo Chinaglia                   | AQUISIÇÃO DE TOKENS E CERTIFICADOS DIGITAIS               |               1 |      165.00
      141391 | Arnaldo Jardim                      | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             291 |   666758.02
      141391 | Arnaldo Jardim                      | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              57 |   323513.09
      141391 | Arnaldo Jardim                      | PASSAGEM AÉREA - SIGEPA                                   |             214 |   217373.86
      141391 | Arnaldo Jardim                      | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              29 |   115904.51
      141391 | Arnaldo Jardim                      | COMBUSTÍVEIS E LUBRIFICANTES.                             |             644 |    93469.86
      141391 | Arnaldo Jardim                      | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |             356 |    32787.03
      141391 | Arnaldo Jardim                      | TELEFONIA                                                 |             175 |    28516.68
      141391 | Arnaldo Jardim                      | PASSAGEM AÉREA - RPA                                      |               8 |    18035.77
      141391 | Arnaldo Jardim                      | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |              12 |     5544.97
      141391 | Arnaldo Jardim                      | PASSAGEM AÉREA - REEMBOLSO                                |               2 |     3226.65
      141391 | Arnaldo Jardim                      | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |               6 |      731.80
      141391 | Arnaldo Jardim                      | SERVIÇOS POSTAIS                                          |               5 |      135.30
      204414 | Aroldo Martins                      | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |               2 |     8606.00
      204414 | Aroldo Martins                      | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |               1 |     3600.00
      204414 | Aroldo Martins                      | COMBUSTÍVEIS E LUBRIFICANTES.                             |               5 |     1398.92
      204414 | Aroldo Martins                      | TELEFONIA                                                 |               3 |      236.91
      160541 | Arthur Lira                         | PASSAGEM AÉREA - SIGEPA                                   |              83 |   133005.76
      160541 | Arthur Lira                         | COMBUSTÍVEIS E LUBRIFICANTES.                             |             405 |   120079.68
      160541 | Arthur Lira                         | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |               4 |   100000.00
      160541 | Arthur Lira                         | PASSAGEM AÉREA - REEMBOLSO                                |               2 |    81639.70
      160541 | Arthur Lira                         | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              15 |    56760.00
      160541 | Arthur Lira                         | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              39 |    38293.00
      160541 | Arthur Lira                         | TELEFONIA                                                 |              72 |     7959.20
      160541 | Arthur Lira                         | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |               1 |     2490.00
      160600 | Arthur Oliveira Maia                | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             124 |   368443.58
      160600 | Arthur Oliveira Maia                | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              31 |   318273.40
      160600 | Arthur Oliveira Maia                | PASSAGEM AÉREA - SIGEPA                                   |             301 |   279751.72
      160600 | Arthur Oliveira Maia                | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              78 |   259843.35
      160600 | Arthur Oliveira Maia                | COMBUSTÍVEIS E LUBRIFICANTES.                             |             397 |   226392.78
      160600 | Arthur Oliveira Maia                | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |             302 |   155694.10
      160600 | Arthur Oliveira Maia                | TELEFONIA                                                 |             208 |    55088.01
      160600 | Arthur Oliveira Maia                | PASSAGEM AÉREA - REEMBOLSO                                |              11 |    28635.23
      160600 | Arthur Oliveira Maia                | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        |               2 |    26000.00
      160600 | Arthur Oliveira Maia                | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               |              26 |     4572.99
      160600 | Arthur Oliveira Maia                | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |              67 |     2019.20
      160600 | Arthur Oliveira Maia                | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |              17 |     1613.14
      160600 | Arthur Oliveira Maia                | PASSAGEM AÉREA - RPA                                      |               6 |      701.88
       74090 | Átila Lins                          | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        |              51 |  1024760.00
       74090 | Átila Lins                          | PASSAGEM AÉREA - RPA                                      |             158 |   355838.17
       74090 | Átila Lins                          | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              67 |   247000.00
       74090 | Átila Lins                          | PASSAGEM AÉREA - REEMBOLSO                                |              19 |   162423.27
       74090 | Átila Lins                          | PASSAGEM AÉREA - SIGEPA                                   |              61 |    74222.42
       74090 | Átila Lins                          | TELEFONIA                                                 |             107 |    68120.89
       74090 | Átila Lins                          | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |               1 |     5350.50
       74090 | Átila Lins                          | SERVIÇOS POSTAIS                                          |               2 |      232.32
      123086 | Átila Lira                          | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              36 |   454400.00
      123086 | Átila Lira                          | COMBUSTÍVEIS E LUBRIFICANTES.                             |             101 |   299001.33
      123086 | Átila Lira                          | PASSAGEM AÉREA - SIGEPA                                   |             315 |   260013.82
      123086 | Átila Lira                          | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              78 |   259356.04
      123086 | Átila Lira                          | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  |              24 |   203999.04
      123086 | Átila Lira                          | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             149 |   194651.48
      123086 | Átila Lira                          | TELEFONIA                                                 |             142 |    18241.89
       74459 | Átila Lira                          | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |               1 |    12700.00
       74459 | Átila Lira                          | COMBUSTÍVEIS E LUBRIFICANTES.                             |               1 |     5889.97
       74459 | Átila Lira                          | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |               1 |     4547.20
      123086 | Átila Lira                          | PASSAGEM AÉREA - REEMBOLSO                                |               2 |     3614.56
      123086 | Átila Lira                          | PASSAGEM AÉREA - RPA                                      |               5 |     2164.61
      123086 | Átila Lira                          | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |               2 |     1970.20
       74459 | Átila Lira                          | PASSAGEM AÉREA - SIGEPA                                   |               2 |     1436.74
       74459 | Átila Lira                          | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |               1 |     1329.50
       74459 | Átila Lira                          | TELEFONIA                                                 |               3 |      961.58
       74459 | Átila Lira                          | SERVIÇOS POSTAIS                                          |               4 |      553.40
      160665 | Augusto Coutinho                    | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             580 |   772848.23
      160665 | Augusto Coutinho                    | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              54 |   459514.00
      160665 | Augusto Coutinho                    | PASSAGEM AÉREA - SIGEPA                                   |             235 |   219912.67
      160665 | Augusto Coutinho                    | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              63 |   162300.23
      160665 | Augusto Coutinho                    | COMBUSTÍVEIS E LUBRIFICANTES.                             |             535 |   115200.00
      160665 | Augusto Coutinho                    | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |              48 |    30266.48
      160665 | Augusto Coutinho                    | TELEFONIA                                                 |              95 |    21602.25
      160665 | Augusto Coutinho                    | PASSAGEM AÉREA - REEMBOLSO                                |               5 |    16999.49
      160665 | Augusto Coutinho                    | PASSAGEM AÉREA - RPA                                      |               6 |     8999.57
      160665 | Augusto Coutinho                    | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |              85 |     2780.96
      160665 | Augusto Coutinho                    | ASSINATURA DE PUBLICAÇÕES                                 |               6 |     2421.96
      160665 | Augusto Coutinho                    | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |              18 |     1527.36
      160665 | Augusto Coutinho                    | SERVIÇOS POSTAIS                                          |              10 |      746.66
      160665 | Augusto Coutinho                    | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  |               3 |      694.08
      220577 | Augusto Puppio                      | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              36 |   760599.00
      220577 | Augusto Puppio                      | PASSAGEM AÉREA - SIGEPA                                   |             371 |   310986.29
      220577 | Augusto Puppio                      | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              31 |   229057.48
      220577 | Augusto Puppio                      | COMBUSTÍVEIS E LUBRIFICANTES.                             |             270 |    65544.72
      220577 | Augusto Puppio                      | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              24 |    41507.20
      220577 | Augusto Puppio                      | TELEFONIA                                                 |              69 |     7641.92
      220577 | Augusto Puppio                      | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |               4 |     4346.34
      204509 | Áurea Carolina                      | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |               6 |    29589.00
      204509 | Áurea Carolina                      | PASSAGEM AÉREA - REEMBOLSO                                |               1 |     2532.27
      204509 | Áurea Carolina                      | SERVIÇOS POSTAIS                                          |               1 |     1456.00
      204509 | Áurea Carolina                      | COMBUSTÍVEIS E LUBRIFICANTES.                             |               5 |     1171.16
      204509 | Áurea Carolina                      | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |               2 |      873.89
      204509 | Áurea Carolina                      | TELEFONIA                                                 |               2 |      103.04
      204509 | Áurea Carolina                      | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |               1 |       35.11
      160512 | Aureo Ribeiro                       | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              69 |   643010.79
      160512 | Aureo Ribeiro                       | PASSAGEM AÉREA - SIGEPA                                   |             550 |   616911.71
      160512 | Aureo Ribeiro                       | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             134 |   121787.96
      160512 | Aureo Ribeiro                       | TELEFONIA                                                 |             120 |    10622.06
      160512 | Aureo Ribeiro                       | PASSAGEM AÉREA - RPA                                      |               2 |     7141.02
      160512 | Aureo Ribeiro                       | PASSAGEM AÉREA - REEMBOLSO                                |               3 |     6930.07
      160512 | Aureo Ribeiro                       | SERVIÇOS POSTAIS                                          |               1 |      184.03
       69871 | Bacelar                             | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              59 |   618963.09
       69871 | Bacelar                             | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              40 |   541013.00
       69871 | Bacelar                             | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              89 |   308399.00
       69871 | Bacelar                             | PASSAGEM AÉREA - SIGEPA                                   |             216 |   134724.07
       69871 | Bacelar                             | COMBUSTÍVEIS E LUBRIFICANTES.                             |             305 |    93036.19
       69871 | Bacelar                             | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  |               4 |    33000.00
       69871 | Bacelar                             | TELEFONIA                                                 |              95 |    19184.12
       69871 | Bacelar                             | SERVIÇOS POSTAIS                                          |               3 |       98.45
      178975 | Baleia Rossi                        | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             406 |   668320.23
      178975 | Baleia Rossi                        | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              35 |   167214.85
      178975 | Baleia Rossi                        | PASSAGEM AÉREA - SIGEPA                                   |             318 |   120034.90
      178975 | Baleia Rossi                        | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              21 |    82149.10
      178975 | Baleia Rossi                        | TELEFONIA                                                 |             166 |    78511.13
      178975 | Baleia Rossi                        | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  |              35 |    16660.00
      178975 | Baleia Rossi                        | PASSAGEM AÉREA - RPA                                      |              13 |     5422.61
      178975 | Baleia Rossi                        | ASSINATURA DE PUBLICAÇÕES                                 |               3 |     2010.00
      178975 | Baleia Rossi                        | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               |               5 |     1970.52
      178975 | Baleia Rossi                        | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |               3 |     1241.24
      178975 | Baleia Rossi                        | PASSAGEM AÉREA - REEMBOLSO                                |               1 |     1080.67
      178975 | Baleia Rossi                        | SERVIÇOS POSTAIS                                          |               1 |       40.40
      220605 | Bandeira de Mello                   | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              69 |   372085.13
      220605 | Bandeira de Mello                   | PASSAGEM AÉREA - SIGEPA                                   |             366 |   348419.71
      220605 | Bandeira de Mello                   | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             152 |   310900.40
      220605 | Bandeira de Mello                   | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |             192 |   141805.82
      220605 | Bandeira de Mello                   | COMBUSTÍVEIS E LUBRIFICANTES.                             |             605 |   135483.30
      220605 | Bandeira de Mello                   | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |             677 |    36410.71
      220605 | Bandeira de Mello                   | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |             330 |    25920.96
      220605 | Bandeira de Mello                   | TELEFONIA                                                 |              64 |    10621.13
      220605 | Bandeira de Mello                   | PASSAGEM AÉREA - REEMBOLSO                                |               3 |     8035.36
      220605 | Bandeira de Mello                   | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |               1 |     1533.63
      220612 | Bebeto                              | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              47 |   493762.65
      220612 | Bebeto                              | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              39 |   461700.00
      220612 | Bebeto                              | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              51 |   407238.54
      220612 | Bebeto                              | PASSAGEM AÉREA - SIGEPA                                   |             236 |   138628.42
      220612 | Bebeto                              | COMBUSTÍVEIS E LUBRIFICANTES.                             |             541 |   136093.60
      220612 | Bebeto                              | PASSAGEM AÉREA - RPA                                      |               9 |    15244.56
      220612 | Bebeto                              | TELEFONIA                                                 |              86 |     6781.81
      220612 | Bebeto                              | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |               4 |     4753.90
      220612 | Bebeto                              | PASSAGEM AÉREA - REEMBOLSO                                |               1 |     2592.41
      220612 | Bebeto                              | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |              10 |      814.06
       73701 | Benedita da Silva                   | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              42 |   724100.00
       73701 | Benedita da Silva                   | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             114 |   354760.17
       73701 | Benedita da Silva                   | PASSAGEM AÉREA - SIGEPA                                   |             219 |   175966.53
