Q8 complemento - ranking completo de influencia legislativa
 ano_dados | id_deputado |                nome                 | proposicoes_autoria | proposicoes_aprovadas | pct_aprovadas 
      2023 |       73885 | SERAFIM VENZON                      |                   1 |                     0 |          0.00
      2023 |       73886 | ADÃO PRETTO                         |                   2 |                     0 |          0.00
      2023 |       73887 | ADYLSON MOTTA                       |                   2 |                     0 |          0.00
      2023 |       73891 | Darcísio Perondi                    |                   2 |                     0 |          0.00
      2023 |       73893 | ENIO BACCI                          |                   1 |                     0 |          0.00
      2023 |       73894 | ESTHER GROSSI                       |                   1 |                     0 |          0.00
      2023 |       73896 | FETTER JUNIOR                       |                   1 |                     0 |          0.00
      2023 |       73904 | MENDES RIBEIRO FILHO                |                   5 |                     0 |          0.00
      2023 |       73908 | ODACIR KLEIN                        |                   2 |                     0 |          0.00
      2023 |       73909 | OSVALDO BIOLCHI                     |                   1 |                     0 |          0.00
      2023 |       73910 | PAULO PAIM                          |                   5 |                     0 |          0.00
      2023 |       73921 | PASTOR FRANKEMBERGEN                |                   2 |                     0 |          0.00
      2023 |       73924 | DAVI ALCOLUMBRE                     |                   2 |                     0 |          0.00
      2023 |       73940 | HENRIQUE AFONSO                     |                   2 |                     0 |          0.00
      2023 |       73941 | JOÃO CORREIA                        |                   1 |                     0 |          0.00
      2023 |       73945 | EDUARDO GOMES                       |                   9 |                     0 |          0.00
      2023 |       73946 | HOMERO BARRETO                      |                   1 |                     0 |          0.00
      2023 |       73956 | RICARDO CORRÊA                      |                   1 |                     0 |          0.00
      2023 |       73979 | ALCESTE ALMEIDA                     |                   1 |                     0 |          0.00
      2023 |       73980 | ELTON ROHNELT                       |                   1 |                     0 |          0.00
      2023 |       73982 | LUCIANO CASTRO                      |                   1 |                     0 |          0.00
      2023 |       73986 | SALOMÃO CRUZ                        |                   1 |                     0 |          0.00
      2023 |       73990 | FIORAVANTE                          |                   1 |                     0 |          0.00
      2023 |       73992 | YEDA CRUSIUS                        |                   2 |                     0 |          0.00
      2023 |       74000 | CHICO DA PRINCESA                   |                   4 |                     0 |          0.00
      2023 |       74010 | VALDIR COLATTO                      |                   1 |                     0 |          0.00
      2023 |       74016 | COSTA FERREIRA                      |                   1 |                     0 |          0.00
      2023 |       74027 | RIBAMAR ALVES                       |                   2 |                     0 |          0.00
      2023 |       74039 | SANDRA ROSADO                       |                   5 |                     0 |          0.00
      2023 |       74050 | MAURÍCIO QUINTELLA LESSA            |                   1 |                     0 |          0.00
      2023 |       74056 | MENDONÇA PRADO                      |                   1 |                     0 |          0.00
      2023 |       74060 | Daniel Almeida                      |                 197 |                     0 |          0.00
      2023 |       74063 | FERNANDO DE FABINHO                 |                   1 |                     0 |          0.00
      2023 |       74068 | RAQUEL CAPIBERIBE                   |                   1 |                     0 |          0.00
      2023 |       74076 | GERSON PERES                        |                   2 |                     0 |          0.00
      2023 |       74077 | GIOVANNI QUEIROZ                    |                   1 |                     0 |          0.00
      2023 |       74082 | PAULO ROCHA                         |                   1 |                     0 |          0.00
      2023 |       74100 | EXPEDITO JÚNIOR                     |                   4 |                     0 |          0.00
      2023 |       74108 | NARCIO RODRIGUES                    |                   2 |                     0 |          0.00
      2023 |       74111 | PEDRO HENRY                         |                   2 |                     0 |          0.00
      2023 |       74114 | MÁRIO MARTINS                       |                   1 |                     0 |          0.00
      2023 |       74136 | VALDECI OLIVEIRA                    |                   2 |                     0 |          0.00
      2023 |       74137 | LUIZ EDUARDO GREENHALGH             |                   1 |                     0 |          0.00
      2023 |       74139 | GUILHERME MENEZES                   |                   1 |                     0 |          0.00
      2023 |       74140 | JOSÉ CARLOS ARAÚJO                  |                   1 |                     0 |          0.00
      2023 |       74141 | Josias Gomes                        |                  61 |                     0 |          0.00
      2023 |       74143 | MARCELO GUIMARÃES FILHO             |                   1 |                     0 |          0.00
      2023 |       74150 | DR. FRANCISCO GONÇALVES             |                   2 |                     0 |          0.00
      2023 |       74152 | ISAIAS SILVESTRE                    |                   4 |                     0 |          0.00
      2023 |       74158 | Mário Heringer                      |                 213 |                     0 |          0.00
      2023 |       74160 | Patrus Ananias                      |                 437 |                     0 |          0.00
      2023 |       74161 | Reginaldo Lopes                     |                 147 |                     0 |          0.00
      2023 |       74163 | CARLOS MANATO                       |                   2 |                     0 |          0.00
      2023 |       74169 | BERNARDO ARISTON                    |                   1 |                     0 |          0.00
      2023 |       74170 | JOÃO MENDES DE JESUS                |                   2 |                     0 |          0.00
      2023 |       74173 | EDUARDO CUNHA                       |                   3 |                     0 |          0.00
      2023 |       74189 | FREIRE JÚNIOR                       |                   1 |                     0 |          0.00
      2023 |       74200 | Gastão Vieira                       |                   1 |                     0 |          0.00
      2023 |       74207 | PEDRO NOVAIS                        |                   1 |                     0 |          0.00
      2023 |       74209 | ROBERTO ROCHA                       |                   1 |                     0 |          0.00
      2023 |       74210 | SARNEY FILHO                        |                   2 |                     0 |          0.00
      2023 |       74218 | WALTER PINHEIRO                     |                   1 |                     0 |          0.00
      2023 |       74222 | ASDRUBAL BENTES                     |                   1 |                     0 |          0.00
      2023 |       74230 | COLBERT MARTINS                     |                   4 |                     0 |          0.00
      2023 |       74252 | JUÍZA DENISE FROSSARD               |                   1 |                     0 |          0.00
      2023 |       74261 | JOÃO BATISTA                        |                   1 |                     0 |          0.00
      2023 |       74262 | Carlos Sampaio                      |                  77 |                     0 |          0.00
      2023 |       74267 | EDNA MACEDO                         |                   1 |                     0 |          0.00
      2023 |       74270 | Gilberto Nascimento                 |                 177 |                     0 |          0.00
      2023 |       74274 | JOSÉ EDUARDO CARDOZO                |                   1 |                     0 |          0.00
      2023 |       74277 | LOBBE NETO                          |                   1 |                     0 |          0.00
      2023 |       74278 | MARCELO ORTIZ                       |                   1 |                     0 |          0.00
      2023 |       74287 | JOSÉ ROBERTO ARRUDA                 |                   2 |                     0 |          0.00
      2023 |       74297 | JOSÉ LINHARES                       |                   1 |                     0 |          0.00
      2023 |       74298 | JOSÉ PIMENTEL                       |                   4 |                     0 |          0.00
      2023 |       74299 | Leônidas Cristino                   |                 125 |                     0 |          0.00
      2023 |       74300 | MARCELO TEIXEIRA                    |                   1 |                     0 |          0.00
      2023 |       74308 | VICENTE ARRUDA                      |                   3 |                     0 |          0.00
      2023 |       74318 | MUSSA DEMES                         |                   7 |                     0 |          0.00
      2023 |       74319 | Paes Landim                         |                   2 |                     0 |          0.00
      2023 |       74320 | AUGUSTO VIVEIROS                    |                   3 |                     0 |          0.00
      2023 |       74321 | BETINHO ROSADO                      |                   1 |                     0 |          0.00
      2023 |       74326 | LAÍRE ROSADO                        |                   1 |                     0 |          0.00
      2023 |       74327 | NEY LOPES                           |                   1 |                     0 |          0.00
      2023 |       74343 | DR. BENEDITO DIAS                   |                   1 |                     0 |          0.00
      2023 |       74344 | EDUARDO SEABRA                      |                   2 |                     0 |          0.00
      2023 |       74346 | JURANDIL JUAREZ                     |                   2 |                     0 |          0.00
      2023 |       74349 | BABÁ                                |                   1 |                     0 |          0.00
      2023 |       74350 | JORGE COSTA                         |                   2 |                     0 |          0.00
      2023 |       74351 | JOSUÉ BENGTSON                      |                   1 |                     0 |          0.00
      2023 |       74353 | RENILDO LEAL                        |                   1 |                     0 |          0.00
      2023 |       74354 | ZENALDO COUTINHO                    |                   2 |                     0 |          0.00
      2023 |       74356 | Silas Câmara                        |                 441 |                     0 |          0.00
      2023 |       74358 | AGNALDO MUNIZ                       |                   1 |                     0 |          0.00
      2023 |       74366 | João Campos                         |                   1 |                     0 |          0.00
      2023 |       74369 | NEYDE APARECIDA                     |                   1 |                     0 |          0.00
      2023 |       74372 | SANDES JÚNIOR                       |                   1 |                     0 |          0.00
      2023 |       74373 | BIFFI                               |                   1 |                     0 |          0.00
      2023 |       74374 | Geraldo Resende                     |                 293 |                     0 |          0.00
      2023 |       74376 | Vander Loubet                       |                 232 |                     0 |          0.00
      2023 |       74379 | CEZAR SILVESTRI                     |                   7 |                     0 |          0.00
      2023 |       74381 | DRA. CLAIR                          |                   2 |                     0 |          0.00
      2023 |       74383 | Giacobo                             |                 210 |                     0 |          0.00
      2023 |       74387 | IVAN RANZOLIN                       |                   1 |                     0 |          0.00
      2023 |       74397 | LUCIANA GENRO                       |                   1 |                     0 |          0.00
      2023 |       74400 | Paulo Pimenta                       |                   1 |                     0 |          0.00
      2023 |       74405 | ARMANDO ABÍLIO                      |                   1 |                     0 |          0.00
      2023 |       74408 | ENIVALDO RIBEIRO                    |                   2 |                     0 |          0.00
      2023 |       74414 | WILSON BRAGA                        |                   1 |                     0 |          0.00
      2023 |       74417 | FERNANDO FERRO                      |                   2 |                     0 |          0.00
      2023 |       74419 | Gonzaga Patriota                    |                   4 |                     0 |          0.00
      2023 |       74425 | JOSÉ MENDONÇA BEZERRA               |                   1 |                     0 |          0.00
      2023 |       74426 | JOSÉ MÚCIO MONTEIRO                 |                   2 |                     0 |          0.00
      2023 |       74429 | NILSON GIBSON                       |                   2 |                     0 |          0.00
      2023 |       74430 | OSVALDO COELHO                      |                   1 |                     0 |          0.00
      2023 |       74433 | ROBERTO MAGALHÃES                   |                   2 |                     0 |          0.00
      2023 |       74446 | JOSÉ ANTONIO ALMEIDA                |                   2 |                     0 |          0.00
      2023 |       74452 | ANTONIO CAMBRAIA                    |                   3 |                     0 |          0.00
      2023 |       74454 | Eunício Oliveira                    |                  42 |                     0 |          0.00
      2023 |       74455 | LEO ALCÂNTARA                       |                   6 |                     0 |          0.00
      2023 |       74458 | SÉRGIO NOVAIS                       |                   1 |                     0 |          0.00
      2023 |       74459 | Átila Lira                          |                   4 |                     0 |          0.00
      2023 |       74469 | INALDO LEITÃO                       |                   3 |                     0 |          0.00
      2023 |       74470 | MARCONDES GADELHA                   |                   1 |                     0 |          0.00
      2023 |       74471 | André de Paula                      |                   3 |                     0 |          0.00
      2023 |       74475 | CLEMENTINO COELHO                   |                   1 |                     0 |          0.00
      2023 |       74480 | FRANCISCO APPIO                     |                   1 |                     0 |          0.00
      2023 |       74482 | RUBINELLI                           |                   3 |                     0 |          0.00
      2023 |       74489 | HAMILTON CASARA                     |                   1 |                     0 |          0.00
      2023 |       74517 | BENEDITO DE LIRA                    |                   1 |                     0 |          0.00
      2023 |       74518 | CECI CUNHA                          |                   1 |                     0 |          0.00
      2023 |       74520 | JOSÉ THOMAZ NONÔ                    |                   1 |                     0 |          0.00
      2023 |       74525 | BOSCO FRANÇA                        |                   1 |                     0 |          0.00
      2023 |       74533 | SÉRGIO BARRADAS CARNEIRO            |                   1 |                     0 |          0.00
      2023 |       74534 | AROLDO CEDRAZ                       |                   3 |                     0 |          0.00
      2023 |       74538 | CORIOLANO SALES                     |                   3 |                     0 |          0.00
      2023 |       74542 | FÉLIX MENDONÇA                      |                   2 |                     0 |          0.00
      2023 |       74548 | JAQUES WAGNER                       |                   1 |                     0 |          0.00
      2023 |       74549 | JOÃO ALMEIDA                        |                   1 |                     0 |          0.00
      2023 |       74550 | João Leão                           |                 121 |                     0 |          0.00
      2023 |       74554 | José Rocha                          |                 333 |                     0 |          0.00
      2023 |       74557 | RICARDO FIUZA                       |                   2 |                     0 |          0.00
      2023 |       74558 | GIVALDO CARIMBÃO                    |                   1 |                     0 |          0.00
      2023 |       74567 | GERSON GABRIELLI                    |                   1 |                     0 |          0.00
      2023 |       74577 | CABO JÚLIO                          |                   1 |                     0 |          0.00
      2023 |       74579 | CUSTÓDIO MATTOS                     |                   1 |                     0 |          0.00
      2023 |       74580 | EDMAR MOREIRA                       |                   1 |                     0 |          0.00
      2023 |       74581 | GILMAR MACHADO                      |                   6 |                     0 |          0.00
      2023 |       74590 | RAFAEL GUERRA                       |                   2 |                     0 |          0.00
      2023 |       74591 | ROMEU QUEIROZ                       |                   3 |                     0 |          0.00
      2023 |       74633 | MANOEL CASTRO                       |                   2 |                     0 |          0.00
      2023 |       74635 | MÁRIO NEGROMONTE                    |                   3 |                     0 |          0.00
      2023 |       74638 | PRISCO VIANA                        |                   1 |                     0 |          0.00
      2023 |       74646 | Aécio Neves                         |                  18 |                     0 |          0.00
      2023 |       74648 | ARACELY DE PAULA                    |                   2 |                     0 |          0.00
      2023 |       74650 | BONIFÁCIO DE ANDRADA                |                   1 |                     0 |          0.00
      2023 |       74655 | Eduardo Barbosa                     |                   4 |                     0 |          0.00
      2023 |       74660 | HERCULANO ANGHINETTI                |                   3 |                     0 |          0.00
      2023 |       74663 | IBRAHIM ABI-ACKEL                   |                   5 |                     0 |          0.00
      2023 |       74668 | WALFRIDO MARES GUIA                 |                   1 |                     0 |          0.00
      2023 |       74671 | JOSÉ CARLOS ELIAS                   |                   1 |                     0 |          0.00
      2023 |       74676 | CARLOS RODRIGUES                    |                   5 |                     0 |          0.00
      2023 |       74681 | LUIZ RIBEIRO                        |                   1 |                     0 |          0.00
      2023 |       74698 | ANDRÉ BENASSI                       |                   2 |                     0 |          0.00
      2023 |       74699 | ANGELA GUADAGNIN                    |                   1 |                     0 |          0.00
      2023 |       74700 | FLEURY                              |                   5 |                     0 |          0.00
      2023 |       74749 | Mauro Lopes                         |                   3 |                     0 |          0.00
      2023 |       74757 | RAUL BELÉM                          |                   1 |                     0 |          0.00
      2023 |       74763 | SÉRGIO MIRANDA                      |                   1 |                     0 |          0.00
      2023 |       74771 | FEU ROSA                            |                   1 |                     0 |          0.00
      2023 |       74777 | RITA CAMATA                         |                   5 |                     0 |          0.00
      2023 |       74783 | JULIO SEMEGHINI                     |                   2 |                     0 |          0.00
      2023 |       74785 | MARCOS CINTRA                       |                   1 |                     0 |          0.00
      2023 |       74787 | MILTON MONTI                        |                   1 |                     0 |          0.00
      2023 |       74790 | NEUTON LIMA                         |                   1 |                     0 |          0.00
      2023 |       74791 | PAULO KOBAYASHI                     |                   1 |                     0 |          0.00
      2023 |       74794 | JOSÉ ROBERTO BATOCHIO               |                   4 |                     0 |          0.00
      2023 |       74799 | CELCITA PINHEIRO                    |                   3 |                     0 |          0.00
      2023 |       74802 | MAGELA                              |                   1 |                     0 |          0.00
      2023 |       74810 | LUIZ BITTENCOURT                    |                   6 |                     0 |          0.00
      2023 |       74828 | ALDIR CABRAL                        |                   1 |                     0 |          0.00
      2023 |       74829 | ALEXANDRE CARDOSO                   |                   2 |                     0 |          0.00
      2023 |       74835 | CARLOS SANTANA                      |                   3 |                     0 |          0.00
      2023 |       74842 | FERNANDO GONÇALVES                  |                   3 |                     0 |          0.00
      2023 |       74844 | FRANCISCO DORNELLES                 |                   1 |                     0 |          0.00
      2023 |       74847 | JAIR BOLSONARO                      |                   2 |                     0 |          0.00
      2023 |       74852 | JOSÉ CARLOS LACERDA                 |                   2 |                     0 |          0.00
      2023 |       74858 | Lindbergh Farias                    |                 281 |                     0 |          0.00
      2023 |       80815 | Leo Prates                          |                 207 |                     0 |          0.00
      2023 |       81055 | Márcio Jerry                        |                 240 |                     0 |          0.00
      2023 |       92102 | Leur Lomanto Júnior                 |                 123 |                     0 |          0.00
      2023 |       92346 | Eduardo Bolsonaro                   |                 344 |                     0 |          0.00
      2023 |       93083 | Cacá Leão                           |                   1 |                     0 |          0.00
      2023 |      100689 | Hildo do Candango                   |                   2 |                     0 |          0.00
      2023 |      107283 | Gleisi Hoffmann                     |                 155 |                     0 |          0.00
      2023 |      109429 | Benes Leocádio                      |                 147 |                     0 |          0.00
      2023 |      116379 | Darci de Matos                      |                  63 |                     0 |          0.00
      2023 |      121948 | Adriano do Baldy                    |                 393 |                     0 |          0.00
      2023 |      122974 | Pedro Lucas Fernandes               |                 217 |                     0 |          0.00
      2023 |      128760 | Paulo Marinho Jr                    |                   4 |                     0 |          0.00
      2023 |      131432 | TOURINHO DANTAS                     |                   1 |                     0 |          0.00
      2023 |      131453 | LUIZ BRAGA                          |                   1 |                     0 |          0.00
      2023 |      132056 | PAULO MALUF                         |                   2 |                     0 |          0.00
      2023 |      132146 | JURANDYR PAIXÃO                     |                   1 |                     0 |          0.00
      2023 |      132504 | Enio Verri                          |                  27 |                     0 |          0.00
      2023 |      133839 | JOSÉ MARIA EYMAEL                   |                   1 |                     0 |          0.00
      2023 |      133852 | AMAURY MULLER                       |                   1 |                     0 |          0.00
      2023 |      133854 | JORGE UEQUED                        |                   1 |                     0 |          0.00
      2023 |      133913 | ROBERTO TORRES                      |                   1 |                     0 |          0.00
      2023 |      133937 | LUIZ GIRÃO                          |                   1 |                     0 |          0.00
      2023 |      133955 | OSVALDO MELO                        |                   1 |                     0 |          0.00
      2023 |      136811 | Afonso Hamm                         |                 342 |                     0 |          0.00
      2023 |      138286 | Luciano Alves                       |                  72 |                     0 |          0.00
      2023 |      139136 | ALOYSIO CHAVES                      |                   1 |                     0 |          0.00
      2023 |      139190 | ELIÉZER MOREIRA                     |                   1 |                     0 |          0.00
      2023 |      139236 | HORÁCIO FERRAZ                      |                   1 |                     0 |          0.00
      2023 |      139370 | THEODORO MENDES                     |                   1 |                     0 |          0.00
      2023 |      141335 | Beto Faro                           |                   1 |                     0 |          0.00
      2023 |      141344 | FERNANDO CHUCRE                     |                   1 |                     0 |          0.00
      2023 |      141374 | ALEXANDRE SILVEIRA                  |                   2 |                     0 |          0.00
      2023 |      141376 | BEL MESQUITA                        |                   3 |                     0 |          0.00
      2023 |      141377 | ANA ARRAES                          |                   2 |                     0 |          0.00
      2023 |      141386 | EUDES XAVIER                        |                   1 |                     0 |          0.00
      2023 |      141391 | Arnaldo Jardim                      |                 209 |                     0 |          0.00
      2023 |      141413 | DÉCIO LIMA                          |                   5 |                     0 |          0.00
      2023 |      141416 | EDGAR MOURY                         |                   1 |                     0 |          0.00
      2023 |      141422 | Efraim Filho                        |                   2 |                     0 |          0.00
      2023 |      141427 | Fábio Ramalho                       |                   1 |                     0 |          0.00
      2023 |      141431 | Fernando Coelho Filho               |                  56 |                     0 |          0.00
      2023 |      141436 | FLÁVIO DINO                         |                   1 |                     0 |          0.00
      2023 |      141440 | CHICO LOPES                         |                   2 |                     0 |          0.00
      2023 |      141442 | GERALDO PUDIM                       |                   2 |                     0 |          0.00
      2023 |      141451 | ILDERLEI CORDEIRO                   |                   3 |                     0 |          0.00
      2024 |      107283 | Gleisi Hoffmann                     |                  32 |                     0 |          0.00
      2024 |       62881 | Danilo Forte                        |                  76 |                     0 |          0.00
      2024 |       66385 | Julio Arcoverde                     |                  19 |                     0 |          0.00
      2024 |       66828 | Fausto Pinato                       |                  73 |                     0 |          0.00
      2024 |       68720 | Fábio Henrique                      |                  16 |                     0 |          0.00
      2024 |       69871 | Bacelar                             |                 146 |                     0 |          0.00
      2024 |       72442 | Felipe Carreras                     |                  74 |                     0 |          0.00
      2024 |       73433 | Arlindo Chinaglia                   |                  64 |                     0 |          0.00
      2024 |       73441 | Celso Russomanno                    |                  54 |                     0 |          0.00
      2024 |       73486 | Pompeo de Mattos                    |                  89 |                     0 |          0.00
      2024 |       73531 | Ivan Valente                        |                 114 |                     0 |          0.00
      2024 |       73579 | Alberto Fraga                       |                 120 |                     0 |          0.00
      2024 |       73604 | Rui Falcão                          |                  16 |                     0 |          0.00
      2024 |       73692 | Osmar Terra                         |                  49 |                     0 |          0.00
      2024 |       73701 | Benedita da Silva                   |                 112 |                     0 |          0.00
      2024 |       73768 | Dilceu Sperafico                    |                  33 |                     0 |          0.00
      2024 |       73778 | Luiz Carlos Hauly                   |                 109 |                     0 |          0.00
      2024 |       73801 | Renildo Calheiros                   |                  31 |                     0 |          0.00
      2024 |       73806 | Roseana Sarney                      |                   7 |                     0 |          0.00
      2024 |       74041 | Luiz Couto                          |                 168 |                     0 |          0.00
      2024 |       74043 | Wellington Roberto                  |                  20 |                     0 |          0.00
      2024 |       74044 | Wilson Santiago                     |                  37 |                     0 |          0.00
      2024 |       74052 | Bosco Costa                         |                   1 |                     0 |          0.00
      2024 |       74057 | Alice Portugal                      |                 104 |                     0 |          0.00
      2024 |       74060 | Daniel Almeida                      |                  68 |                     0 |          0.00
      2024 |       74075 | Elcione Barbalho                    |                  24 |                     0 |          0.00
      2024 |       74079 | José Priante                        |                  13 |                     0 |          0.00
      2024 |       74084 | Raimundo Santos                     |                 761 |                     0 |          0.00
      2024 |       74090 | Átila Lins                          |                  36 |                     0 |          0.00
      2024 |       74095 | Pauderney Avelino                   |                  75 |                     0 |          0.00
      2024 |       74141 | Josias Gomes                        |                  24 |                     0 |          0.00
      2024 |       74156 | Leonardo Monteiro                   |                  41 |                     0 |          0.00
      2024 |       74158 | Mário Heringer                      |                  22 |                     0 |          0.00
      2024 |       74159 | Odair Cunha                         |                 428 |                     0 |          0.00
      2024 |       74160 | Patrus Ananias                      |                 719 |                     0 |          0.00
      2024 |       74161 | Reginaldo Lopes                     |                  44 |                     0 |          0.00
      2024 |       74171 | Chico Alencar                       |                 858 |                     0 |          0.00
      2024 |       74253 | Julio Lopes                         |                 140 |                     0 |          0.00
      2024 |       74262 | Carlos Sampaio                      |                  31 |                     0 |          0.00
      2024 |       74270 | Gilberto Nascimento                 |                  33 |                     0 |          0.00
      2024 |       74273 | Jefferson Campos                    |                  46 |                     0 |          0.00
      2024 |       74283 | Vicentinho                          |                  44 |                     0 |          0.00
      2024 |       74299 | Leônidas Cristino                   |                  13 |                     0 |          0.00
      2024 |       74317 | Júlio Cesar                         |                  14 |                     0 |          0.00
      2024 |       74356 | Silas Câmara                        |                 361 |                     0 |          0.00
      2024 |       74371 | Rubens Otoni                        |                  45 |                     0 |          0.00
      2024 |       74374 | Geraldo Resende                     |                 131 |                     0 |          0.00
      2024 |       74376 | Vander Loubet                       |                  45 |                     0 |          0.00
      2024 |       74383 | Giacobo                             |                  12 |                     0 |          0.00
      2024 |       74398 | Maria do Rosário                    |                  53 |                     0 |          0.00
      2024 |       74428 | Mendonça Filho                      |                  70 |                     0 |          0.00
      2024 |       74454 | Eunício Oliveira                    |                  21 |                     0 |          0.00
      2024 |       74467 | Damião Feliciano                    |                  26 |                     0 |          0.00
      2024 |       74478 | Luciano Bivar                       |                 492 |                     0 |          0.00
      2024 |       74537 | Claudio Cajado                      |                  17 |                     0 |          0.00
      2024 |       74550 | João Leão                           |                  16 |                     0 |          0.00
      2024 |       74554 | José Rocha                          |                  25 |                     0 |          0.00
      2024 |       74574 | Paulo Magalhães                     |                  45 |                     0 |          0.00
      2024 |       74585 | Lincoln Portela                     |                  60 |                     0 |          0.00
      2024 |       74646 | Aécio Neves                         |                   9 |                     0 |          0.00
      2024 |       74696 | Alberto Mourão                      |                   8 |                     0 |          0.00
      2024 |       74784 | Luiza Erundina                      |                  51 |                     0 |          0.00
      2024 |       74848 | Jandira Feghali                     |                 139 |                     0 |          0.00
      2024 |       74856 | Laura Carneiro                      |                1028 |                     0 |          0.00
      2024 |       74858 | Lindbergh Farias                    |                 126 |                     0 |          0.00
      2024 |       80815 | Leo Prates                          |                 124 |                     0 |          0.00
      2024 |       81055 | Márcio Jerry                        |                  55 |                     0 |          0.00
      2024 |       88256 | Clodoaldo Magalhães                 |                  94 |                     0 |          0.00
      2024 |       91228 | Waldemar Oliveira                   |                 185 |                     0 |          0.00
      2024 |       92102 | Leur Lomanto Júnior                 |                  17 |                     0 |          0.00
      2024 |       92346 | Eduardo Bolsonaro                   |                  86 |                     0 |          0.00
      2024 |       92699 | Fernando Monteiro                   |                  38 |                     0 |          0.00
      2024 |       92776 | Stefano Aguiar                      |                  28 |                     0 |          0.00
      2024 |       98057 | Lafayette de Andrada                |                 174 |                     0 |          0.00
      2024 |       98148 | Cobalchini                          |                 159 |                     0 |          0.00
      2024 |       98615 | Ismael                              |                  54 |                     0 |          0.00
      2024 |      103758 | Luciano Azevedo                     |                   6 |                     0 |          0.00
      2024 |      104552 | Socorro Neri                        |                 157 |                     0 |          0.00
      2024 |      107970 | Ana Paula Leão                      |                  54 |                     0 |          0.00
      2024 |      109429 | Benes Leocádio                      |                  91 |                     0 |          0.00
      2024 |      115200 | Raniery Paulino                     |                   2 |                     0 |          0.00
      2024 |      116379 | Darci de Matos                      |                  52 |                     0 |          0.00
      2024 |      121948 | Adriano do Baldy                    |                  28 |                     0 |          0.00
      2024 |      122158 | Pedro Paulo                         |                  37 |                     0 |          0.00
      2024 |      122195 | Leonardo Gadelha                    |                  21 |                     0 |          0.00
      2024 |      122974 | Pedro Lucas Fernandes               |                  28 |                     0 |          0.00
      2024 |      123086 | Átila Lira                          |                  42 |                     0 |          0.00
      2024 |      123756 | Antônia Lúcia                       |                  46 |                     0 |          0.00
      2024 |      130398 | ANDRÉ FERNANDES                     |                   1 |                     0 |          0.00
      2024 |      131578 | JOSIAS GOMES                        |                   1 |                     0 |          0.00
      2024 |      133439 | André Figueiredo                    |                 103 |                     0 |          0.00
      2024 |      133810 | Marcelo Moraes                      |                  54 |                     0 |          0.00
      2024 |      136811 | Afonso Hamm                         |                  60 |                     0 |          0.00
      2024 |      137070 | Vicentinho Júnior                   |                  31 |                     0 |          0.00
      2024 |      138286 | Luciano Alves                       |                  28 |                     0 |          0.00
      2024 |      139285 | Lídice da Mata                      |                 124 |                     0 |          0.00
      2024 |      141391 | Arnaldo Jardim                      |                  60 |                     0 |          0.00
      2024 |      141398 | Carlos Zarattini                    |                  40 |                     0 |          0.00
      2024 |      141408 | Cleber Verde                        |                  94 |                     0 |          0.00
      2024 |      141411 | Dagoberto Nogueira                  |                  43 |                     0 |          0.00
      2024 |      141421 | Eduardo da Fonte                    |                  24 |                     0 |          0.00
      2024 |      141431 | Fernando Coelho Filho               |                  16 |                     0 |          0.00
      2024 |      141450 | Hugo Leal                           |                 155 |                     0 |          0.00
      2024 |      141456 | Jilmar Tatto                        |                  42 |                     0 |          0.00
      2024 |      141458 | João Carlos Bacelar                 |                  17 |                     0 |          0.00
      2024 |      141459 | João Maia                           |                  13 |                     0 |          0.00
      2024 |      141464 | José Airton Félix Cirilo            |                  36 |                     0 |          0.00
      2024 |      141470 | José Guimarães                      |                 184 |                     0 |          0.00
      2024 |      141480 | Lázaro Botelho                      |                  12 |                     0 |          0.00
      2024 |      141485 | Luiz Carlos Busato                  |                  29 |                     0 |          0.00
      2024 |      141487 | Luiz Fernando Faria                 |                  19 |                     0 |          0.00
      2024 |      141516 | Paulo Abi-Ackel                     |                  22 |                     0 |          0.00
      2024 |      141518 | Paulinho da Força                   |                   1 |                     0 |          0.00
      2024 |      141531 | Rodrigo de Castro                   |                  25 |                     0 |          0.00
      2024 |      141555 | Vinicius Carvalho                   |                  97 |                     0 |          0.00
      2024 |      143632 | Domingos Neto                       |                  68 |                     0 |          0.00
      2024 |      150418 | Márcio Marinho                      |                  88 |                     0 |          0.00
      2024 |      152605 | Glauber Braga                       |                  70 |                     0 |          0.00
      2024 |      153423 | Renilce Nicodemos                   |                  58 |                     0 |          0.00
      2024 |      156190 | Marcel van Hattem                   |                 257 |                     0 |          0.00
      2024 |      157130 | Túlio Gadêlha                       |                 804 |                     0 |          0.00
      2024 |      160161 | Marcelo Queiroz                     |                 113 |                     0 |          0.00
      2024 |      160510 | Luis Tibé                           |                  20 |                     0 |          0.00
      2024 |      160512 | Aureo Ribeiro                       |                 453 |                     0 |          0.00
      2024 |      160517 | Paulo Folletto                      |                  41 |                     0 |          0.00
      2024 |      160518 | Weliton Prado                       |                  73 |                     0 |          0.00
      2024 |      160527 | Aguinaldo Ribeiro                   |                   8 |                     0 |          0.00
