Q11 complemento - nuvem de palavras completa por partido
 ano_dados | sigla_partido |                      token                       | frequencia 
      2023 | NOVO          | rodoviário                                       |         10
      2023 | NOVO          | hattem                                           |         10
      2023 | NOVO          | guerra                                           |         10
      2023 | NOVO          | 26262023                                         |         10
      2023 | NOVO          | 2014                                             |         10
      2023 | NOVO          | ciência                                          |         10
      2023 | NOVO          | 7422021                                          |         10
      2023 | NOVO          | esporte                                          |         10
      2023 | NOVO          | solidariedade                                    |         10
      2023 | NOVO          | estatais                                         |         10
      2023 | NOVO          | princípio                                        |         10
      2023 | NOVO          | objetivo                                         |         10
      2023 | NOVO          | 862023                                           |         10
      2023 | NOVO          | renan                                            |         10
      2023 | NOVO          | relatório                                        |         10
      2023 | NOVO          | sugere                                           |         10
      2023 | NOVO          | nomeação                                         |         10
      2023 | NOVO          | 932023                                           |         10
      2023 | NOVO          | unidas                                           |         10
      2023 | NOVO          | 94742018                                         |         10
      2023 | NOVO          | nota                                             |         10
      2023 | NOVO          | 962015                                           |         10
      2023 | NOVO          | regularização                                    |         10
      2023 | NOVO          | wellington                                       |         10
      2023 | NOVO          | profissionais                                    |         10
      2023 | NOVO          | proposta                                         |         10
      2023 | NOVO          | administrativa                                   |         10
      2023 | NOVO          | básica                                           |         10
      2023 | NOVO          | turismo                                          |         10
      2023 | NOVO          | advocaciageral                                   |         10
      2023 | NOVO          | aeroportos                                       |         10
      2023 | NOVO          | 19412015                                         |         10
      2023 | NOVO          | exterior                                         |         10
      2023 | NOVO          | agropecuária                                     |         10
      2023 | NOVO          | realizados                                       |         10
      2023 | NOVO          | tráfico                                          |         10
      2023 | NOVO          | ampliação                                        |         10
      2023 | NOVO          | márcio                                           |         10
      2023 | NOVO          | despesas                                         |         10
      2023 | NOVO          | área                                             |          9
      2023 | NOVO          | 11542023                                         |          9
      2023 | NOVO          | novors                                           |          9
      2023 | NOVO          | atenção                                          |          9
      2023 | NOVO          | ganho                                            |          9
      2023 | NOVO          | obrigações                                       |          9
      2023 | NOVO          | messias                                          |          9
      2023 | NOVO          | imóveis                                          |          9
      2023 | NOVO          | padilha                                          |          9
      2023 | NOVO          | natural                                          |          9
      2023 | NOVO          | instituições                                     |          9
      2023 | NOVO          | 137                                              |          9
      2023 | NOVO          | mês                                              |          9
      2023 | NOVO          | apensado                                         |          9
      2023 | NOVO          | alimentos                                        |          9
      2023 | NOVO          | 59452013                                         |          9
      2023 | NOVO          | 114                                              |          9
      2023 | NOVO          | semiárido                                        |          9
      2023 | NOVO          | governança                                       |          9
      2023 | NOVO          | distribuída                                      |          9
      2023 | NOVO          | livre                                            |          9
      2023 | NOVO          | exclusão                                         |          9
      2023 | NOVO          | exclusiva                                        |          9
      2023 | NOVO          | artigos                                          |          9
      2023 | NOVO          | 27232023                                         |          9
      2023 | NOVO          | 2172016                                          |          9
      2023 | NOVO          | inácio                                           |          9
      2023 | NOVO          | empregado                                        |          9
      2023 | NOVO          | verde                                            |          9
      2023 | NOVO          | devolução                                        |          9
      2023 | NOVO          | estrangeiro                                      |          9
      2023 | NOVO          | 11852023                                         |          9
      2023 | NOVO          | folha                                            |          9
      2023 | NOVO          | fomento                                          |          9
      2023 | NOVO          | produtos                                         |          9
      2023 | NOVO          | exmo                                             |          9
      2023 | NOVO          | aniversário                                      |          9
      2023 | NOVO          | institucionais                                   |          9
      2023 | NOVO          | trata                                            |          9
      2023 | NOVO          | oferta                                           |          9
      2023 | NOVO          | extinção                                         |          9
      2023 | NOVO          | sustentável                                      |          9
      2023 | NOVO          | marinho                                          |          9
      2023 | NOVO          | 3802023                                          |          9
      2023 | NOVO          | parcelamento                                     |          9
      2023 | NOVO          | 40352023                                         |          9
      2023 | NOVO          | 1432020                                          |          9
      2023 | NOVO          | partir                                           |          9
      2023 | NOVO          | marques                                          |          9
      2023 | NOVO          | cobrança                                         |          9
      2023 | NOVO          | remoção                                          |          9
      2023 | NOVO          | orgânica                                         |          9
      2023 | NOVO          | amazonas                                         |          9
      2023 | NOVO          | emendas                                          |          9
      2023 | NOVO          | perda                                            |          9
      2023 | NOVO          | recuperação                                      |          9
      2023 | NOVO          | anterioridade                                    |          9
      2023 | NOVO          | proteção                                         |          9
      2023 | NOVO          | juventude                                        |          9
      2023 | NOVO          | povo                                             |          9
      2023 | NOVO          | argentina                                        |          9
      2023 | NOVO          | viabilidade                                      |          9
      2023 | NOVO          | 14782021                                         |          9
      2023 | NOVO          | autor                                            |          9
      2023 | NOVO          | 632023                                           |          9
      2023 | NOVO          | lavagem                                          |          9
      2023 | NOVO          | 62562019                                         |          9
      2023 | NOVO          | composição                                       |          9
      2023 | NOVO          | relativos                                        |          9
      2023 | NOVO          | compra                                           |          9
      2023 | NOVO          | obrigação                                        |          9
      2023 | NOVO          | cancelamento                                     |          8
      2023 | NOVO          | 77222017                                         |          8
      2023 | NOVO          | comitê                                           |          8
      2023 | NOVO          | tem                                              |          8
      2023 | NOVO          | organizado                                       |          8
      2023 | NOVO          | 582019                                           |          8
      2023 | NOVO          | soluções                                         |          8
      2023 | NOVO          | gás                                              |          8
      2023 | NOVO          | requeremos                                       |          8
      2023 | NOVO          | garantir                                         |          8
      2023 | NOVO          | con                                              |          8
      2023 | NOVO          | objeto                                           |          8
      2023 | NOVO          | 13105                                            |          8
      2023 | NOVO          | tomadas                                          |          8
      2023 | NOVO          | 542023                                           |          8
      2023 | NOVO          | posição                                          |          8
      2023 | NOVO          | repasse                                          |          8
      2023 | NOVO          | princípios                                       |          8
      2023 | NOVO          | devido                                           |          8
      2023 | NOVO          | ampliar                                          |          8
      2023 | NOVO          | novos                                            |          8
      2023 | NOVO          | remissão                                         |          8
      2023 | NOVO          | 52023                                            |          8
      2023 | NOVO          | porte                                            |          8
      2023 | NOVO          | mundial                                          |          8
      2023 | NOVO          | invasões                                         |          8
      2023 | NOVO          | segurado                                         |          8
      2023 | NOVO          | seguro                                           |          8
      2023 | NOVO          | solicito                                         |          8
      2023 | NOVO          | fundiárias                                       |          8
      2023 | NOVO          | canadá                                           |          8
      2023 | NOVO          | relativo                                         |          8
      2023 | NOVO          | efetividade                                      |          8
      2023 | NOVO          | cálculo                                          |          8
      2023 | NOVO          | consumo                                          |          8
      2023 | NOVO          | 1702022                                          |          8
      2023 | NOVO          | desconto                                         |          8
      2023 | NOVO          | descumprimento                                   |          8
      2023 | NOVO          | 42022020                                         |          8
      2023 | NOVO          | nºs                                              |          8
      2023 | NOVO          | produção                                         |          8
      2023 | NOVO          | exército                                         |          8
      2023 | NOVO          | cooperação                                       |          8
      2023 | NOVO          | regularidade                                     |          8
      2023 | NOVO          | sexual                                           |          8
      2023 | NOVO          | verificar                                        |          8
      2023 | NOVO          | sigilo                                           |          8
      2023 | NOVO          | aposentadoria                                    |          8
      2023 | NOVO          | profissional                                     |          8
      2023 | NOVO          | 11872023                                         |          8
      2023 | NOVO          | incluir                                          |          8
      2023 | NOVO          | projetos                                         |          8
      2023 | NOVO          | binacional                                       |          8
      2023 | NOVO          | ucrânia                                          |          8
      2023 | NOVO          | 2872008                                          |          8
      2023 | NOVO          | pesca                                            |          8
      2023 | NOVO          | tratamento                                       |          8
      2023 | NOVO          | araújo                                           |          8
      2023 | NOVO          | raras                                            |          8
      2023 | NOVO          | violação                                         |          8
      2023 | NOVO          | 22452023                                         |          8
      2023 | NOVO          | indígenas                                        |          8
      2023 | NOVO          | propriedades                                     |          8
      2023 | NOVO          | anual                                            |          8
      2023 | NOVO          | aviões                                           |          8
      2023 | NOVO          | quanto                                           |          8
      2023 | NOVO          | junto                                            |          8
      2023 | NOVO          | medicamentos                                     |          8
      2023 | NOVO          | judicial                                         |          8
      2023 | NOVO          | natureza                                         |          8
      2023 | NOVO          | decretos                                         |          8
      2023 | NOVO          | andré                                            |          8
      2023 | NOVO          | pedidos                                          |          8
      2023 | NOVO          | sociedade                                        |          8
      2023 | NOVO          | austrália                                        |          8
      2023 | NOVO          | democracia                                       |          8
      2023 | NOVO          | 2013                                             |          8
      2023 | NOVO          | revisão                                          |          8
      2023 | NOVO          | escola                                           |          8
      2023 | NOVO          | 65592016                                         |          8
      2023 | NOVO          | 2010                                             |          8
      2023 | NOVO          | 68812017                                         |          8
      2023 | NOVO          | ofício                                           |          8
      2023 | NOVO          | prejuízos                                        |          8
      2023 | NOVO          | sobreira                                         |          8
      2023 | NOVO          | envolvam                                         |          8
      2023 | NOVO          | cidade                                           |          8
      2023 | NOVO          | 2007                                             |          8
      2023 | NOVO          | 14133                                            |          8
      2023 | NOVO          | 642023                                           |          8
      2023 | NOVO          | assinaturas                                      |          8
      2023 | NOVO          | 2017                                             |          8
      2023 | NOVO          | suspensão                                        |          8
      2023 | NOVO          | centro                                           |          8
      2023 | NOVO          | ativos                                           |          7
      2023 | NOVO          | enfrentamento                                    |          7
      2023 | NOVO          | infraestrutura                                   |          7
      2023 | NOVO          | 9250                                             |          7
      2023 | NOVO          | 24392023                                         |          7
      2023 | NOVO          | financeiro                                       |          7
      2023 | NOVO          | admissão                                         |          7
      2023 | NOVO          | adoção                                           |          7
      2023 | NOVO          | vedar                                            |          7
      2023 | NOVO          | feriado                                          |          7
      2023 | NOVO          | curso                                            |          7
      2023 | NOVO          | reforma                                          |          7
      2023 | NOVO          | frança                                           |          7
      2023 | NOVO          | dam                                              |          7
      2023 | NOVO          | 8902023                                          |          7
      2023 | NOVO          | 2012                                             |          7
      2023 | NOVO          | comemorar                                        |          7
      2023 | NOVO          | rural                                            |          7
      2023 | NOVO          | 662023                                           |          7
      2023 | NOVO          | débito                                           |          7
      2023 | NOVO          | fgts                                             |          7
      2023 | NOVO          | iidai                                            |          7
      2023 | NOVO          | advocacia                                        |          7
      2023 | NOVO          | visa                                             |          7
      2023 | NOVO          | arma                                             |          7
      2023 | NOVO          | gastos                                           |          7
      2023 | NOVO          | 7812021                                          |          7
      2023 | NOVO          | alienação                                        |          7
      2023 | NOVO          | sede                                             |          7
      2023 | NOVO          | tempo                                            |          7
      2023 | NOVO          | conflito                                         |          7
      2023 | NOVO          | 3472019                                          |          7
      2023 | NOVO          | 53152009                                         |          7
      2023 | NOVO          | 19522007                                         |          7
      2023 | NOVO          | origem                                           |          7
      2023 | NOVO          | 28912021                                         |          7
      2023 | NOVO          | escolar                                          |          7
      2023 | NOVO          | julgado                                          |          7
      2023 | NOVO          | decorrer                                         |          7
      2023 | NOVO          | 1172022                                          |          7
      2023 | NOVO          | desastres                                        |          7
      2023 | NOVO          | faixa                                            |          7
      2023 | NOVO          | comercialização                                  |          7
      2023 | NOVO          | posicionamento                                   |          7
      2023 | NOVO          | agente                                           |          7
      2023 | NOVO          | todo                                             |          7
      2023 | NOVO          | jovens                                           |          7
      2023 | NOVO          | 1997                                             |          7
      2023 | NOVO          | empregador                                       |          7
      2023 | NOVO          | definição                                        |          7
      2023 | NOVO          | qualquer                                         |          7
      2023 | NOVO          | caso                                             |          7
      2023 | NOVO          | doméstica                                        |          7
      2023 | NOVO          | ministrochefe                                    |          7
      2023 | NOVO          | américa                                          |          7
      2023 | NOVO          | móveis                                           |          7
      2023 | NOVO          | 12021                                            |          7
      2023 | NOVO          | japão                                            |          7
      2023 | NOVO          | margareth                                        |          7
      2023 | NOVO          | incentivo                                        |          7
      2023 | NOVO          | 28762015                                         |          7
      2023 | NOVO          | menezes                                          |          7
      2023 | NOVO          | reversal                                         |          7
      2023 | NOVO          | normas                                           |          7
      2023 | NOVO          | vinte                                            |          7
      2023 | NOVO          | nesta                                            |          7
      2023 | NOVO          | 17682023                                         |          7
      2023 | NOVO          | programas                                        |          7
      2023 | NOVO          | aprovada                                         |          7
      2023 | NOVO          | regras                                           |          7
      2023 | NOVO          | domingo                                          |          7
      2023 | NOVO          | instrução                                        |          7
      2023 | NOVO          | 36632020                                         |          7
      2023 | NOVO          | atualização                                      |          7
      2023 | NOVO          | contratações                                     |          7
      2023 | NOVO          | mte                                              |          7
      2023 | NOVO          | bndes                                            |          7
      2023 | NOVO          | manutenção                                       |          7
      2023 | NOVO          | integridade                                      |          7
      2023 | NOVO          | criado                                           |          7
      2023 | NOVO          | criar                                            |          7
      2023 | NOVO          | itaipu                                           |          7
      2023 | NOVO          | formalizada                                      |          7
      2023 | NOVO          | petrobras                                        |          7
      2023 | NOVO          | líder                                            |          7
      2023 | NOVO          | racial                                           |          7
      2023 | NOVO          | trânsito                                         |          7
      2023 | NOVO          | telecomunicações                                 |          7
      2023 | NOVO          | criminosa                                        |          7
      2023 | NOVO          | casos                                            |          7
      2023 | NOVO          | benefícios                                       |          7
      2023 | NOVO          | procedimentos                                    |          7
      2023 | NOVO          | terceiro                                         |          7
      2023 | NOVO          | cuja                                             |          7
      2023 | NOVO          | mérito                                           |          7
      2023 | NOVO          | percentual                                       |          7
      2023 | NOVO          | 051121                                           |          7
      2023 | NOVO          | particular                                       |          7
      2023 | NOVO          | interesse                                        |          7
      2023 | NOVO          | integrado                                        |          7
      2023 | NOVO          | financeiramente                                  |          6
      2023 | NOVO          | físico                                           |          6
      2023 | NOVO          | monitoramento                                    |          6
      2023 | NOVO          | gestor                                           |          6
      2023 | NOVO          | global                                           |          6
      2023 | NOVO          | 11622023                                         |          6
      2023 | NOVO          | graves                                           |          6
      2023 | NOVO          | 30552004                                         |          6
      2023 | NOVO          | minigeração                                      |          6
      2023 | NOVO          | hipótese                                         |          6
      2023 | NOVO          | militar                                          |          6
      2023 | NOVO          | ibge                                             |          6
      2023 | NOVO          | identificação                                    |          6
      2023 | NOVO          | 11642023                                         |          6
      2023 | NOVO          | imagens                                          |          6
      2023 | NOVO          | micro                                            |          6
      2023 | NOVO          | metodologia                                      |          6
      2023 | NOVO          | 11652023                                         |          6
      2023 | NOVO          | imunização                                       |          6
      2023 | NOVO          | 32023                                            |          6
      2023 | NOVO          | inconstitucional                                 |          6
      2023 | NOVO          | indicadores                                      |          6
      2023 | NOVO          | médico                                           |          6
      2023 | NOVO          | indulto                                          |          6
      2023 | NOVO          | medicamento                                      |          6
      2023 | NOVO          | início                                           |          6
      2023 | NOVO          | instância                                        |          6
      2023 | NOVO          | interesses                                       |          6
      2023 | NOVO          | internacionais                                   |          6
      2023 | NOVO          | mandato                                          |          6
      2023 | NOVO          | investimentos                                    |          6
      2023 | NOVO          | judicialização                                   |          6
      2023 | NOVO          | luciana                                          |          6
      2023 | NOVO          | 36262023                                         |          6
      2023 | NOVO          | simone                                           |          6
      2023 | NOVO          | 38112019                                         |          6
      2023 | NOVO          | versa                                            |          6
      2023 | NOVO          | verônica                                         |          6
      2023 | NOVO          | severos                                          |          6
      2023 | NOVO          | 43062020                                         |          6
      2023 | NOVO          | serão                                            |          6
      2023 | NOVO          | 12512                                            |          6
      2023 | NOVO          | 12527                                            |          6
      2023 | NOVO          | 45032019                                         |          6
      2023 | NOVO          | senado                                           |          6
      2023 | NOVO          | veículos                                         |          6
      2023 | NOVO          | 5042010                                          |          6
      2023 | NOVO          | segunda                                          |          6
      2023 | NOVO          | secretários                                      |          6
      2023 | NOVO          | valorização                                      |          6
      2023 | NOVO          | saqueaniversário                                 |          6
      2023 | NOVO          | sanitário                                        |          6
      2023 | NOVO          | 55032019                                         |          6
      2023 | NOVO          | rodrigues                                        |          6
      2023 | NOVO          | 63852016                                         |          6
      2023 | NOVO          | 71996                                            |          6
      2023 | NOVO          | resultados                                       |          6
      2023 | NOVO          | reservatório                                     |          6
      2023 | NOVO          | 8078                                             |          6
      2023 | NOVO          | repercussão                                      |          6
      2023 | NOVO          | relatorgeral                                     |          6
      2023 | NOVO          | 91332017                                         |          6
      2023 | NOVO          | 92023                                            |          6
      2023 | NOVO          | 92262017                                         |          6
      2023 | NOVO          | reinjeção                                        |          6
      2023 | NOVO          | 9731                                             |          6
      2023 | NOVO          | abordado                                         |          6
      2023 | NOVO          | regulação                                        |          6
      2023 | NOVO          | regionalização                                   |          6
      2023 | NOVO          | 15802019                                         |          6
      2023 | NOVO          | adolescência                                     |          6
      2023 | NOVO          | 166                                              |          6
      2023 | NOVO          | agu                                              |          6
      2023 | NOVO          | água                                             |          6
      2023 | NOVO          | alterar                                          |          6
      2023 | NOVO          | alvorada                                         |          6
      2023 | NOVO          | ampla                                            |          6
      2023 | NOVO          | questões                                         |          6
      2023 | NOVO          | aquicultura                                      |          6
      2023 | NOVO          | atentados                                        |          6
      2023 | NOVO          | zero                                             |          6
      2023 | NOVO          | autoriza                                         |          6
      2023 | NOVO          | baixos                                           |          6
      2023 | NOVO          | bancada                                          |          6
      2023 | NOVO          | barbalho                                         |          6
      2023 | NOVO          | barroso                                          |          6
      2023 | NOVO          | promovidos                                       |          6
      2023 | NOVO          | beneficiário                                     |          6
      2023 | NOVO          | bilaterais                                       |          6
      2023 | NOVO          | bim                                              |          6
      2023 | NOVO          | biodiesel                                        |          6
      2023 | NOVO          | bitributação                                     |          6
      2023 | NOVO          | boa                                              |          6
      2023 | NOVO          | tortura                                          |          6
      2023 | NOVO          | proferidas                                       |          6
      2023 | NOVO          | produzido                                        |          6
      2023 | NOVO          | produtiva                                        |          6
      2023 | NOVO          | procuradoriageral                                |          6
      2023 | NOVO          | procuradoria                                     |          6
      2023 | NOVO          | procedimento                                     |          6
      2023 | NOVO          | cadastro                                         |          6
      2023 | NOVO          | privada                                          |          6
      2023 | NOVO          | prioridades                                      |          6
      2023 | NOVO          | capitalização                                    |          6
      2023 | NOVO          | cargo                                            |          6
      2023 | NOVO          | carneiro                                         |          6
      2023 | NOVO          | celebração                                       |          6
      2023 | NOVO          | 20002022                                         |          6
      2023 | NOVO          | prestador                                        |          6
      2023 | NOVO          | prestadas                                        |          6
      2023 | NOVO          | 2004                                             |          6
      2023 | NOVO          | classificadas                                    |          6
      2023 | NOVO          | vítimas                                          |          6
      2023 | NOVO          | prática                                          |          6
      2023 | NOVO          | coletiva                                         |          6
      2023 | NOVO          | ppa                                              |          6
      2023 | NOVO          | combustível                                      |          6
      2023 | NOVO          | comercial                                        |          6
      2023 | NOVO          | comissões                                        |          6
      2023 | NOVO          | comitês                                          |          6
      2023 | NOVO          | companhia                                        |          6
      2023 | NOVO          | comum                                            |          6
      2023 | NOVO          | tiro                                             |          6
      2023 | NOVO          | concorrência                                     |          6
      2023 | NOVO          | condenada                                        |          6
      2023 | NOVO          | confisco                                         |          6
      2023 | NOVO          | vítima                                           |          6
      2023 | NOVO          | 2092023                                          |          6
      2023 | NOVO          | visto                                            |          6
      2023 | NOVO          | terríveis                                        |          6
      2023 | NOVO          | conteúdos                                        |          6
      2023 | NOVO          | pns                                              |          6
      2023 | NOVO          | plurianual                                       |          6
      2023 | NOVO          | plenária                                         |          6
      2023 | NOVO          | plataformas                                      |          6
      2023 | NOVO          | planalto                                         |          6
      2023 | NOVO          | crack                                            |          6
      2023 | NOVO          | pimenta                                          |          6
      2023 | NOVO          | pertfim                                          |          6
      2023 | NOVO          | perpetrados                                      |          6
      2023 | NOVO          | dar                                              |          6
      2023 | NOVO          | define                                           |          6
      2023 | NOVO          | democrático                                      |          6
      2023 | NOVO          | desconstituição                                  |          6
      2023 | NOVO          | desenvolvidos                                    |          6
      2023 | NOVO          | determinado                                      |          6
      2023 | NOVO          | pcc                                              |          6
      2023 | NOVO          | diárias                                          |          6
      2023 | NOVO          | tecnologias                                      |          6
      2023 | NOVO          | patrimônio                                       |          6
      2023 | NOVO          | dinheiro                                         |          6
      2023 | NOVO          | passageiros                                      |          6
      2023 | NOVO          | disciplina                                       |          6
      2023 | NOVO          | disciplinar                                      |          6
      2023 | NOVO          | disposições                                      |          6
      2023 | NOVO          | disseminação                                     |          6
      2023 | NOVO          | parte                                            |          6
      2023 | NOVO          | vinícius                                         |          6
      2023 | NOVO          | drogas                                           |          6
      2023 | NOVO          | tebet                                            |          6
      2023 | NOVO          | dweck                                            |          6
      2023 | NOVO          | edson                                            |          6
      2023 | NOVO          | ouvido                                           |          6
      2023 | NOVO          | eleitoral                                        |          6
      2023 | NOVO          | eletrobras                                       |          6
      2023 | NOVO          | empregados                                       |          6
      2023 | NOVO          | encaminhamento                                   |          6
      2023 | NOVO          | enchentes                                        |          6
      2023 | NOVO          | encontros                                        |          6
      2023 | NOVO          | enem                                             |          6
      2023 | NOVO          | entes                                            |          6
      2023 | NOVO          | envio                                            |          6
      2023 | NOVO          | 11472022                                         |          6
      2023 | NOVO          | onu                                              |          6
      2023 | NOVO          | esgoto                                           |          6
      2023 | NOVO          | ocde                                             |          6
      2023 | NOVO          | esposa                                           |          6
      2023 | NOVO          | estabelecimentos                                 |          6
      2023 | NOVO          | esther                                           |          6
      2023 | NOVO          | novas                                            |          6
      2023 | NOVO          | evidentemente                                    |          6
      2023 | NOVO          | vida                                             |          6
      2023 | NOVO          | nonagesimal                                      |          6
      2023 | NOVO          | 27212023                                         |          6
      2023 | NOVO          | expressão                                        |          6
      2023 | NOVO          | níveis                                           |          6
      2023 | NOVO          | 28122023                                         |          6
      2023 | NOVO          | federativa                                       |          6
      2023 | NOVO          | subcomissão                                      |          6
