Q5 complemento - ranking completo de fornecedores
 ano_dados |                                                                   fornecedor                                                                   | qtd_lancamentos | total_pago  
      2024 | AUTO POSTO IRMAOS MUCELIN LTDA                                                                                                                 |               2 |      391.91
      2024 | SANTO MAR RESTAURANTE E EMPORIO LTDA                                                                                                           |               3 |      391.80
      2024 | COMERCIAL MARCESOP LTDA                                                                                                                        |               1 |      391.79
      2024 | AUTO POSTO MARQUES DE S VICENTE LT                                                                                                             |               2 |      391.76
      2024 | HC COMERCIO E COMBUSTIVEL LTDA                                                                                                                 |               1 |      391.74
      2024 | Marcio de Souza Silva Eireli                                                                                                                   |               3 |      391.73
      2024 | ENCONTRO DAS AGUAS COMERCIO E SERVICOS DE COMBUSTI                                                                                             |               2 |      391.55
      2024 | ROTA DOS VENTOS ABAST DE COMB LTDA EPP                                                                                                         |               2 |      391.53
      2024 | Auto Posto Aeroporto Ltda                                                                                                                      |               1 |      391.46
      2024 | AUTO POSTO EOLICAS DO SUL LTDA                                                                                                                 |               1 |      391.44
      2024 | POSTO DE GASOLINA DUZENTOS LTDA                                                                                                                |               1 |      391.07
      2024 | NELSON PERUSSOLO                                                                                                                               |               3 |      391.04
      2024 | COMPESA                                                                                                                                        |               4 |      390.85
      2024 | POSTO CHIMBA LTDA                                                                                                                              |               3 |      390.76
      2024 | POSTO AZEREDO ELGO LTDA - CENTRALIZADORA                                                                                                       |               2 |      390.56
      2024 | JIR COMÉCIO DE COMBUSTÍVEIS LTDA                                                                                                               |               1 |      390.55
      2024 | POSTO DE COMBUSTIVEIS PA LTDA                                                                                                                  |               2 |      390.55
      2024 | AUTO POSTO DOOLEMAR                                                                                                                            |               3 |      390.42
      2024 | L C PETROLEO LTDA                                                                                                                              |               1 |      390.37
      2024 | AUTO POSTO FASCINA LTDA TAQUARI                                                                                                                |               2 |      390.28
      2024 | RONALDO ARAUJO - ME                                                                                                                            |               1 |      390.12
      2024 | L. Q. DE AMORIM EIRELI                                                                                                                         |               1 |      390.08
      2024 | BC COMÉRCIO DE COMBUSTÍVEIS LTDA                                                                                                               |               1 |      390.07
      2024 | POSTO CEU LTDA                                                                                                                                 |               1 |      390.04
      2024 | R C F SILVA - EPP.                                                                                                                             |               1 |      390.03
      2024 | GAROTINHO COMERCIO DE COMBUSTIVEIS LTDA                                                                                                        |               1 |      390.02
      2024 | AUTO POSTO DE SERVICOS VIA DUTRA 1 LTDA                                                                                                        |               1 |      390.01
      2024 | L E MACEDO POSTO DE COMBUSTIVEL LTDA                                                                                                           |               2 |      390.01
      2024 | AUTO POSTO MORGADO LTDA                                                                                                                        |               1 |      390.00
      2024 | REDE COMUNITARIA DE COMU DE SANTANA                                                                                                            |               1 |      390.00
      2024 | HOTEL SANTORINI LTDA - ME                                                                                                                      |               1 |      390.00
      2024 | HB HOTEL BIASI                                                                                                                                 |               1 |      390.00
      2024 | POSTO CARVALHO SOUZA LTDA                                                                                                                      |               1 |      390.00
      2024 | ZONDONAIDE LOPES REGO                                                                                                                          |               1 |      390.00
      2024 | RIELLIS CENTER HOTEL LTDA                                                                                                                      |               1 |      390.00
      2024 | SEREMA PALACE HOTEL LTDA                                                                                                                       |               2 |      390.00
      2024 | Martins Alojamento e Hotelaria ltda                                                                                                            |               2 |      390.00
      2024 | Witte Comercio e Serviços graficos Ltda                                                                                                        |               1 |      390.00
      2024 | ROMANTIEZER SOARES SOUSA 38485267869                                                                                                           |               1 |      390.00
      2024 | Google Pay                                                                                                                                     |               1 |      389.90
      2024 | MULT PAPELARIA LIVRARIA E INFORMATICA LTDA                                                                                                     |               1 |      389.79
      2024 | CASA DI PAOLO AEROPORTO LTDA                                                                                                                   |               3 |      389.60
      2024 | AUTO POSTO RANGER LTDA                                                                                                                         |               2 |      389.47
      2024 | RESTAURANTE TAVERNA VIKINGS LTDA                                                                                                               |               2 |      389.40
      2024 | Claro S.A - Embratel.                                                                                                                          |               2 |      389.31
      2024 | OTAMIL DERIVADOS DE PETROLEO EIRELI                                                                                                            |               1 |      389.20
      2024 | auto posto vila romana ltda                                                                                                                    |               2 |      389.12
      2024 | JAPA PASEO RESTAURANTE LTDA:27017307000151                                                                                                     |               2 |      389.00
      2024 | POSTO VHR LTDA                                                                                                                                 |               2 |      389.00
      2024 | MARCIO SOARES RODRIGUES COELHO                                                                                                                 |               2 |      388.88
      2024 | CAFE PACIFICO SA                                                                                                                               |              11 |      388.80
      2024 | ARRAIAL COMERCIO DE COMBUSTIVEIS LTDA.                                                                                                         |               1 |      388.69
      2024 | LAGO AZUL RESTAURANTE LTDA                                                                                                                     |               3 |      388.45
      2024 | MASTER DISTRIBUIDORA DE INFORMATICA, ESCRITORIO E PAPELARIA - LTDA                                                                             |               1 |      388.40
      2024 | ATACADAO DO PAPEL LTDA                                                                                                                         |               6 |      388.24
      2024 | AUTO POSTO SÃO JOÃO DE ASSIS LTDA                                                                                                              |               2 |      388.23
      2024 | AUTO POSTO MAXX XIII LTDA                                                                                                                      |               1 |      388.03
      2024 | RESTAURANTE CABANA DO SOL LTDA                                                                                                                 |               2 |      388.02
      2024 | W E R POUSADA LTDA                                                                                                                             |               1 |      388.00
      2024 | POSTO PRATA DE TERESOPOLIS LTDA                                                                                                                |               2 |      387.85
      2024 | La Cloche à Fromage                                                                                                                            |               1 |      387.79
      2024 | POSTO DE COMBUSTIVEIS ZE LUCAS LTDA EPP                                                                                                        |               1 |      387.55
      2024 | A6LU POSTO NOVA ERA LTDA                                                                                                                       |               1 |      387.44
      2024 | COML BUFFON COMB E TRANSP LTDA - POSTO 14                                                                                                      |               1 |      387.34
      2024 | FREE WAY 35 IMIGRANTES AUTO POSTO LTDA                                                                                                         |               2 |      387.27
      2024 | POSTO AMARAL                                                                                                                                   |               1 |      387.14
      2024 | ACOMODAÇÕES BRASIL LTDA-ME                                                                                                                     |               1 |      387.13
      2024 | posto zapir ltda                                                                                                                               |               1 |      387.12
      2024 | ZOOM VÍDEO COMMUNICATIOS                                                                                                                       |               1 |      387.08
      2024 | SERRANO POSTO DE COMB LTDA                                                                                                                     |               2 |      387.07
      2024 | ABASTEC ABASTECIMENTO LAVAGENS E LUBRIFICACAO LTDA FILIA                                                                                       |               2 |      387.07
      2024 | Sense Hotel                                                                                                                                    |               2 |      387.00
      2024 | GRAFICA E EDITORA JORNALISTICA SENTINELA LTDA                                                                                                  |               1 |      387.00
      2024 | JI BRASILIA BAR E RESTAURANTE LTDA                                                                                                             |               3 |      387.00
      2024 | burga auto posto ltda                                                                                                                          |               1 |      387.00
      2024 | Auto Posto Quintal de Veneza LTDA                                                                                                              |               1 |      386.94
      2024 | AUTO POSTO P2 COMERCIO DE COMBUSTIVEIS LTDA                                                                                                    |               2 |      386.94
      2024 | SEMPRE COMERCIO DE COMBUSTIVEIS LTDA                                                                                                           |               2 |      386.86
      2024 | POSTO MODERNO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA                                                                                          |               2 |      386.70
      2024 | HOTEL VILLA LOBOS LTDA                                                                                                                         |               1 |      386.58
      2024 | COMERCIAL DE COMBUSTIVEIS SUBAE EIRELI                                                                                                         |               1 |      386.51
      2024 | AUTO POSTO DISBRAVA LTDA                                                                                                                       |               1 |      386.43
      2024 | WINSTUB LE CLOU                                                                                                                                |               1 |      386.37
      2024 | Kandango Transportes e Turismo                                                                                                                 |               2 |      386.36
      2024 | AUTO POSTO ENCOSTA LTDA                                                                                                                        |               2 |      386.36
      2024 | POSTO 7 DE SETEMBRO POSTOS CARGA PESADA LTDA                                                                                                   |               2 |      386.32
      2024 | SIM REDE DE POSTOS LTDA - CAXIAS PARQUE DO SOL                                                                                                 |               2 |      386.31
      2024 | AMIGOS AUTO POSTO ITU LTDA                                                                                                                     |               3 |      386.26
      2024 | RIBAS AUTO POSTO LTDA                                                                                                                          |               2 |      386.16
      2024 | AUTO POSTO SANTA TERESA LTDA                                                                                                                   |               1 |      386.10
      2024 | POSTO ROCHA LTDA                                                                                                                               |               2 |      386.01
      2024 | IRMAOS ROGÉRIO                                                                                                                                 |               2 |      385.98
      2024 | PARATY AUTO POSTO TRANSPORTES LTDA                                                                                                             |               1 |      385.93
      2024 | COMERCIO DE COMBUSTIVEIS NOIDE CERQUEIRA LTDA                                                                                                  |               2 |      385.91
      2024 | Massaro Auto Posto Eireli                                                                                                                      |               2 |      385.79
      2024 | POSTO LIMEIRANEA LTDA                                                                                                                          |               2 |      385.45
      2024 | ANTAO PAULO DA SILVA                                                                                                                           |               4 |      385.40
      2024 | AUTOPETRO CALIFORNIA LTDA                                                                                                                      |               3 |      385.32
      2024 | ABAST DE COMB ARROIO LTDA ARROIO DO MEIO                                                                                                       |               2 |      385.23
      2024 | E. D. COMERCIO DE COMBUSTIVEIS LTDA                                                                                                            |               2 |      385.18
      2024 | POSTO SAO JOAQUIM                                                                                                                              |               2 |      385.09
      2024 | COMERCIO DE COMBUSTIVEIS WM DO SUL LTDA                                                                                                        |               1 |      385.08
      2024 | CENTRO AUTOMOTIVO BH SUL LTDA                                                                                                                  |               1 |      385.03
      2024 | HALLEY PLAZA HOTEL                                                                                                                             |               1 |      385.00
      2024 | JOTESSE MACEDO COMERCIAL DE DERIVADOS DE PETROLEO LTDA                                                                                         |               1 |      385.00
      2024 | SHALLANE MEDEIROS LEITE GODEIRO                                                                                                                |               1 |      385.00
      2024 | POSTO LIDER LTDA                                                                                                                               |               1 |      384.92
      2024 | CLARO NXT Telecomunicações S.A.                                                                                                                |               1 |      384.91
      2024 | POSTO BEATRIZ DER. DE PET. LTDA                                                                                                                |               2 |      384.87
      2024 | AUTO POSTO ESPERANCA LTDA                                                                                                                      |               1 |      384.81
      2024 | Posto Belvedere de Barbacena LTDA                                                                                                              |               1 |      384.64
      2024 | J. W. C. COMERCIO DE COMBUSTIVEIS LTDA                                                                                                         |               1 |      384.44
      2024 | POEIRAO MEGA POSTO DE COMBUSTIVEIS LTDA                                                                                                        |               2 |      384.31
      2024 | ADEILZA GUEIROS TENORIO                                                                                                                        |               1 |      384.26
      2024 | AUTO POSTO ZAIONS LTDA                                                                                                                         |               4 |      384.22
      2024 | Telefônico Brasil S/A VIVO.                                                                                                                    |               1 |      384.08
      2024 | POSTO CAMILA                                                                                                                                   |               1 |      384.06
      2024 | AUTO POSTO MENDES                                                                                                                              |               2 |      384.02
      2024 | POUSADA AQUARIUS                                                                                                                               |               2 |      384.00
      2024 | PETROCESA COM. DE COMB. LTDA                                                                                                                   |               2 |      383.93
      2024 | POSTO TAK DECAÇAPAVA                                                                                                                           |               2 |      383.81
      2024 | COML BUFFON COMB E TRANSP LTDA - POSTO 43                                                                                                      |               3 |      383.74
      2024 | COMERCIAL SENHORA DO BRASIL LTDA                                                                                                               |               7 |      383.67
      2024 | LUCIANO DE SOUSA LEITE EPP                                                                                                                     |               2 |      383.43
      2024 | LANCHONETE E RESTAURANTE ROTA 80 LTDA                                                                                                          |               8 |      383.37
      2024 | AUTO POSTO 710 LTDA                                                                                                                            |               3 |      383.26
      2024 | POSTO RANCHO TIBIRIÇA LTDA                                                                                                                     |               2 |      383.23
      2024 | Posto Salim Empreendimento Petroleo                                                                                                            |               1 |      383.03
      2024 | ABAST. DE COMB. JAIR SILVEIRA LTDA                                                                                                             |               1 |      383.00
      2024 | Auto Posto Kasai LTDA                                                                                                                          |               2 |      382.96
      2024 | AUTO POSTO SABIA LTDA                                                                                                                          |               1 |      382.91
      2024 | AUTO POSTO G-10 LTDA                                                                                                                           |               1 |      382.91
      2024 | POSTO OUTLET LTDA                                                                                                                              |               2 |      382.78
      2024 | MAXX VII AUTO POSTO LTDA                                                                                                                       |               1 |      382.76
      2024 | QUARUP COMBUSTIVEIS LTDA                                                                                                                       |               3 |      382.72
      2024 | HILDON CAETANO RIBEIRO                                                                                                                         |               1 |      382.65
      2024 | POSTO MARU S .A IV                                                                                                                             |               2 |      382.37
      2024 | INTERNATIONAL MEAL COMPANY ALIMENTACAO S A                                                                                                     |               9 |      382.20
      2024 | ARAUJO PETROLEO LTDA                                                                                                                           |               1 |      382.04
      2024 | CML COMERCIO DE COMBUSTIVEIS LTDA                                                                                                              |               1 |      382.03
      2024 | PETRO PETROLEO 71 COMERCIO DE COMBUSTIVEIS LTDA                                                                                                |               1 |      382.01
      2024 | MACOUT EMPREENDIMENTOS LTDA                                                                                                                    |               1 |      382.00
      2024 | Posto Gall Ltda                                                                                                                                |               2 |      381.89
      2024 | AUTO POSTO LUAR DO SANTO CRISTO LTDA                                                                                                           |               2 |      381.81
      2024 | POSTO SÃO JOÃO BOSCO LTDA                                                                                                                      |               1 |      381.38
      2024 | SCP AMBAR HOTEL                                                                                                                                |               1 |      381.19
      2024 | POSTO 2 DE JULHO                                                                                                                               |               1 |      381.03
      2024 | Royal Regency Hotel Ltda                                                                                                                       |               1 |      381.02
      2024 | Freitas Santos Hotel Ltda - ME                                                                                                                 |               3 |      381.00
      2024 | JOSE OLIVEIRA DE ANDRADE DE HELIOPOLIS - ME                                                                                                    |               1 |      381.00
      2024 | COMERCIO DE DERIVADOS DE PETROLEO LN LTDA III                                                                                                  |               1 |      380.71
      2024 | AUTO POSTO DUBLIM LTDA - ME                                                                                                                    |               1 |      380.31
      2024 | posto capelinha ltda                                                                                                                           |               2 |      380.24
      2024 | AUTO POSTO CURICICA LTDA                                                                                                                       |               2 |      380.22
      2024 | TIC POSTO LTDA II                                                                                                                              |               1 |      380.14
      2024 | MENDES ROCHA E CIA LTDA.                                                                                                                       |               2 |      380.14
      2024 | 068 - TAG SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA                                                                                         |               3 |      380.12
      2024 | POSTO TABOCAO VI LTDA                                                                                                                          |               1 |      380.04
      2024 | POSTOS FAISAO                                                                                                                                  |               2 |      380.03
      2024 | NT COMERCIAL DE PETROLEO LTDA                                                                                                                  |               2 |      380.03
      2024 | MARLEIDE BESERRA DINIZ LTDA                                                                                                                    |               1 |      380.02
      2024 | POSTO CARVALHO LTDA                                                                                                                            |               1 |      380.02
      2024 | POSTO FREI DAMIAO LTDA.                                                                                                                        |               2 |      380.02
      2024 | Auto Posto Guimaraes Rosa Ltda                                                                                                                 |               2 |      380.02
      2024 | HAWAI AUTO POSTO LT                                                                                                                            |               1 |      380.01
      2024 | ECO JABOATAO LTDA                                                                                                                              |               2 |      380.01
      2024 | AUTO POSTO BOM PRECO LTDA                                                                                                                      |               1 |      380.01
      2024 | SUPER POSTO EXPRESS LTDA.                                                                                                                      |               1 |      380.01
      2024 | COMAQ PALACE HOTEL LTDA - ME                                                                                                                   |               2 |      380.00
      2024 | NITA PALACE HOTEL LTDA                                                                                                                         |               2 |      380.00
      2024 | RESTAURANTE E HOTEL IGUAÇU                                                                                                                     |               2 |      380.00
      2024 | ACACI PARK HOTEL LTDA ME                                                                                                                       |               2 |      380.00
      2024 | HOTEL DANUBIO AZUL LTDA ME                                                                                                                     |               1 |      380.00
      2024 | AUTO POSTO DELLA CURVA LTDA                                                                                                                    |               2 |      380.00
      2024 | AUTO POSTO GNOMO LTDA                                                                                                                          |               2 |      380.00
      2024 | CLM COMERCIO DE DERIVADOS DE PETROLEO LTDA                                                                                                     |               1 |      380.00
      2024 | JACI BARBOSA DE SOUZA E CIA LTDA                                                                                                               |               2 |      380.00
      2024 | RÁDIO SOLARIS LTDA                                                                                                                             |               1 |      380.00
      2024 | POSTO CABBAU LTDA                                                                                                                              |               3 |      380.00
      2024 | HOTEL SUNTUOSO SERVICOS HOTELEIROS LTDA                                                                                                        |               1 |      380.00
      2024 | Hotel Três Palmeiras LTDA                                                                                                                      |               1 |      380.00
      2024 | COMERCIA DE PETROLEO TERGILENE & FERREIRA LTDA                                                                                                 |               2 |      379.95
      2024 | POSTO CAMPO BELO LTDA II                                                                                                                       |               1 |      379.90
      2024 | ÁGUAS DE ARIQUEMES SANEAMENTO                                                                                                                  |               7 |      379.77
      2024 | São João Comércio de Combustíveis LTDA                                                                                                         |               2 |      379.73
      2024 | AUTO POSTO COMBUSTIVEIS                                                                                                                        |               2 |      379.70
      2024 | Kandango Transportes e Turismo Ltda                                                                                                            |               2 |      379.63
      2024 | POSTO RM MAIS 2                                                                                                                                |               1 |      379.60
      2024 | JUMBINHO 02                                                                                                                                    |               1 |      379.35
      2024 | AUTO POSTO BRASIL GRILL LTDA                                                                                                                   |               2 |      379.18
      2024 | VAI E VEM COM DE COMB E DERIV DE PETROLEO LTDA                                                                                                 |               3 |      379.10
      2024 | RUDINEI PEREIRA DA ROCHA                                                                                                                       |               1 |      379.00
      2024 | CB PORTO ALEGRE COMERCIO DE ALIMENTOS LTDA.                                                                                                    |               2 |      378.92
      2024 | Auto Posto Carlos Alencar Ltda                                                                                                                 |               1 |      378.92
      2024 | E L DE OLIVEIRA VAREJISTA LTDA                                                                                                                 |               1 |      378.92
      2024 | VALBA COMERCIO DE COMBUSTIVEIS LTDA                                                                                                            |               2 |      378.79
      2024 | POSTO DE GASOLINA NOVA JERUSALEM LTDA                                                                                                          |               1 |      378.79
      2024 | POSTO 01 TREVO DE ERMITAGE DE TERESOPOLIS LTDA                                                                                                 |               2 |      378.55
      2024 | ALMADA & CIA LIMITADA                                                                                                                          |               2 |      378.46
      2024 | T B F MOURA T B F MOURA                                                                                                                        |               1 |      378.38
      2024 | RANCHO ALEGRE COMERCIO DE COMBUSTIVEIS LTDA                                                                                                    |               1 |      378.29
      2024 | PREFEITURA MUNICIPAL DE IUNA                                                                                                                   |               1 |      378.18
      2024 | I DE J LEAL SILVA EIRELI                                                                                                                       |               2 |      378.02
      2024 | BCA COMPANHEIRO COMERCIO DE COMBUSTIVEIS LTDA                                                                                                  |               1 |      378.02
      2024 | CUNHA COMERCIO E DERIVADOS DE PET. LTDA                                                                                                        |               1 |      378.02
      2024 | Stacke Bar e Restaurante Ltda                                                                                                                  |               5 |      378.00
      2024 | HOTEL IPE                                                                                                                                      |               3 |      378.00
      2024 | Tri Hotel Caxias LTDA                                                                                                                          |               2 |      378.00
      2024 | CR HOTELS EMPREENDIMENTOS LTDA                                                                                                                 |               2 |      378.00
      2024 | MOGANO HOTEL LTDA                                                                                                                              |               1 |      378.00
      2024 | Novotel                                                                                                                                        |               1 |      378.00
      2024 | GUSSO, GUSSO E CIA LTDA                                                                                                                        |               1 |      377.99
      2024 | COMERCIAL ALTO SANTO LTDA                                                                                                                      |               2 |      377.43
      2024 | UTIL União Transporte Interestadual de Luxo S/A                                                                                                |               2 |      377.35
      2024 | RETAIL SERVICES BRASIL ALIMENTACAO E BEBIDAS LTDA                                                                                              |               9 |      377.10
      2024 | MOVIDA LOCAÇÃO DE VEICULO                                                                                                                      |               1 |      377.09
      2024 | AUTO POSTO AS EIRELI                                                                                                                           |               2 |      377.07
      2024 | SACOBRAS COMERCIO DE EMBALAGENS LTDA                                                                                                           |               2 |      377.00
      2024 | SIM REDE DE POSTOS LTDA - CAXIAS PERIMETRAL SUL I                                                                                              |               2 |      376.97
      2024 | SOJA - COMERCIO DE DERIVADOS DE PETROLEO LTDA                                                                                                  |               1 |      376.81
      2024 | VALDELICE COMERCIO DE COMBUSTIVEIS LTDA                                                                                                        |               1 |      376.75
      2024 | POSTO FREI DAMIAO LTDA - ASSU 1                                                                                                                |               2 |      376.73
      2024 | AUTO POSTO SV TRANSPORTADORA LTDA                                                                                                              |               1 |      376.45
      2024 | AUTO POSTO LIDER DE JABOTICABAL LTDA                                                                                                           |               2 |      376.45
      2024 | SAYONARA COMERCIO DE PETROLEO LTDA                                                                                                             |               2 |      376.36
      2024 | POSTO DO VOVO LTDA                                                                                                                             |               2 |      376.32
      2024 | SIM REDE DE POSTOS LTDA - FLORES VIDEIRA                                                                                                       |               2 |      376.22
      2024 | F DE A S CAMPOS EIRELI.                                                                                                                        |               1 |      376.20
      2024 | CB AGUAS CLARAS COMERCIO DE ALIMENTOS LTDA                                                                                                     |               3 |      376.15
      2024 | POSTO LIDER COM. E DERIVADOS DE PETROLEO E TRANSP.LTDA                                                                                         |               1 |      376.09
      2024 | AUTO POSTO ITAMOGI LTDA                                                                                                                        |               2 |      376.04
      2024 | POSTO DAS FLORES LTDA                                                                                                                          |               2 |      376.00
      2024 | VILA RICA HOTEL LTDA                                                                                                                           |               3 |      376.00
      2024 | RIO PRETO PARTNERS HOTEIS                                                                                                                      |               1 |      375.95
      2024 | REDE ESTRORIL                                                                                                                                  |               3 |      375.86
      2024 | POSTO GETULIO LTDA                                                                                                                             |               1 |      375.86
      2024 | Rota 153 Comercio de Derivados de Petroleo Ltda - Me                                                                                           |               3 |      375.85
      2024 | DE PAULA PAULA LTDA                                                                                                                            |               2 |      375.76
      2024 | AUTO POSTO VITORIA LTDA                                                                                                                        |               2 |      375.74
      2024 | SEARA ALIMENTOS LTDA                                                                                                                           |               2 |      375.70
