Resumo executivo - totais gerais de despesas por ano
 ano_dados | total_deputados | total_lancamentos | total_gasto  | media_por_deputado 
-----------+-----------------+-------------------+--------------+--------------------
      2023 |             561 |            213240 | 245280034.40 |          437219.31
      2024 |             579 |            220401 | 263302700.07 |          454754.23
      2025 |             562 |            200157 | 249254389.30 |          443513.15
      2026 |             549 |             51963 |  70012026.95 |          127526.46
(4 rows)


Tabela principal - ranking de gastos por deputado e categoria
 ano_dados | id_deputado |                        nome                         | sigla_uf | sigla_partido |                     descricao_despesa                     | qtd_lancamentos | gasto_total | pct_total 
      2023 |      178972 | ALEX SPINELLI MANENTE                               | SP       | CIDADANIA     | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |               9 |   256415.80 |      0.10
      2023 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | MG       | MDB           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              12 |   255590.00 |      0.10
      2023 |      220531 | GILVAM MAXIMO                                       | DF       | REPUBLICANOS  | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              28 |   255050.21 |      0.10
      2023 |      204488 | CELIO STUDART BARBOSA                               | CE       | PSD           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              46 |   254630.32 |      0.10
      2023 |      204491 | GILBERTO APARECIDO ABRAMO                           | MG       | REPUBLICANOS  | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              23 |   254219.33 |      0.10
      2023 |      220529 | GILSON DANIEL BATISTA                               | ES       | PODE          | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              25 |   253890.00 |      0.10
      2023 |       74158 | MÁRIO LÚCIO HERINGER                                | MG       | PDT           | PASSAGEM AÉREA - SIGEPA                                   |             140 |   253864.98 |      0.10
      2023 |      160598 | FLÁVIA CARREIRO ALBUQUERQUE MORAIS                  | GO       | MDB           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              13 |   253810.00 |      0.10
      2023 |      160976 | FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA          | SP       | PSD           | PASSAGEM AÉREA - SIGEPA                                   |             172 |   253653.41 |      0.10
      2023 |      220635 | BRUNO AREVALO GANEM                                 | SP       | PODE          | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              11 |   252690.70 |      0.10
      2023 |      220656 | FERNANDA ENEIDA PESSOA CARACAS DE SOUZA             | CE       | PSD           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              70 |   251770.00 |      0.10
      2023 |      160674 | HUGO MOTTA WANDERLEY DA NÓBREGA                     | PB       | REPUBLICANOS  | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |             155 |   251750.00 |      0.10
      2023 |      220602 | DIMAS DE PAIVA GADELHA JUNIOR                       | RJ       | PT            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              16 |   251100.00 |      0.10
      2023 |      162332 | LUIZ HILOSHI NISHIMORI                              | PR       | PSD           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |             107 |   249880.00 |      0.10
      2023 |      220587 | GEHLEN DINIZ ANDRADE                                | AC       | PP            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              75 |   249550.00 |      0.10
      2023 |      160558 | PAULO ROBERTO FREIRE DA COSTA                       | SP       | PL            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              17 |   249260.00 |      0.10
      2023 |      204566 | ANTONIO DA CRUZ FILGUEIRA NETO                      | MA       | PRD           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              48 |   248715.24 |      0.10
      2023 |      220546 | RODOLFO OLIVEIRA NOGUEIRA                           | MS       | PL            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              39 |   248675.17 |      0.10
      2023 |      220583 | FABIO MICHEY COSTA DA SILVA                         | AL       | PP            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              44 |   248670.00 |      0.10
      2023 |      204515 | ANDRE LUIS GASPAR JANONES                           | MG       | REDE          | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              35 |   248559.76 |      0.10
      2023 |      160632 | JOSÉ SILVA SOARES                                   | MG       | UNIAO         | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              30 |   247472.26 |      0.10
      2023 |      220628 | MAURICIO LUIZ DE SOUZA                              | MG       | PL            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              21 |   247162.08 |      0.10
      2023 |      204445 | FERNANDO WANDERLEY VARGAS DA SILVA                  | RN       | PT            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              17 |   246270.00 |      0.10
      2023 |      123756 | ANTÔNIA LUCILÉIA CRUZ RAMOS CÂMARA                  | AC       | MDB           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              27 |   245399.00 |      0.10
      2023 |      204507 | CARLA ZAMBELLI SALGADO DE OLIVEIRA                  | SP       | PL            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              63 |   244702.64 |      0.10
      2023 |      204427 | FERNANDO RODOLFO TENORIO DE VASCONCELOS             | PE       | PRD           | PASSAGEM AÉREA - SIGEPA                                   |             188 |   243586.35 |      0.10
